Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
627;694;5;694;T-P11648;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;SW;4.5;15;1988;-5.74582576;42.88642525;3 - UTM10x10 + Elevation;1200;V39
628;407;5;407;S-P15141;V39;?;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;20;50;1967;-2.254396908;43.20149416;2 - UTM1x1 + Centroid;50;V39
629;397;5;397;S-P15131;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1967;-2.29159175;43.17831819;1 - UTM1x1 + Elevation;100;V39
630;782;5;782;T-P12040;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1988;-3.054595502;43.33177705;3 - UTM10x10 + Elevation;300;V39
631;409;5;409;S-P15143;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;5;200;1967;-1.78376686;43.34693392;1 - UTM1x1 + Elevation;15;V39
632;173;5;173;R-P14822;R55;R;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;NA;2004;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;390;V39
633;449;5;449;S-P18283;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;SE;30;30;1974;-5.92266808;43.15577265;1 - UTM1x1 + Elevation;830;V39
634;451;5;451;S-P18285;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;S;20;40;1974;-6.028245514;43.20164621;2 - UTM1x1 + Centroid;250;V39
635;629;5;629;T-P06606;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1995;-3.428834687;43.22473146;1 - UTM1x1 + Elevation;560;V39
636;544;5;544;T-P05184;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;25;1995;-3.412532299;43.36346243;3 - UTM10x10 + Elevation;50;V39
637;512;5;512;T-P03072;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.091552561;43.29933691;3 - UTM10x10 + Elevation;250;V39
638;185;5;185;R-P15144;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1983;-2.420077433;43.12321172;1 - UTM1x1 + Elevation;140;V39
639;194;5;194;R-P15153;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;5;1983;-2.571093135;42.97439452;1 - UTM1x1 + Elevation;600;V39
640;401;5;401;S-P15135;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;20;50;1967;-1.965249735;43.26767938;1 - UTM1x1 + Elevation;20;V39
641;792;5;792;T-P12276;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;5;1988;-6.297557608;42.94568401;3 - UTM10x10 + Elevation;1030;V39
642;440;5;440;S-P17965;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.662416887;43.31688458;1 - UTM1x1 + Elevation;90;V39
643;598;5;598;T-P06574;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;40;1995;-1.870004948;42.9534111;1 - UTM1x1 + Elevation;750;V39
644;18;5;18;NEW-OMAR-LF109;V39;NA;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;;5;10;1981;-5.707241301;43.32530597;500;200;V39
645;354;5;354;S-P11138;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;12;1989;-4.48897882;42.96911467;2 - UTM1x1 + Centroid;1070;V39
646;641;5;641;T-P06620;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1995;-2.644299203;43.0394819;1 - UTM1x1 + Elevation;570;V39
647;584;5;584;T-P06560;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;50;1995;-1.864766898;42.8380937;1 - UTM1x1 + Elevation;790;V39
648;793;5;793;T-P12277;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1988;-6.327726795;42.91419609;3 - UTM10x10 + Elevation;1000;V39
649;797;5;797;T-P12281;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;4;1988;-6.295206103;42.94755262;3 - UTM10x10 + Elevation;1030;V39
650;754;5;754;T-P11889;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;40;1988;-5.688575971;42.97782968;3 - UTM10x10 + Elevation;1240;V39
651;609;5;609;T-P06585;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;10;1995;-2.392902866;42.88713855;1 - UTM1x1 + Elevation;610;V39
652;642;5;642;T-P06621;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.63782195;42.88817532;2 - UTM1x1 + Centroid;600;V39
653;796;5;796;T-P12280;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;10;1988;-6.321451714;42.93418754;3 - UTM10x10 + Elevation;940;V39
654;635;5;635;T-P06614;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;8;1995;-2.768570459;42.6454025;4 - UTM10x10 + Centroid;510;V39
655;339;5;339;R-P29002;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;60;2014;-3.570626544;43.11245261;2 - UTM1x1 + Centroid;760;V39
656;522;5;522;T-P04812;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;40;1984;-4.754385375;43.24629828;3 - UTM10x10 + Elevation;1060;V39
657;53;5;53;Q-P08751;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;12;1990;-4.534039347;42.90728585;3 - UTM10x10 + Elevation;1070;V39
658;639;5;639;T-P06618;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.315024559;42.6201384;3 - UTM10x10 + Elevation;750;V39
659;114;5;114;Q-P10102;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;2;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;600;V39
660;818;5;818;T-P13204;V39;R22;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Pastinaca sylvestris y Heracleum sphondylium;;NA;30;1997;-2.627862517;42.91515908;1 - UTM1x1 + Elevation;520;V39
661;987;5;987;U-P00647;V39;V39;Ruderal;V38;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;15;2002;-5.001749362;42.97570125;1 - UTM1x1 + Elevation;1140;V39
662;45;5;45;Q-P08740;V15;V15;Ruderal;V37;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Centaureo cyani-Raphanetum microcarpae;;NA;20;1990;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;970;V39
663;601;5;601;T-P06577;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;40;1995;-1.830475884;42.96922304;1 - UTM1x1 + Elevation;580;V39
664;637;5;637;T-P06616;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.724059494;42.77314126;2 - UTM1x1 + Centroid;610;V39
665;625;5;625;T-P06602;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.440784842;42.73789359;1 - UTM1x1 + Elevation;640;V39
666;610;5;610;T-P06586;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;20;1995;-2.492973137;42.63006979;1 - UTM1x1 + Elevation;710;V39
667;187;5;187;R-P15146;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1983;-2.417635987;43.12139835;1 - UTM1x1 + Elevation;150;V39
668;115;5;115;Q-P10103;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;12;2000;-6.61694175;41.90232436;3 - UTM10x10 + Elevation;660;V39
669;618;5;618;T-P06595;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1995;-2.632366794;42.98181181;1 - UTM1x1 + Elevation;590;V39
670;1474;5;1474;T-P07941;V15;V15;Weed;V15B;0;Bidentetea;Bidentetalia;Bidention tripartitae;Xanthio-Polygonetum persicariae;;NA;30;1999;-1.613081875;42.8209131;1 - UTM1x1 + Elevation;420;V39
671;619;5;619;T-P06596;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.538737421;43.03730413;1 - UTM1x1 + Elevation;500;V39
672;221;5;221;R-P23936;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;S;3;4;1986;-6.792434257;42.3396754;3 - UTM10x10 + Elevation;980;V39
673;55;5;55;Q-P08753;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;12;1990;-4.487894143;42.92410402;3 - UTM10x10 + Elevation;1080;V39
674;5;5;5;NEW-OMAR-BA13;V39;NA;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Arctium minus y Artemisia vulgaris;;20;9;1981;-5.707241301;43.32530597;500;190;V39
675;174;5;174;R-P14823;R55;R55;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Arundini-Convolvuletum sepium;;NA;NA;2004;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;390;V39
676;739;5;739;T-P11873;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;5;1988;-5.649793715;42.87428253;3 - UTM10x10 + Elevation;1090;V39
677;441;5;441;S-P17966;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.657473961;43.3186708;1 - UTM1x1 + Elevation;80;V39
678;891;5;891;T-P23958;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1982;-2.445949796;43.25300855;3 - UTM10x10 + Elevation;360;V39
679;603;5;603;T-P06579;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;30;1995;-1.710895694;42.94092363;1 - UTM1x1 + Elevation;550;V39
680;645;5;645;T-P06624;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;50;1995;-2.968494292;42.85272332;2 - UTM1x1 + Centroid;710;V39
681;822;5;822;T-P13235;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1997;-2.137259703;42.77743413;2 - UTM1x1 + Centroid;560;V39
682;786;5;786;T-P12268;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;10;1988;-6.230343729;43.0196353;3 - UTM10x10 + Elevation;1480;V39
683;646;5;646;T-P06625;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1995;-3.012567051;42.89322413;4 - UTM10x10 + Centroid;620;V39
684;602;5;602;T-P06578;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;60;1995;-1.656783911;42.94930637;1 - UTM1x1 + Elevation;570;V39
685;52;5;52;Q-P08750;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;S;10;40;1990;-4.514005163;42.88954259;3 - UTM10x10 + Elevation;1000;V39
686;751;5;751;T-P11885;V39;+;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;20;1988;-4.880533711;42.94173846;3 - UTM10x10 + Elevation;1250;V39
687;218;5;218;R-P23933;V39;V37;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;SW;20;4;1986;-6.803317844;42.35912377;3 - UTM10x10 + Elevation;1200;V39
688;586;5;586;T-P06562;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;30;1995;-2.254605553;42.77825809;1 - UTM1x1 + Elevation;750;V39
689;340;5;340;R-P29004;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;80;2014;-3.4600105;43.11295076;2 - UTM1x1 + Centroid;750;V39
690;193;5;193;R-P15152;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1983;-2.571093135;42.97439452;1 - UTM1x1 + Elevation;600;V39
691;596;5;596;T-P06572;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;50;1995;-2.042837645;42.87574176;1 - UTM1x1 + Elevation;590;V39
692;636;5;636;T-P06615;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1995;-2.682476138;42.78559459;4 - UTM10x10 + Centroid;530;V39
693;160;5;160;R-P12717;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1997;-3.181335485;42.80935772;3 - UTM10x10 + Elevation;1040;V39
694;419;5;419;S-P15153;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;5;20;1967;-2.269424273;43.17997973;1 - UTM1x1 + Elevation;120;V39
695;570;5;570;T-P06545;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;3;1995;-2.807669055;43.40186354;2 - UTM1x1 + Centroid;20;V39
696;817;5;817;T-P13202;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Chaerophyllo aurei-Anthriscetum sylvestris;;NA;30;1997;-1.245422045;42.93113216;1 - UTM1x1 + Elevation;800;V39
697;597;5;597;T-P06573;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;6;1995;-1.875202893;42.93725321;1 - UTM1x1 + Elevation;740;V39
698;355;5;355;S-P11139;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1989;-4.490065996;43.01412495;2 - UTM1x1 + Centroid;1130;V39
699;356;5;356;S-P11140;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;SE;5;20;1989;-4.475859575;42.93326482;2 - UTM1x1 + Centroid;1120;V39
700;298;5;298;R-P24676;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;8;2012;-6.814727332;42.42717622;1 - UTM1x1 + Elevation;366;V39
701;1002;5;1002;U-P13628;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Malvo mauritiani-Rumicetum obtusifolii;;NA;NA;1994;-5.806829798;42.98939579;3 - UTM10x10 + Elevation;950;V39
702;353;5;353;S-P11137;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1989;-4.48897882;42.96911467;2 - UTM1x1 + Centroid;1070;V39
703;794;5;794;T-P12278;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;25;1988;-6.189951626;42.95053729;3 - UTM10x10 + Elevation;1270;V39
704;1012;5;1012;U-P16707;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;40;2009;-5.117097905;43.04926399;2 - UTM1x1 + Centroid;1120;V39
705;966;5;966;U-P00592;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum duriaei;;NA;8;2002;-4.849414986;43.04850181;1 - UTM1x1 + Elevation;1270;V39
706;989;5;989;U-P00651;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;NW;15;20;2002;-5.120104993;42.85110449;1 - UTM1x1 + Elevation;980;V39
707;405;5;405;S-P15139;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1967;-1.843525255;43.3187396;1 - UTM1x1 + Elevation;120;V39
708;539;5;539;T-P05179;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;8;1995;-3.467041253;43.39026625;1 - UTM1x1 + Elevation;6;V39
709;106;5;106;Q-P10094;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Comunidad de Chaerophyllum temulum y Urtica dioica;S;63;4;2000;-6.642501247;41.80066068;3 - UTM10x10 + Elevation;860;V39
710;540;5;540;T-P05180;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1995;-3.481714672;43.37219645;3 - UTM10x10 + Elevation;4;V39
711;192;5;192;R-P15151;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;5;1983;-2.563582342;42.99597836;2 - UTM1x1 + Centroid;300;V39
712;659;5;659;T-P06988;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;NW;18;25;1984;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;600;V39
713;795;5;795;T-P12279;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;4;1988;-6.364617546;42.96173849;3 - UTM10x10 + Elevation;1380;V39
714;634;5;634;T-P06613;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1995;-2.692878036;42.64529005;4 - UTM10x10 + Centroid;560;V39
715;460;5;460;S-P18296;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;E;25;15;1974;-5.272624467;43.10479993;4 - UTM10x10 + Centroid;290;V39
716;633;5;633;T-P06612;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1995;-2.758844096;42.63093277;4 - UTM10x10 + Centroid;410;V39
717;511;5;511;T-P03071;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1986;-3.209938483;43.3081855;3 - UTM10x10 + Elevation;400;V39
718;790;5;790;T-P12274;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1988;-6.246347129;42.95075099;3 - UTM10x10 + Elevation;1240;V39
719;743;5;743;T-P11877;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;5;1988;-6.267710828;42.93753672;3 - UTM10x10 + Elevation;1030;V39
720;127;5;127;Q-P10117;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;4;2000;-6.95616051;41.77406386;3 - UTM10x10 + Elevation;800;V39
721;447;5;447;S-P17972;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1982;-2.673561842;43.07739006;2 - UTM1x1 + Centroid;450;V39
722;30;5;30;NEW-OMAR-NI01;V39;NA;Ruderal;V39;0;NA;NA;NA;;;0;1;2020;-5.702776474;43.3133463;10;203;V39
723;783;5;783;T-P12041;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1988;-3.251542666;43.2306615;3 - UTM10x10 + Elevation;400;V39
724;498;5;498;S-P21810;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Arction;;NA;10;1981;-6.106897356;43.10229232;3 - UTM10x10 + Elevation;1100;V39
725;744;5;744;T-P11878;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1988;-5.748352093;42.88816549;3 - UTM10x10 + Elevation;1200;V39
726;740;5;740;T-P11874;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1988;-6.754270027;42.59485171;3 - UTM10x10 + Elevation;540;V39
727;905;5;905;T-P27869;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Asociación de Malva mauritanica-Rumex obtusifolius;;NA;NA;1958;-5.789921341;42.9952121;3 - UTM10x10 + Elevation;950;V39
728;126;5;126;Q-P10116;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;4;2000;-6.624125452;41.85887416;3 - UTM10x10 + Elevation;740;V39
729;412;5;412;S-P15146;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;100;1967;-1.969251875;43.02998989;1 - UTM1x1 + Elevation;490;V39
730;125;5;125;Q-P10115;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;W;4.5;9;2000;-7.052709018;41.85533498;3 - UTM10x10 + Elevation;820;V39
