Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
306;881;2;881;T-P22358;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;100;1988;-5.681268868;42.75288732;3 - UTM10x10 + Elevation;1120
308;882;2;882;T-P22359;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;150;1988;-5.627476499;42.80996401;3 - UTM10x10 + Elevation;950
280;883;2;883;T-P22360;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;150;1988;-5.643608303;42.90143927;3 - UTM10x10 + Elevation;1080
204;884;2;884;T-P22361;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;100;1988;-5.701239318;42.87488037;3 - UTM10x10 + Elevation;1170
183;885;2;885;T-P22362;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;120;1988;-5.330723492;42.85421267;3 - UTM10x10 + Elevation;960
182;886;2;886;T-P22363;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;200;1988;-5.398788954;42.84200043;3 - UTM10x10 + Elevation;1040
1772;1524;5;1524;T-P22429;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;NA;100;1986;-5.181564248;43.41182702;3 - UTM10x10 + Elevation;200
1911;1525;5;1525;T-P22430;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-2.923873267;43.3065519;3 - UTM10x10 + Elevation;50
1912;1526;5;1526;T-P22431;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-2.886899551;43.29751671;3 - UTM10x10 + Elevation;40
1740;1527;5;1527;T-P22432;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;80;1986;-3.46567853;43.2119808;3 - UTM10x10 + Elevation;280
1717;1528;5;1528;T-P22433;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.328853765;43.408756;3 - UTM10x10 + Elevation;40
1724;1529;5;1529;T-P22434;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;200;1986;-3.422305453;43.34901953;3 - UTM10x10 + Elevation;10
1721;1530;5;1530;T-P22435;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.477017479;43.4028313;3 - UTM10x10 + Elevation;5
1722;1531;5;1531;T-P22436;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.427544305;43.39222163;3 - UTM10x10 + Elevation;220
1893;1532;5;1532;T-P22437;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.40740299;43.33466633;3 - UTM10x10 + Elevation;60
1846;1533;5;1533;T-P22438;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-3.902340798;43.43628368;3 - UTM10x10 + Elevation;50
1892;1534;5;1534;T-P22439;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;30;1986;-3.9863821;43.43739046;3 - UTM10x10 + Elevation;5
1891;1535;5;1535;T-P22440;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.191815172;43.32738123;3 - UTM10x10 + Elevation;100
1743;1536;5;1536;T-P22441;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-3.470713616;43.22636775;3 - UTM10x10 + Elevation;280
1738;1537;5;1537;T-P22442;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.419710551;43.36800013;3 - UTM10x10 + Elevation;5
1747;1538;5;1538;T-P22443;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.598229966;43.39805967;3 - UTM10x10 + Elevation;5
1745;1539;5;1539;T-P22444;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;40;1986;-4.500212887;43.32915398;3 - UTM10x10 + Elevation;50
1714;1540;5;1540;T-P22445;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.86319028;43.42106124;3 - UTM10x10 + Elevation;30
1723;1541;5;1541;T-P22446;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;20;1986;-4.841238636;43.43042106;3 - UTM10x10 + Elevation;50
1739;1542;5;1542;T-P22447;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.143076378;43.37113619;3 - UTM10x10 + Elevation;50
1897;1543;5;1543;T-P22448;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.285409635;43.48002898;3 - UTM10x10 + Elevation;50
1916;1544;5;1544;T-P22449;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-5.215821522;43.47059458;3 - UTM10x10 + Elevation;10
1886;1545;5;1545;T-P22450;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.416943327;43.49172912;3 - UTM10x10 + Elevation;10
1900;1546;5;1546;T-P22451;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.468363792;43.35737155;3 - UTM10x10 + Elevation;200
1898;1547;5;1547;T-P22452;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.586823857;43.53122797;3 - UTM10x10 + Elevation;100
1904;1548;5;1548;T-P22453;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.708941468;43.55000679;3 - UTM10x10 + Elevation;100
1899;1549;5;1549;T-P22454;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.92895575;43.38971406;3 - UTM10x10 + Elevation;200
1856;1550;5;1550;T-P22455;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.836058823;43.30381933;3 - UTM10x10 + Elevation;150
1936;1551;5;1551;T-P22456;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.934878094;43.35894913;3 - UTM10x10 + Elevation;200
1934;1552;5;1552;T-P22457;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.873763189;43.42352915;3 - UTM10x10 + Elevation;150
2179;1553;5;1553;T-P22458;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.9930734;43.38805252;3 - UTM10x10 + Elevation;100
2280;1554;5;1554;T-P22459;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-6.153642168;43.48457423;3 - UTM10x10 + Elevation;200
2043;1555;5;1555;T-P22460;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
1961;1556;5;1556;T-P22461;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
2034;1557;5;1557;T-P22462;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
2313;1558;5;1558;T-P22463;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;6;1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
2322;1559;5;1559;T-P22464;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-3.455098968;43.45524153;4 - UTM10x10 + Centroid;41
2317;1560;5;1560;T-P22465;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-3.455098968;43.45524153;4 - UTM10x10 + Centroid;41
2267;1561;5;1561;T-P22466;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59
2274;1562;5;1562;T-P22467;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;3;1986;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59
2323;1563;5;1563;T-P22468;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59
2324;1564;5;1564;T-P22469;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-5.665984283;43.52893451;4 - UTM10x10 + Centroid;31
634;887;3;887;T-P22470;V37;V32;Ruderal;V39;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.090129678;43.53291119;4 - UTM10x10 + Centroid;122
2328;1565;5;1565;T-P22471;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-6.090129678;43.53291119;4 - UTM10x10 + Centroid;122
1921;1566;5;1566;T-P22472;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.461178621;43.53244249;4 - UTM10x10 + Centroid;109
1931;1567;5;1567;T-P22473;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-6.591547598;43.53512218;4 - UTM10x10 + Centroid;96
1929;1568;5;1568;T-P22474;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;3;1986;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71
590;1569;3;1569;T-P22475;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71
606;1570;3;1570;T-P22476;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.949739134;43.54130303;4 - UTM10x10 + Centroid;47
2263;1571;5;1571;T-P22477;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;NA;NA;1986;-7.026625266;43.5219517;3 - UTM10x10 + Elevation;30
1803;1572;5;1572;T-P22478;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;4;1986;-4.626210284;43.15094366;3 - UTM10x10 + Elevation;360
1820;1573;5;1573;T-P22479;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;50;1986;-6.200057025;43.09792166;3 - UTM10x10 + Elevation;900
1807;1574;5;1574;T-P22480;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;5;1986;-6.254133909;43.09819583;3 - UTM10x10 + Elevation;700
1805;1575;5;1575;T-P22481;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;50;1986;-6.260856633;43.1322192;3 - UTM10x10 + Elevation;820
1804;1576;5;1576;T-P22482;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;50;1986;-6.245555276;43.12184999;3 - UTM10x10 + Elevation;820
2131;1577;5;1577;T-P22483;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;50;1986;-6.632644522;43.38931291;3 - UTM10x10 + Elevation;400
1813;1578;5;1578;T-P22484;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;50;1986;-6.598283383;43.30936914;3 - UTM10x10 + Elevation;800
1806;1579;5;1579;T-P22485;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;30;1986;-6.536122491;43.30050595;3 - UTM10x10 + Elevation;520
1826;1580;5;1580;T-P22486;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;NA;40;1986;-6.889377502;43.19538825;3 - UTM10x10 + Elevation;560
1824;1581;5;1581;T-P23943;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.412563988;43.13758116;3 - UTM10x10 + Elevation;160
2072;1582;5;1582;T-P23944;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;10;1982;-2.371630391;43.2922448;3 - UTM10x10 + Elevation;90
1828;1583;5;1583;T-P23945;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;50;1982;-2.283282256;43.2575078;3 - UTM10x10 + Elevation;50
1808;1584;5;1584;T-P23946;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;15;1982;-2.494337986;43.06233053;3 - UTM10x10 + Elevation;180
1839;1585;5;1585;T-P23947;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.162382879;43.26929286;3 - UTM10x10 + Elevation;10
1841;1586;5;1586;T-P23948;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;30;1982;-2.322404618;43.28476011;3 - UTM10x10 + Elevation;200
1834;1587;5;1587;T-P23949;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;10;1982;-2.447056458;43.13054916;3 - UTM10x10 + Elevation;200
1809;1588;5;1588;T-P23950;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;15;1982;-2.21354416;43.12377952;3 - UTM10x10 + Elevation;230
2305;1589;5;1589;T-P23951;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.145184792;43.08907078;3 - UTM10x10 + Elevation;200
2195;1590;5;1590;T-P23952;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.410312515;43.11595792;3 - UTM10x10 + Elevation;160
2122;1591;5;1591;T-P23953;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;10;1982;-2.331002131;43.17495352;3 - UTM10x10 + Elevation;190
2097;1592;5;1592;T-P23954;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.371945337;43.26163083;3 - UTM10x10 + Elevation;200
912;888;3;888;T-P23955;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.368763365;43.09232354;3 - UTM10x10 + Elevation;300
938;889;3;889;T-P23956;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1982;-2.412805187;43.11236878;3 - UTM10x10 + Elevation;140
944;890;3;890;T-P23957;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1982;-2.286053424;43.01979776;3 - UTM10x10 + Elevation;400
817;891;3;891;T-P23958;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;15;1982;-2.445949796;43.25300855;3 - UTM10x10 + Elevation;360
1007;892;3;892;T-P23959;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;5;1982;-2.343289989;42.94629889;3 - UTM10x10 + Elevation;1100
998;893;3;893;T-P23960;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;5;1982;-2.458383216;42.96130953;3 - UTM10x10 + Elevation;910
947;894;3;894;T-P23961;V39;V39;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;20;1982;-2.42904152;42.95216181;3 - UTM10x10 + Elevation;980
922;895;3;895;T-P23962;V39;V39;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;20;1982;-2.367361684;42.98965894;3 - UTM10x10 + Elevation;1000
1099;896;3;896;T-P23963;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;20;1982;-2.324914403;42.94527571;4 - UTM10x10 + Centroid;1540
910;897;3;897;T-P23964;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;4;1982;-2.324914403;42.94527571;4 - UTM10x10 + Centroid;1530
908;898;3;898;T-P23965;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;2;1982;-2.087472614;43.00397868;3 - UTM10x10 + Elevation;1200
972;899;3;899;T-P23966;V38;V38;Ruderal;V39;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;3;1982;-2.070025906;43.02184821;3 - UTM10x10 + Elevation;1100
307;900;2;900;T-P23967;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;5;1982;-1.973740791;43.05524401;3 - UTM10x10 + Elevation;600
974;901;3;901;T-P23968;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;8;1982;-2.141645668;43.16648575;3 - UTM10x10 + Elevation;900
255;902;2;902;T-P23969;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;5;1982;-2.490334808;42.95245112;3 - UTM10x10 + Elevation;830
1008;903;3;903;T-P23970;V39;V39;Ruderal;V39;0;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati;Carduo nutantis-Cirsietum richterani;;NA;4;1982;-2.353152334;42.94095196;3 - UTM10x10 + Elevation;1050
1493;904;4;904;T-P27785;V37;V37;Ruderal;V37;0;Chenopodietea;Brometalia rubenti-tectorum;Hordeion murini;Asociación de Hordeum murinum-Bromus sterilis;;NA;NA;1958;-5.759650737;43.00404411;4 - UTM10x10 + Centroid;1401
2092;1593;5;1593;T-P27789;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Chrysanthemum segetum-Oxalis violacea;;NA;NA;1958;-6.447233707;43.51570587;3 - UTM10x10 + Elevation;230
2304;1594;5;1594;T-P27790;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Chrysanthemum segetum-Oxalis violacea;;NA;NA;1958;-7.051431785;43.52287457;3 - UTM10x10 + Elevation;30
1825;1595;5;1595;T-P27791;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Chrysanthemum segetum-Oxalis violacea;;NA;NA;1958;-7.109184347;43.53521498;3 - UTM10x10 + Elevation;30
2314;1596;5;1596;T-P27792;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Chrysanthemum segetum-Oxalis violacea;NW;NA;NA;1958;-7.102387365;43.54446253;3 - UTM10x10 + Elevation;30
1784;1597;5;1597;T-P27793;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Chrysanthemum segetum-Oxalis violacea;;NA;NA;1958;-7.035350671;43.54145038;3 - UTM10x10 + Elevation;30
1792;1598;5;1598;T-P27794;V15;V15;Weed;V15B;0;Epilobietea angustifolii;Convolvuletalia sepium;Cynancho-Convolvulion sepium;Comunidad de Convolvulus sepium y Oxalis violacea;W;NA;NA;1958;-5.796417456;43.35341735;3 - UTM10x10 + Elevation;280
