"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"393","T-P11648","Rumex conglomeratus","Rumex conglomeratus","+",1
"393","T-P11648","Sambucus ebulus","Sambucus ebulus","2",15
"393","T-P11648","Trifolium pratense","Trifolium pratense","+",1
"393","T-P11648","Urtica dioica","Urtica dioica","3",37.5
"394","T-P11649","Alchemilla xanthochlora","Alchemilla xanthochlora","+",1
"394","T-P11649","Alliaria petiolata","Alliaria petiolata","1",5
"394","T-P11649","Bromus sterilis","Anisantha sterilis","1",5
"394","T-P11649","Arctium minus","Arctium minus","1",5
"394","T-P11649","Chaerophyllum aureum","Chaerophyllum aureum","+",1
"394","T-P11649","Dactylis glomerata","Dactylis glomerata","+",1
"394","T-P11649","Galium aparine","Galium aparine","1",5
"394","T-P11649","Geranium dissectum","Geranium dissectum","+",1
"394","T-P11649","Holcus lanatus","Holcus lanatus","+",1
"394","T-P11649","Hordeum murinum","Hordeum murinum","+",1
"394","T-P11649","Malva sylvestris","Malva sylvestris","+",1
"394","T-P11649","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"394","T-P11649","Plantago lanceolata","Plantago lanceolata","+",1
"394","T-P11649","Poa trivialis","Poa trivialis","+",1
"394","T-P11649","Rhinanthus minor","Rhinanthus minor","+",1
"394","T-P11649","Rumex acetosa","Rumex acetosa","+",1
"394","T-P11649","Rumex conglomeratus","Rumex conglomeratus","+",1
"394","T-P11649","Sambucus ebulus","Sambucus ebulus","3",37.5
"394","T-P11649","Trifolium pratense","Trifolium pratense","+",1
"394","T-P11649","Urtica dioica","Urtica dioica","3",37.5
"395","T-P11650","Alliaria petiolata","Alliaria petiolata","1",5
"395","T-P11650","Alopecurus pratensis","Alopecurus pratensis","1",5
"395","T-P11650","Bromus sterilis","Anisantha sterilis","1",5
"395","T-P11650","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","+",1
"395","T-P11650","Bromus erectus","Bromopsis erecta","+",1
"395","T-P11650","Dactylis glomerata","Dactylis glomerata","1",5
"395","T-P11650","Erucastrum nasturtiifolium","Erucastrum nasturtiifolium","2",15
"395","T-P11650","Galium aparine","Galium aparine","2",15
"395","T-P11650","Holcus lanatus","Holcus lanatus","+",1
"395","T-P11650","Hordeum murinum","Hordeum murinum","2",15
"395","T-P11650","Lolium perenne","Lolium perenne","+",1
"395","T-P11650","Malva sylvestris","Malva sylvestris","1",5
"395","T-P11650","Pentaglottis sempervirens","Pentaglottis sempervirens","3",37.5
"395","T-P11650","Plantago lanceolata","Plantago lanceolata","+",1
"395","T-P11650","Poa trivialis","Poa trivialis","1",5
"395","T-P11650","Ranunculus acer","Ranunculus acris","+",1
"395","T-P11650","Rosa canina","Rosa canina s.l.","+",1
"395","T-P11650","Rumex acetosa","Rumex acetosa","+",1
"395","T-P11650","Sambucus ebulus","Sambucus ebulus","1",5
"395","T-P11650","Trifolium campestre","Trifolium campestre","+",1
"395","T-P11650","Trifolium pratense","Trifolium pratense","+",1
"395","T-P11650","Urtica dioica","Urtica dioica","2",15
"396","T-P11651","Alliaria petiolata","Alliaria petiolata","1",5
"396","T-P11651","Alopecurus pratensis","Alopecurus pratensis","+",1
"396","T-P11651","Bromus sterilis","Anisantha sterilis","1",5
"396","T-P11651","Crepis capillaris","Crepis capillaris","+",1
"396","T-P11651","Dactylis glomerata","Dactylis glomerata","+",1
"396","T-P11651","Galium aparine","Galium aparine","1",5
"396","T-P11651","Hordeum murinum","Hordeum murinum","+",1
"396","T-P11651","Malva sylvestris","Malva sylvestris","1",5
"396","T-P11651","Myrrhis odorata","Myrrhis odorata","1",5
"396","T-P11651","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"396","T-P11651","Plantago lanceolata","Plantago lanceolata","+",1
"396","T-P11651","Poa trivialis","Poa trivialis","1",5
"396","T-P11651","Rubus ulmifolius","Rubus ulmifolius","+",1
"396","T-P11651","Rumex acetosa","Rumex acetosa","+",1
"396","T-P11651","Sambucus ebulus","Sambucus ebulus","2",15
"396","T-P11651","Sonchus asper","Sonchus asper","+",1
"396","T-P11651","Trifolium campestre","Trifolium campestre","+",1
"396","T-P11651","Trifolium pratense","Trifolium pratense","1",5
"396","T-P11651","Urtica dioica","Urtica dioica","3",37.5
"397","T-P11652","Alliaria petiolata","Alliaria petiolata","1",5
"397","T-P11652","Bromus sterilis","Anisantha sterilis","1",5
"397","T-P11652","Arctium minus","Arctium minus","+",1
"397","T-P11652","Bromus erectus","Bromopsis erecta","+",1
"397","T-P11652","Dactylis glomerata","Dactylis glomerata","1",5
"397","T-P11652","Galium aparine","Galium aparine","1",5
"397","T-P11652","Geranium dissectum","Geranium dissectum","+",1
"397","T-P11652","Hordeum murinum","Hordeum murinum","+",1
"397","T-P11652","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"397","T-P11652","Plantago lanceolata","Plantago lanceolata","+",1
"397","T-P11652","Poa trivialis","Poa trivialis","+",1
"397","T-P11652","Rubus ulmifolius","Rubus ulmifolius","1",5
"397","T-P11652","Sambucus ebulus","Sambucus ebulus","3",37.5
"397","T-P11652","Urtica dioica","Urtica dioica","3",37.5
"398","T-P11653","Achillea millefolium","Achillea millefolium","2",15
"398","T-P11653","Arctium minus","Arctium minus","2",15
"398","T-P11653","Cirsium arvense","Cirsium arvense","1",5
"398","T-P11653","Cirsium vulgare","Cirsium vulgare","+",1
"398","T-P11653","Conium maculatum","Conium maculatum","1",5
"398","T-P11653","Crepis capillaris","Crepis capillaris","1",5
"398","T-P11653","Dactylis glomerata","Dactylis glomerata","1",5
"398","T-P11653","Geranium robertianum","Geranium robertianum","+",1
"398","T-P11653","Serratula nudicaulis","Klasea nudicaulis","+",1
"398","T-P11653","Reseda lutea","Reseda lutea","+",1
"398","T-P11653","Rumex crispus","Rumex crispus","1",5
"398","T-P11653","Sonchus oleraceus","Sonchus oleraceus","1",5
"398","T-P11653","Urtica dioica","Urtica dioica","2",15
"398","T-P11653","Verbascum thapsus","Verbascum thapsus","+",1
"399","T-P11654","Achillea millefolium","Achillea millefolium","+",1
"399","T-P11654","Arctium minus","Arctium minus","1",5
"399","T-P11654","Conium maculatum","Conium maculatum","3",37.5
"399","T-P11654","Dipsacus fullonum","Dipsacus fullonum","+",1
"399","T-P11654","Echium vulgare","Echium vulgare","1",5
"399","T-P11654","Hypericum perforatum","Hypericum perforatum","+",1
"399","T-P11654","Senecio jacobaea","Jacobaea vulgaris","1",5
"399","T-P11654","Lactuca viminea subsp. chondrilliflora","Lactuca viminea","1",5
"399","T-P11654","Picris hieracioides","Picris hieracioides","2",15
"399","T-P11654","Rumex crispus","Rumex crispus","+",1
"399","T-P11654","Senecio gallicus","Senecio gallicus","+",1
"399","T-P11654","Sonchus oleraceus","Sonchus oleraceus","1",5
"399","T-P11654","Urtica dioica","Urtica dioica","2",15
"399","T-P11654","Verbascum thapsus","Verbascum thapsus","1",5
"400","T-P11655","Arctium minus","Arctium minus","1",5
"400","T-P11655","Conium maculatum","Conium maculatum","1",5
"400","T-P11655","Galium aparine","Galium aparine","3",37.5
"400","T-P11655","Malva parviflora","Malva parviflora","2",15
"400","T-P11655","Malva sylvestris","Malva sylvestris","1",5
"400","T-P11655","Polygonum hydropiper","Persicaria hydropiper","+",1
"400","T-P11655","Plantago lanceolata","Plantago lanceolata","+",1
"400","T-P11655","Urtica dioica","Urtica dioica","1",5
"400","T-P11655","Xanthium strumarium","Xanthium strumarium","3",37.5
"401","T-P11656","Arctium minus","Arctium minus","2",15
"401","T-P11656","Ballota nigra subsp. foetida","Ballota nigra","1",5
"401","T-P11656","Caucalis platycarpos","Caucalis platycarpos","+",1
"401","T-P11656","Conium maculatum","Conium maculatum","1",5
"401","T-P11656","Dactylis glomerata","Dactylis glomerata","+",1
"401","T-P11656","Galium aparine","Galium aparine","1",5
"401","T-P11656","Lactuca viminea subsp. chondrilliflora","Lactuca viminea","+",1
"401","T-P11656","Malva parviflora","Malva parviflora","1",5
"401","T-P11656","Malva sylvestris","Malva sylvestris","1",5
"401","T-P11656","Medicago sativa","Medicago sativa","+",1
"401","T-P11656","Plantago lanceolata","Plantago lanceolata","+",1
"401","T-P11656","Polygonum aviculare","Polygonum aviculare","+",1
"401","T-P11656","Rosa canina","Rosa canina s.l.","+",1
"401","T-P11656","Rubus ulmifolius","Rubus ulmifolius","+",1
"401","T-P11656","Sisymbrium austriacum subsp. contortum","Sisymbrium austriacum","1",5
"401","T-P11656","Trifolium repens","Trifolium repens","1",5
"401","T-P11656","Urtica dioica","Urtica dioica","3",37.5
"402","T-P11657","Bromus sterilis","Anisantha sterilis","1",5
"402","T-P11657","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","+",1
"402","T-P11657","Ballota nigra subsp. foetida","Ballota nigra","1",5
"402","T-P11657","Conium maculatum","Conium maculatum","2",15
"402","T-P11657","Dactylis glomerata","Dactylis glomerata","1",5
"402","T-P11657","Galium aparine","Galium aparine","4",62.5
"402","T-P11657","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"402","T-P11657","Lactuca virosa","Lactuca serriola","1",5
"402","T-P11657","Lamium maculatum","Lamium maculatum","+",1
"402","T-P11657","Lapsana communis","Lapsana communis","1",5
"402","T-P11657","Marrubium vulgare","Marrubium vulgare","+",1
"402","T-P11657","Rubus ulmifolius","Rubus ulmifolius","+",1
"402","T-P11657","Urtica dioica","Urtica dioica","3",37.5
"403","T-P11658","Bromus sterilis","Anisantha sterilis","1",5
"403","T-P11658","Arctium minus","Arctium minus","1",5
"403","T-P11658","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","+",1
"403","T-P11658","Chaerophyllum aureum","Chaerophyllum aureum","+",1
"403","T-P11658","Conium maculatum","Conium maculatum","+",1
"403","T-P11658","Dactylis glomerata","Dactylis glomerata","1",5
"403","T-P11658","Galium aparine","Galium aparine","3",37.5
"403","T-P11658","Hirschfeldia incana","Hirschfeldia incana","+",1
"403","T-P11658","Hordeum murinum","Hordeum murinum","2",15
"403","T-P11658","Lactuca virosa","Lactuca serriola","+",1
"403","T-P11658","Malva sylvestris","Malva sylvestris","+",1
"403","T-P11658","Ranunculus repens","Ranunculus repens","+",1
"403","T-P11658","Rubus ulmifolius","Rubus ulmifolius","+",1
"403","T-P11658","Rumex crispus","Rumex crispus","+",1
"403","T-P11658","Urtica dioica","Urtica dioica","3",37.5
"404","T-P11659","Alliaria petiolata","Alliaria petiolata","2",15
"404","T-P11659","Cardamine hirsuta","Cardamine hirsuta","+",1
"404","T-P11659","Hugueninia tanacetifolia subsp. suffruticosa","Descurainia tanacetifolia","+",1
"404","T-P11659","Equisetum arvense","Equisetum arvense","+",1
"404","T-P11659","Galium aparine","Galium aparine","3",37.5
"404","T-P11659","Heracleum sphondylium subsp. pyrenaicum","Heracleum sphondylium","+",1
"404","T-P11659","Lamium maculatum","Lamium maculatum","+",1
"404","T-P11659","Myrrhis odorata","Myrrhis odorata","+",1
"404","T-P11659","Poa trivialis","Poa trivialis","+",1
"404","T-P11659","Rubus ulmifolius","Rubus ulmifolius","+",1
"404","T-P11659","Stellaria holostea","Stellaria holostea","1",5
"404","T-P11659","Urtica dioica","Urtica dioica","2",15
"405","T-P11660","Alliaria petiolata","Alliaria petiolata","1",5
"405","T-P11660","Bromus sterilis","Anisantha sterilis","1",5
"405","T-P11660","Aristolochia longa","Aristolochia paucinervis","+",1
"405","T-P11660","Bryonia cretica subsp. dioica","Bryonia dioica","2",15
"405","T-P11660","Cardamine hirsuta","Cardamine hirsuta","+",1
"405","T-P11660","Centranthus calcitrapae","Centranthus calcitrapae","1",5
"405","T-P11660","Galium aparine","Galium aparine","3",37.5
"405","T-P11660","Geranium lucidum","Geranium lucidum","2",15
"405","T-P11660","Geranium purpureum","Geranium purpureum","2",15
"405","T-P11660","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"405","T-P11660","Medicago lupulina","Medicago lupulina","1",5
"405","T-P11660","Medicago orbicularis","Medicago orbicularis","+",1
"405","T-P11660","Parentucellia viscosa","Parentucellia viscosa","+",1
"405","T-P11660","Pteridium aquilinum","Pteridium aquilinum","1",5
"405","T-P11660","Rumex papillaris","Rumex papillaris","1",5
"405","T-P11660","Sedum album","Sedum album","+",1
"405","T-P11660","Sedum forsteranum","Sedum forsterianum","+",1
"405","T-P11660","Torilis nodosa","Torilis nodosa","+",1
"405","T-P11660","Viola riviniana","Viola reichenbachiana s.l.","+",1
"406","T-P11661","Alliaria petiolata","Alliaria petiolata","1",5
"406","T-P11661","Bromus sterilis","Anisantha sterilis","1",5
"406","T-P11661","Arctium minus","Arctium minus","+",1
"406","T-P11661","Conium maculatum","Conium maculatum","1",5
"406","T-P11661","Galium aparine","Galium aparine","1",5
"406","T-P11661","Hordeum murinum","Hordeum murinum","1",5
"406","T-P11661","Lapsana communis","Lapsana communis","2",15
"406","T-P11661","Polygonum aviculare","Polygonum aviculare","+",1
"406","T-P11661","Senecio gallicus","Senecio gallicus","+",1
"406","T-P11661","Tanacetum corymbosum","Tanacetum corymbosum","+",1
"406","T-P11661","Tanacetum parthenium","Tanacetum parthenium","+",1
"406","T-P11661","Torilis nodosa","Torilis nodosa","2",15
"407","T-P11662","Alliaria petiolata","Alliaria petiolata","1",5
"407","T-P11662","Anthriscus caucalis","Anthriscus caucalis","2",15
"407","T-P11662","Arctium minus","Arctium minus","+",1
"407","T-P11662","Avena barbata","Avena barbata","+",1
"407","T-P11662","Barbarea intermedia","Barbarea intermedia","+",1
"407","T-P11662","Galium aparine","Galium aparine","2",15
"407","T-P11662","Geranium lucidum","Geranium lucidum","1",5
"407","T-P11662","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"407","T-P11662","Lamium amplexicaule","Lamium amplexicaule","1",5
"407","T-P11662","Lamium purpureum","Lamium purpureum","+",1
"407","T-P11662","Chenopodium polyspermum","Lipandra polysperma","1",5
"407","T-P11662","Malva sylvestris","Malva sylvestris","+",1
"407","T-P11662","Medicago lupulina","Medicago lupulina","1",5
"407","T-P11662","Papaver dubium","Papaver dubium","+",1
"407","T-P11662","Poa nemoralis","Poa nemoralis","1",5
"407","T-P11662","Poa pratensis","Poa pratensis","+",1
"407","T-P11662","Senecio gallicus","Senecio gallicus","+",1
"407","T-P11662","Sisymbrium officinale","Sisymbrium officinale","+",1
"407","T-P11662","Stellaria media","Stellaria media","2",15
"407","T-P11662","Torilis nodosa","Torilis nodosa","2",15
"407","T-P11662","Urtica dioica","Urtica dioica","+",1
"407","T-P11662","Valerianella locusta","Valerianella locusta","+",1
"407","T-P11662","Veronica persica","Veronica persica","1",5
"408","T-P11663","Achillea millefolium","Achillea millefolium","+",1
"408","T-P11663","Alchemilla xanthochlora","Alchemilla xanthochlora","+",1
"408","T-P11663","Alliaria petiolata","Alliaria petiolata","1",5
"408","T-P11663","Alopecurus pratensis","Alopecurus pratensis","+",1
"408","T-P11663","Bromus sterilis","Anisantha sterilis","1",5
"408","T-P11663","Arctium minus","Arctium minus","1",5
"408","T-P11663","Bromus erectus","Bromopsis erecta","+",1
"408","T-P11663","Chaerophyllum aureum","Chaerophyllum aureum","+",1
"408","T-P11663","Dactylis glomerata","Dactylis glomerata","+",1
"408","T-P11663","Filipendula ulmaria","Filipendula ulmaria","+",1
"408","T-P11663","Galium aparine","Galium aparine","1",5
"408","T-P11663","Geranium dissectum","Geranium dissectum","1",5
"408","T-P11663","Holcus lanatus","Holcus lanatus","+",1
"408","T-P11663","Hordeum murinum","Hordeum murinum","+",1
"408","T-P11663","Lolium perenne","Lolium perenne","+",1
"408","T-P11663","Malva sylvestris","Malva sylvestris","1",5
"408","T-P11663","Myrrhis odorata","Myrrhis odorata","1",5
"408","T-P11663","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"408","T-P11663","Plantago lanceolata","Plantago lanceolata","+",1
"408","T-P11663","Poa trivialis","Poa trivialis","1",5
"408","T-P11663","Rhinanthus minor","Rhinanthus minor","+",1
"408","T-P11663","Rumex conglomeratus","Rumex conglomeratus","+",1
"408","T-P11663","Urtica dioica","Urtica dioica","3",37.5
"409","T-P11664","Alliaria petiolata","Alliaria petiolata","+",1
"409","T-P11664","Alopecurus pratensis","Alopecurus pratensis","+",1
"409","T-P11664","Bromus sterilis","Anisantha sterilis","3",37.5
"409","T-P11664","Crepis capillaris","Crepis capillaris","+",1
"409","T-P11664","Dactylis glomerata","Dactylis glomerata","1",5
"409","T-P11664","Equisetum arvense","Equisetum arvense","1",5
"409","T-P11664","Galium aparine","Galium aparine","3",37.5
"409","T-P11664","Holcus lanatus","Holcus lanatus","+",1
"409","T-P11664","Myosotis sicula","Myosotis sicula","+",1
"409","T-P11664","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"409","T-P11664","Poa trivialis","Poa trivialis","1",5
"409","T-P11664","Rumex acetosa","Rumex acetosa","+",1
"409","T-P11664","Rumex conglomeratus","Rumex conglomeratus","1",5
"409","T-P11664","Sonchus asper","Sonchus asper","+",1
"409","T-P11664","Urtica dioica","Urtica dioica","3",37.5
"410","T-P11870","Bromus sterilis","Anisantha sterilis","2",15
"410","T-P11870","Anthemis arvensis","Anthemis arvensis","+",1
"410","T-P11870","Arctium minus","Arctium minus","4",62.5
"410","T-P11870","Artemisia vulgaris","Artemisia vulgaris","3",37.5
"410","T-P11870","Conium maculatum","Conium maculatum","3",37.5
"410","T-P11870","Convolvulus arvensis","Convolvulus arvensis","+",1
"410","T-P11870","Dactylis glomerata","Dactylis glomerata","1",5
"410","T-P11870","Echium vulgare","Echium vulgare","1",5
"410","T-P11870","Galium aparine","Galium aparine","1",5
"410","T-P11870","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"410","T-P11870","Hordeum murinum","Hordeum murinum","1",5
"410","T-P11870","Anchusa arvensis","Lycopsis arvensis","1",5
"410","T-P11870","Malva sylvestris","Malva sylvestris","1",5
"410","T-P11870","Melilotus indica","Melilotus indicus","+",1
"410","T-P11870","Rumex crispus","Rumex crispus","+",1
"410","T-P11870","Urtica dioica","Urtica dioica","2",15
"411","T-P11871","Bromus sterilis","Anisantha sterilis","1",5
"411","T-P11871","Arctium minus","Arctium minus","+",1
"411","T-P11871","Artemisia vulgaris","Artemisia vulgaris","+",1
"411","T-P11871","Ballota nigra subsp. foetida","Ballota nigra","+",1
"411","T-P11871","Cirsium arvense","Cirsium arvense","1",5
"411","T-P11871","Cirsium vulgare","Cirsium vulgare","+",1
"411","T-P11871","Conium maculatum","Conium maculatum","3",37.5
"411","T-P11871","Convolvulus arvensis","Convolvulus arvensis","+",1
"411","T-P11871","Dactylis glomerata","Dactylis glomerata","+",1
"411","T-P11871","Echium vulgare","Echium vulgare","1",5
"411","T-P11871","Galium aparine","Galium aparine","1",5
"411","T-P11871","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"411","T-P11871","Hordeum murinum","Hordeum murinum","+",1
"411","T-P11871","Lactuca virosa","Lactuca serriola","+",1
"411","T-P11871","Malva sylvestris","Malva sylvestris","+",1
"411","T-P11871","Papaver rhoeas","Papaver rhoeas","+",1
"411","T-P11871","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"411","T-P11871","Poa pratensis","Poa pratensis","+",1
"411","T-P11871","Reseda lutea","Reseda lutea","1",5
"411","T-P11871","Rumex crispus","Rumex crispus","1",5
"411","T-P11871","Trifolium repens","Trifolium repens","+",1
"411","T-P11871","Urtica dioica","Urtica dioica","2",15
"412","T-P11872","Arctium minus","Arctium minus","2",15
"412","T-P11872","Ballota nigra subsp. foetida","Ballota nigra","1",5
"412","T-P11872","Caucalis platycarpos","Caucalis platycarpos","+",1
"412","T-P11872","Conium maculatum","Conium maculatum","1",5
"412","T-P11872","Convolvulus arvensis","Convolvulus arvensis","+",1
"412","T-P11872","Dactylis glomerata","Dactylis glomerata","+",1
"412","T-P11872","Galium aparine","Galium aparine","1",5
"412","T-P11872","Lactuca viminea subsp. chondrilliflora","Lactuca viminea","+",1
"412","T-P11872","Malva parviflora","Malva parviflora","1",5
"412","T-P11872","Malva sylvestris","Malva sylvestris","1",5
"412","T-P11872","Medicago sativa","Medicago sativa","+",1
"412","T-P11872","Plantago lanceolata","Plantago lanceolata","+",1
"412","T-P11872","Polygonum aviculare","Polygonum aviculare","+",1
"412","T-P11872","Rosa canina","Rosa canina s.l.","+",1
"412","T-P11872","Rubus ulmifolius","Rubus ulmifolius","+",1
"412","T-P11872","Sisymbrium austriacum subsp. contortum","Sisymbrium austriacum","1",5
"412","T-P11872","Trifolium repens","Trifolium repens","1",5
"412","T-P11872","Urtica dioica","Urtica dioica","3",37.5
"413","T-P11873","Bromus sterilis","Anisantha sterilis","1",5
"413","T-P11873","Arctium minus","Arctium minus","1",5
"413","T-P11873","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","+",1
"413","T-P11873","Chaerophyllum aureum","Chaerophyllum aureum","+",1
"413","T-P11873","Conium maculatum","Conium maculatum","+",1
"413","T-P11873","Dactylis glomerata","Dactylis glomerata","1",5
"413","T-P11873","Galium aparine","Galium aparine","3",37.5
"413","T-P11873","Hirschfeldia incana","Hirschfeldia incana","+",1
"413","T-P11873","Hordeum murinum","Hordeum murinum","2",15
"413","T-P11873","Lactuca virosa","Lactuca serriola","+",1
"413","T-P11873","Malva sylvestris","Malva sylvestris","+",1
"413","T-P11873","Ranunculus repens","Ranunculus repens","+",1
"413","T-P11873","Rubus ulmifolius","Rubus ulmifolius","+",1
"413","T-P11873","Rumex crispus","Rumex crispus","+",1
"413","T-P11873","Urtica dioica","Urtica dioica","3",37.5
"414","T-P11874","Carduus tenuiflorus","Carduus tenuiflorus","+",1
"414","T-P11874","Cirsium arvense","Cirsium arvense","3",37.5
"414","T-P11874","Conium maculatum","Conium maculatum","4",62.5
"414","T-P11874","Convolvulus arvensis","Convolvulus arvensis","+",1
"414","T-P11874","Dipsacus sylvestris","Dipsacus fullonum","1",5
"414","T-P11874","Elymus hispidus","Elytrigia intermedia","1",5
"414","T-P11874","Foeniculum vulgare","Foeniculum vulgare","1",5
"414","T-P11874","Galium aparine","Galium aparine","4",62.5
"414","T-P11874","Geranium molle","Geranium molle","+",1
"414","T-P11874","Cardaria draba","Lepidium draba","3",37.5
"414","T-P11874","Malva sylvestris","Malva sylvestris","+",1
"414","T-P11874","Rubus ulmifolius","Rubus ulmifolius","1",5
"414","T-P11874","Rumex conglomeratus","Rumex conglomeratus","1",5
"414","T-P11874","Rumex crispus","Rumex crispus","1",5
"414","T-P11874","Sisymbrium officinale","Sisymbrium officinale","+",1
"414","T-P11874","Urtica dioica","Urtica dioica","+",1
"415","T-P11875","Bromus sterilis","Anisantha sterilis","1",5
"415","T-P11875","Arctium minus","Arctium minus","1",5
"415","T-P11875","Artemisia vulgaris","Artemisia vulgaris","+",1
"415","T-P11875","Centaurea nigra","Centaurea nigra","+",1
"415","T-P11875","Chaerophyllum aureum","Chaerophyllum aureum","1",5
"415","T-P11875","Crepis lampsanoides","Crepis lampsanoides","+",1
"415","T-P11875","Dactylis glomerata","Dactylis glomerata","1",5
"415","T-P11875","Galium aparine","Galium aparine","1",5
"415","T-P11875","Geranium molle","Geranium molle","+",1
"415","T-P11875","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"415","T-P11875","Poa pratensis","Poa pratensis","1",5
"415","T-P11875","Ranunculus acris subsp. despectus","Ranunculus acris","+",1
"415","T-P11875","Rubus ulmifolius","Rubus ulmifolius","2",15
"415","T-P11875","Rumex crispus","Rumex crispus","+",1
"415","T-P11875","Sambucus ebulus","Sambucus ebulus","3",37.5
"415","T-P11875","Trifolium pratense","Trifolium pratense","+",1
"415","T-P11875","Urtica dioica","Urtica dioica","2",15
"415","T-P11875","Verbena officinalis","Verbena officinalis","+",1
"416","T-P11876","Arctium minus","Arctium minus","+",1
"416","T-P11876","Chaerophyllum aureum","Chaerophyllum aureum","2",15
"416","T-P11876","Crepis lampsanoides","Crepis lampsanoides","+",1
"416","T-P11876","Dactylis glomerata","Dactylis glomerata","+",1
"416","T-P11876","Galeopsis tetrahit","Galeopsis tetrahit","1",5
"416","T-P11876","Galium aparine","Galium aparine","1",5
"416","T-P11876","Pentaglottis sempervirens","Pentaglottis sempervirens","+",1
"416","T-P11876","Poa pratensis","Poa pratensis","+",1
"416","T-P11876","Ranunculus acris subsp. despectus","Ranunculus acris","+",1
"416","T-P11876","Rubus ulmifolius","Rubus ulmifolius","+",1
"416","T-P11876","Rumex crispus","Rumex crispus","+",1
"416","T-P11876","Sambucus ebulus","Sambucus ebulus","4",62.5
"416","T-P11876","Urtica dioica","Urtica dioica","2",15
"417","T-P11877","Bromus sterilis","Anisantha sterilis","1",5
"417","T-P11877","Arctium minus","Arctium minus","+",1
"417","T-P11877","Cirsium vulgare","Cirsium vulgare","+",1
"417","T-P11877","Convolvulus arvensis","Convolvulus arvensis","+",1
"417","T-P11877","Dactylis glomerata","Dactylis glomerata","+",1
"417","T-P11877","Galium aparine","Galium aparine","1",5
"417","T-P11877","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
"417","T-P11877","Rubus ulmifolius","Rubus ulmifolius","+",1
"417","T-P11877","Rumex crispus","Rumex crispus","+",1
"417","T-P11877","Sambucus ebulus","Sambucus ebulus","2",15
"417","T-P11877","Torilis arvensis","Torilis arvensis","+",1
"417","T-P11877","Urtica dioica","Urtica dioica","2",15
"417","T-P11877","Verbena officinalis","Verbena officinalis","+",1
"417","T-P11877","Vicia disperma","Vicia disperma","+",1
"418","T-P11878","Alliaria petiolata","Alliaria petiolata","1",5
"418","T-P11878","Bromus sterilis","Anisantha sterilis","1",5
"418","T-P11878","Arctium minus","Arctium minus","+",1
"418","T-P11878","Bromus erectus","Bromopsis erecta","+",1
"418","T-P11878","Dactylis glomerata","Dactylis glomerata","1",5
"418","T-P11878","Galium aparine","Galium aparine","1",5
"418","T-P11878","Geranium dissectum","Geranium dissectum","+",1
"418","T-P11878","Hordeum murinum","Hordeum murinum","+",1
"418","T-P11878","Plantago lanceolata","Plantago lanceolata","+",1
"418","T-P11878","Poa trivialis","Poa trivialis","+",1
"418","T-P11878","Rubus ulmifolius","Rubus ulmifolius","1",5
"418","T-P11878","Sambucus ebulus","Sambucus ebulus","3",37.5
"418","T-P11878","Urtica dioica","Urtica dioica","3",37.5
"419","T-P11879","Alliaria petiolata","Alliaria petiolata","1",5
"419","T-P11879","Alopecurus pratensis","Alopecurus pratensis","+",1
"419","T-P11879","Bromus sterilis","Anisantha sterilis","1",5
"419","T-P11879","Arctium minus","Arctium minus","+",1
"419","T-P11879","Crepis capillaris","Crepis capillaris","+",1
"419","T-P11879","Dactylis glomerata","Dactylis glomerata","+",1
"419","T-P11879","Galium aparine","Galium aparine","1",5
"419","T-P11879","Hordeum murinum","Hordeum murinum","+",1
"419","T-P11879","Malva sylvestris","Malva sylvestris","1",5
"419","T-P11879","Myrrhis odorata","Myrrhis odorata","1",5
"419","T-P11879","Plantago lanceolata","Plantago lanceolata","+",1
"419","T-P11879","Poa trivialis","Poa trivialis","1",5
"419","T-P11879","Rubus ulmifolius","Rubus ulmifolius","+",1
"419","T-P11879","Rumex acetosa","Rumex acetosa","+",1
"419","T-P11879","Sambucus ebulus","Sambucus ebulus","2",15
"419","T-P11879","Sonchus asper","Sonchus asper","+",1
"419","T-P11879","Trifolium campestre","Trifolium campestre","+",1
"419","T-P11879","Trifolium pratense","Trifolium pratense","1",5
"419","T-P11879","Urtica dioica","Urtica dioica","3",37.5
"420","T-P11880","Bromus hordeaceus","Bromus hordeaceus","+",1
"420","T-P11880","Carduus carpetanus","Carduus carpetanus","+",1
"420","T-P11880","Clinopodium vulgare","Clinopodium vulgare","+",1
"420","T-P11880","Galium saxatile","Galium saxatile","+",1
