"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"2440","U-P05024","Silene vulgaris","Silene vulgaris","+",1
"2440","U-P05024","Stellaria media","Stellaria media","1",5
"2440","U-P05024","Viola alba","Viola alba","1",5
"2441","U-P06043","Achillea millefolium","Achillea millefolium","a",5
"2441","U-P06043","Agrostis capillaris","Agrostis capillaris","+",1
"2441","U-P06043","Angelica major","Angelica major","+",1
"2441","U-P06043","Bellis perennis","Bellis perennis","+",1
"2441","U-P06043","Carum carvi","Carum carvi","+",1
"2441","U-P06043","Centaurea nigra subsp. carpetana","Centaurea nigra","+",1
"2441","U-P06043","Cerastium fontanum subsp. triviale","Cerastium fontanum","+",1
"2441","U-P06043","Crepis capillaris","Crepis capillaris","+",1
"2441","U-P06043","Cynosurus cristatus","Cynosurus cristatus","+",1
"2441","U-P06043","Dactylis glomerata","Dactylis glomerata","1",5
"2441","U-P06043","Glyceria declinata","Glyceria declinata","+",1
"2441","U-P06043","Lolium perenne","Lolium perenne","2",15
"2441","U-P06043","Poa annua","Ochlopoa annua","3",37.5
"2441","U-P06043","Plantago major","Plantago major","a",5
"2441","U-P06043","Plantago media","Plantago media","+",1
"2441","U-P06043","Ranunculus repens","Ranunculus repens","*",1
"2441","U-P06043","Festuca arundinacea","Schedonorus arundinaceus","*",1
"2441","U-P06043","Trifolium repens","Trifolium repens","2",15
"2441","U-P06043","Veronica agrestis","Veronica agrestis","+",1
"2442","U-P06044","Achillea millefolium","Achillea millefolium","+",1
"2442","U-P06044","Anthemis arvensis","Anthemis arvensis","+",1
"2442","U-P06044","Cerastium fontanum subsp. triviale","Cerastium fontanum","1",5
"2442","U-P06044","Crepis capillaris","Crepis capillaris","1",5
"2442","U-P06044","Cynosurus cristatus","Cynosurus cristatus","+",1
"2442","U-P06044","Dactylis glomerata","Dactylis glomerata","1",5
"2442","U-P06044","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"2442","U-P06044","Senecio jacobaea","Jacobaea vulgaris","+",1
"2442","U-P06044","Lolium perenne","Lolium perenne","a",5
"2442","U-P06044","Poa annua","Ochlopoa annua","a",5
"2442","U-P06044","Phleum pratense","Phleum pratense","1",5
"2442","U-P06044","Plantago major","Plantago major","f",15
"2442","U-P06044","Ranunculus repens","Ranunculus repens","+",1
"2442","U-P06044","Rhinanthus minor","Rhinanthus minor","+",1
"2442","U-P06044","Sisymbrium austriacum subsp. contortum","Sisymbrium austriacum","+",1
"2442","U-P06044","Trifolium repens","Trifolium repens","*",1
"2442","U-P06044","Veronica agrestis","Veronica agrestis","+",1
"2443","U-P06048","Anchusa azurea","Anchusa azurea","+",1
"2443","U-P06048","Bromus sterilis","Anisantha sterilis","1",5
"2443","U-P06048","Arctium minus","Arctium minus","*",1
"2443","U-P06048","Convolvulus arvensis","Convolvulus arvensis","*",1
"2443","U-P06048","Dactylis glomerata","Dactylis glomerata","*",1
"2443","U-P06048","Galium aparine","Galium aparine","1",5
"2443","U-P06048","Hirschfeldia incana","Hirschfeldia incana","+",1
"2443","U-P06048","Hordeum murinum","Hordeum murinum","2",15
"2443","U-P06048","Lolium perenne","Lolium perenne","*",1
"2443","U-P06048","Malva parviflora","Malva parviflora","+",1
"2443","U-P06048","Malva sylvestris","Malva sylvestris","+",1
"2443","U-P06048","Marrubium vulgare","Marrubium vulgare","+",1
"2443","U-P06048","Medicago sativa","Medicago sativa","+",1
"2443","U-P06048","Poa annua","Ochlopoa annua","+",1
"2443","U-P06048","Papaver rhoeas","Papaver rhoeas","+",1
"2443","U-P06048","Plantago lanceolata","Plantago lanceolata","*",1
"2443","U-P06048","Polygonum aviculare","Polygonum aviculare","*",1
"2443","U-P06048","Rumex crispus","Rumex crispus","+",1
"2443","U-P06048","Senecio duriaei","Senecio duriaei","*",1
"2443","U-P06048","Sonchus asper","Sonchus asper","+",1
"2443","U-P06048","Taraxacum officinale","Taraxacum","+",1
"2443","U-P06048","Urtica dioica","Urtica dioica","*",1
"2444","U-P06049","Anacyclus clavatus","Anacyclus clavatus","3",37.5
"2444","U-P06049","Bromus sterilis","Anisantha sterilis","*",1
"2444","U-P06049","Aphanes microcarpa","Aphanes microcarpa","+",1
"2444","U-P06049","Bromus hordeaceus","Bromus hordeaceus","+",1
"2444","U-P06049","Convolvulus arvensis","Convolvulus arvensis","1",5
"2444","U-P06049","Crepis capillaris","Crepis capillaris","+",1
"2444","U-P06049","Centaurea cyanus","Cyanus segetum","2",15
"2444","U-P06049","Hypochoeris radicata","Hypochaeris radicata","+",1
"2444","U-P06049","Medicago sativa","Medicago sativa","+",1
"2444","U-P06049","Papaver rhoeas","Papaver rhoeas","1",5
"2444","U-P06049","Phleum pratense","Phleum pratense","a",5
"2444","U-P06049","Plantago lanceolata","Plantago lanceolata","1",5
"2444","U-P06049","Rumex crispus","Rumex crispus","+",1
"2444","U-P06049","Trifolium arvense","Trifolium arvense","1",5
"2444","U-P06049","Trifolium campestre","Trifolium campestre","a",5
"2444","U-P06049","Trifolium pratense","Trifolium pratense","1",5
"2444","U-P06049","Valerianella eriocarpa","Valerianella eriocarpa","+",1
"2444","U-P06049","Vicia cracca","Vicia cracca","1",5
"2444","U-P06049","Vicia lutea","Vicia lutea","*",1
"2444","U-P06049","Vicia sativa subsp. nigra","Vicia sativa","1",5
"2444","U-P06049","Vulpia myuros","Vulpia myuros","+",1
"2445","U-P06050","Anacyclus clavatus","Anacyclus clavatus","*",1
"2445","U-P06050","Bromus sterilis","Anisantha sterilis","*",1
"2445","U-P06050","Aphanes microcarpa","Aphanes microcarpa","+",1
"2445","U-P06050","Avena fatua","Avena fatua","+",1
"2445","U-P06050","Centaurea scabiosa","Centaurea scabiosa","+",1
"2445","U-P06050","Chenopodium album","Chenopodium album","+",1
"2445","U-P06050","Convolvulus arvensis","Convolvulus arvensis","1",5
"2445","U-P06050","Centaurea cyanus","Cyanus segetum","f",15
"2445","U-P06050","Lactuca virosa","Lactuca serriola","*",1
"2445","U-P06050","Medicago sativa","Medicago sativa","+",1
"2445","U-P06050","Papaver rhoeas","Papaver rhoeas","3",37.5
"2445","U-P06050","Polygonum aviculare","Polygonum aviculare","+",1
"2445","U-P06050","Ranunculus arvensis","Ranunculus arvensis","+",1
"2445","U-P06050","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2445","U-P06050","Vicia cracca","Vicia cracca","+",1
"2445","U-P06050","Vicia lutea","Vicia lutea","+",1
"2445","U-P06050","Vicia sativa subsp. nigra","Vicia sativa","*",1
"2445","U-P06050","Viola arvensis","Viola arvensis","+",1
"2446","U-P06051","Anacyclus clavatus","Anacyclus clavatus","2",15
"2446","U-P06051","Bromus sterilis","Anisantha sterilis","+",1
"2446","U-P06051","Anthemis arvensis","Anthemis arvensis","+",1
"2446","U-P06051","Anthriscus caucalis","Anthriscus caucalis","+",1
"2446","U-P06051","Aphanes microcarpa","Aphanes microcarpa","1",5
"2446","U-P06051","Avena fatua","Avena fatua","+",1
"2446","U-P06051","Bromus hordeaceus","Bromus hordeaceus","+",1
"2446","U-P06051","Cirsium arvense","Cirsium arvense","+",1
"2446","U-P06051","Convolvulus arvensis","Convolvulus arvensis","1",5
"2446","U-P06051","Coronilla scorpioides","Coronilla scorpioides","+",1
"2446","U-P06051","Crepis capillaris","Crepis capillaris","+",1
"2446","U-P06051","Centaurea cyanus","Cyanus segetum","4",62.5
"2446","U-P06051","Galium aparine","Galium aparine","+",1
"2446","U-P06051","Lactuca virosa","Lactuca serriola","+",1
"2446","U-P06051","Muscari comosum","Leopoldia comosa","+",1
"2446","U-P06051","Medicago lupulina","Medicago lupulina","1",5
"2446","U-P06051","Papaver rhoeas","Papaver rhoeas","2",15
"2446","U-P06051","Phleum pratense","Phleum pratense","+",1
"2446","U-P06051","Plantago lanceolata","Plantago lanceolata","+",1
"2446","U-P06051","Ranunculus arvensis","Ranunculus arvensis","+",1
"2446","U-P06051","Rumex acetosa","Rumex acetosa","a",5
"2446","U-P06051","Rumex crispus","Rumex crispus","+",1
"2446","U-P06051","Silene vulgaris","Silene vulgaris","+",1
"2446","U-P06051","Trifolium arvense","Trifolium arvense","1",5
"2446","U-P06051","Trifolium campestre","Trifolium campestre","1",5
"2446","U-P06051","Trifolium pratense","Trifolium pratense","+",1
"2446","U-P06051","Vicia cracca","Vicia cracca","+",1
"2446","U-P06051","Vicia lutea","Vicia lutea","+",1
"2446","U-P06051","Vicia sativa subsp. nigra","Vicia sativa","*",1
"2446","U-P06051","Viola arvensis","Viola arvensis","+",1
"2446","U-P06051","Vulpia myuros","Vulpia myuros","+",1
"2447","U-P06052","Anacyclus clavatus","Anacyclus clavatus","1",5
"2447","U-P06052","Bromus sterilis","Anisantha sterilis","1",5
"2447","U-P06052","Anthemis arvensis","Anthemis arvensis","+",1
"2447","U-P06052","Anthriscus caucalis","Anthriscus caucalis","1",5
"2447","U-P06052","Aphanes microcarpa","Aphanes microcarpa","+",1
"2447","U-P06052","Bromus hordeaceus","Bromus hordeaceus","1",5
"2447","U-P06052","Centaurea scabiosa","Centaurea scabiosa","a",5
"2447","U-P06052","Cirsium arvense","Cirsium arvense","1",5
"2447","U-P06052","Convolvulus arvensis","Convolvulus arvensis","*",1
"2447","U-P06052","Crepis capillaris","Crepis capillaris","*",1
"2447","U-P06052","Crepis vesicaria subsp. haenseleri","Crepis vesicaria","*",1
"2447","U-P06052","Centaurea cyanus","Cyanus segetum","3",37.5
"2447","U-P06052","Galium aparine","Galium aparine","+",1
"2447","U-P06052","Hypochoeris radicata","Hypochaeris radicata","+",1
"2447","U-P06052","Senecio jacobaea","Jacobaea vulgaris","+",1
"2447","U-P06052","Lactuca virosa","Lactuca serriola","+",1
"2447","U-P06052","Medicago lupulina","Medicago lupulina","+",1
"2447","U-P06052","Papaver rhoeas","Papaver rhoeas","1",5
"2447","U-P06052","Phleum pratense","Phleum pratense","+",1
"2447","U-P06052","Hieracium pilosella","Pilosella officinarum","+",1
"2447","U-P06052","Plantago lanceolata","Plantago lanceolata","+",1
"2447","U-P06052","Rumex crispus","Rumex crispus","+",1
"2447","U-P06052","Tragopogon pratensis","Tragopogon pratensis","+",1
"2447","U-P06052","Trifolium campestre","Trifolium campestre","+",1
"2447","U-P06052","Valerianella eriocarpa","Valerianella eriocarpa","+",1
"2447","U-P06052","Vicia cracca","Vicia cracca","*",1
"2447","U-P06052","Vulpia myuros","Vulpia myuros","1",5
"2448","U-P06053","Anacyclus clavatus","Anacyclus clavatus","+",1
"2448","U-P06053","Bromus sterilis","Anisantha sterilis","1",5
"2448","U-P06053","Arctium minus","Arctium minus","+",1
"2448","U-P06053","Bromus hordeaceus","Bromus hordeaceus","+",1
"2448","U-P06053","Carduus nutans","Carduus nutans","+",1
"2448","U-P06053","Clinopodium vulgare","Clinopodium vulgare","*",1
"2448","U-P06053","Crepis vesicaria subsp. haenseleri","Crepis vesicaria","*",1
"2448","U-P06053","Dactylis glomerata","Dactylis glomerata","+",1
"2448","U-P06053","Erodium cicutarium","Erodium cicutarium","*",1
"2448","U-P06053","Galium aparine","Galium aparine","a",5
"2448","U-P06053","Galium verum","Galium verum","+",1
"2448","U-P06053","Hirschfeldia incana","Hirschfeldia incana","1",5
"2448","U-P06053","Hordeum murinum","Hordeum murinum","4",62.5
"2448","U-P06053","Lolium perenne","Lolium perenne","1",5
"2448","U-P06053","Marrubium vulgare","Marrubium vulgare","1",5
"2448","U-P06053","Plantago lanceolata","Plantago lanceolata","+",1
"2448","U-P06053","Polygonum aviculare","Polygonum aviculare","1",5
"2448","U-P06053","Rumex crispus","Rumex crispus","*",1
"2448","U-P06053","Sanguisorba minor","Sanguisorba minor","+",1
"2448","U-P06053","Taraxacum officinale","Taraxacum","+",1
"2448","U-P06053","Urtica dioica","Urtica dioica","f",15
"2449","U-P06054","Bromus sterilis","Anisantha sterilis","2",15
"2449","U-P06054","Bromus hordeaceus","Bromus hordeaceus","1",5
"2449","U-P06054","Convolvulus arvensis","Convolvulus arvensis","1",5
"2449","U-P06054","Dactylis glomerata","Dactylis glomerata","a",5
"2449","U-P06054","Galium aparine","Galium aparine","+",1
"2449","U-P06054","Hordeum murinum","Hordeum murinum","3",37.5
"2449","U-P06054","Lactuca viminea subsp. chondrilliflora","Lactuca viminea","1",5
"2449","U-P06054","Lolium perenne","Lolium perenne","1",5
"2449","U-P06054","Mentha longifolia","Mentha longifolia","+",1
"2449","U-P06054","Plantago lanceolata","Plantago lanceolata","+",1
"2449","U-P06054","Polygonum aviculare","Polygonum aviculare","1",5
"2449","U-P06054","Taraxacum officinale","Taraxacum","+",1
"2449","U-P06054","Urtica dioica","Urtica dioica","+",1
"2450","U-P06055","Bromus sterilis","Anisantha sterilis","1",5
"2450","U-P06055","Arctium minus","Arctium minus","*",1
"2450","U-P06055","Caucalis platycarpos","Caucalis platycarpos","+",1
"2450","U-P06055","Convolvulus arvensis","Convolvulus arvensis","+",1
"2450","U-P06055","Crepis vesicaria subsp. haenseleri","Crepis vesicaria","+",1
"2450","U-P06055","Erodium cicutarium","Erodium cicutarium","+",1
"2450","U-P06055","Hordeum murinum","Hordeum murinum","4",62.5
"2450","U-P06055","Lolium perenne","Lolium perenne","1",5
"2450","U-P06055","Polygonum aviculare","Polygonum aviculare","1",5
"2450","U-P06055","Taraxacum officinale","Taraxacum","+",1
"2450","U-P06055","Urtica dioica","Urtica dioica","*",1
"2451","U-P06056","Anthemis arvensis","Anthemis arvensis","*",1
"2451","U-P06056","Bellis perennis","Bellis perennis","+",1
"2451","U-P06056","Bromus hordeaceus","Bromus hordeaceus","*",1
"2451","U-P06056","Hordeum murinum","Hordeum murinum","*",1
"2451","U-P06056","Lolium perenne","Lolium perenne","1",5
"2451","U-P06056","Poa annua","Ochlopoa annua","1",5
"2451","U-P06056","Plantago major","Plantago major","*",1
"2451","U-P06056","Polygonum aviculare","Polygonum aviculare","a",5
"2451","U-P06056","Taraxacum officinale","Taraxacum","*",1
"2452","U-P06057","Achillea millefolium","Achillea millefolium","+",1
"2452","U-P06057","Crepis capillaris","Crepis capillaris","+",1
"2452","U-P06057","Dactylis glomerata","Dactylis glomerata","*",1
"2452","U-P06057","Lolium perenne","Lolium perenne","*",1
"2452","U-P06057","Poa annua","Ochlopoa annua","2",15
"2452","U-P06057","Phleum pratense","Phleum pratense","+",1
"2452","U-P06057","Plantago major","Plantago major","1",5
"2452","U-P06057","Polygonum aviculare","Polygonum aviculare","*",1
"2452","U-P06057","Sagina procumbens","Sagina procumbens","*",1
"2452","U-P06057","Trifolium repens","Trifolium repens","1",5
"2453","U-P06406","Bellis perennis","Bellis perennis","+",1
"2453","U-P06406","Carduus carlinoides","Carduus carlinoides","1",5
"2453","U-P06406","Geranium pyrenaicum","Geranium pyrenaicum","2",15
"2453","U-P06406","Iris latifolia","Iris latifolia","*",1
"2453","U-P06406","Malva moschata","Malva moschata","a",5
"2453","U-P06406","Poa pratensis","Poa pratensis","*",1
"2453","U-P06406","Urtica dioica","Urtica dioica","3",37.5
"2454","U-P06409","Bromus erectus","Bromopsis erecta","+",1
"2454","U-P06409","Cerastium arvense","Cerastium arvense","1",5
"2454","U-P06409","Dactylis glomerata","Dactylis glomerata","+",1
"2454","U-P06409","Geranium pyrenaicum","Geranium pyrenaicum","3",37.5
"2454","U-P06409","Malva moschata","Malva moschata","2",15
"2454","U-P06409","Pimpinella siifolia","Pimpinella siifolia","2",15
"2454","U-P06409","Poa alpina","Poa alpina","+",1
"2454","U-P06409","Sedum micranthum","Sedum album","+",1
"2454","U-P06409","Sisymbrium austriacum","Sisymbrium austriacum","1",5
"2454","U-P06409","Trifolium repens","Trifolium repens","+",1
"2454","U-P06409","Urtica dioica","Urtica dioica","+",1
"2455","U-P06411","Carduus carlinoides","Carduus carlinoides","+",1
"2455","U-P06411","Festuca rubra","Festuca rubra","+",1
"2455","U-P06411","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"2455","U-P06411","Medicago lupulina","Medicago lupulina","+",1
"2455","U-P06411","Poa pratensis","Poa pratensis","1",5
"2455","U-P06411","Sisymbrium austriacum","Sisymbrium austriacum","1",5
"2455","U-P06411","Urtica dioica","Urtica dioica","4",62.5
"2456","U-P10322","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2456","U-P10322","Polygonum convolvulus","Fallopia convolvulus","+",1
"2456","U-P10322","Chrysanthemum segetum","Glebionis segetum","+",1
"2456","U-P10322","Ornithopus perpusillus","Ornithopus perpusillus","+",1
"2456","U-P10322","Oxalis violacea","Oxalis violacea","+",1
"2456","U-P10322","Polygonum persicaria","Persicaria maculosa","+",1
"2456","U-P10322","Agrostis verticillata","Polypogon viridis","+",1
"2456","U-P10322","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2456","U-P10322","Sonchus oleraceus","Sonchus oleraceus","+",1
"2456","U-P10322","Stellaria media","Stellaria media","+",1
"2457","U-P10323","Anthoxanthum odoratum","Anthoxanthum alpinum","+",1
"2457","U-P10323","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2457","U-P10323","Erodium moschatum","Erodium moschatum","+",1
"2457","U-P10323","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2457","U-P10323","Chrysanthemum segetum","Glebionis segetum","+",1
"2457","U-P10323","Oxalis violacea","Oxalis violacea","+",1
"2457","U-P10323","Polygonum persicaria","Persicaria maculosa","+",1
"2457","U-P10323","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2457","U-P10323","Spergula arvensis","Spergula arvensis","+",1
"2457","U-P10323","Stachys arvensis","Stachys arvensis","+",1
"2457","U-P10323","Vicia hirsuta","Vicia hirsuta","+",1
"2458","U-P10324","Anthemis arvensis","Anthemis arvensis","+",1
"2458","U-P10324","Digitaria sanguinalis","Digitaria sanguinalis","+",1
"2458","U-P10324","Erodium moschatum","Erodium moschatum","+",1
"2458","U-P10324","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2458","U-P10324","Polygonum convolvulus","Fallopia convolvulus","+",1
"2458","U-P10324","Chrysanthemum segetum","Glebionis segetum","+",1
"2458","U-P10324","Ornithopus perpusillus","Ornithopus perpusillus","+",1
"2458","U-P10324","Oxalis violacea","Oxalis violacea","+",1
"2458","U-P10324","Polygonum persicaria","Persicaria maculosa","+",1
"2458","U-P10324","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2458","U-P10324","Rumex acetosella","Rumex acetosella","+",1
"2458","U-P10324","Sonchus asper","Sonchus asper","+",1
"2458","U-P10324","Spergula arvensis","Spergula arvensis","+",1
"2458","U-P10324","Stachys arvensis","Stachys arvensis","+",1
"2458","U-P10324","Stellaria media","Stellaria media","+",1
"2459","U-P10325","Anthemis arvensis","Anthemis arvensis","+",1
"2459","U-P10325","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2459","U-P10325","Digitaria sanguinalis","Digitaria sanguinalis","+",1
"2459","U-P10325","Chrysanthemum segetum","Glebionis segetum","+",1
"2459","U-P10325","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2459","U-P10325","Stachys arvensis","Stachys arvensis","+",1
"2459","U-P10325","Stellaria media","Stellaria media","+",1
"2459","U-P10325","Veronica persica","Veronica persica","+",1
"2459","U-P10325","Vicia hirsuta","Vicia hirsuta","+",1
"2460","U-P10327","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2460","U-P10327","Chrysanthemum myconis","Coleostephus myconis","+",1
"2460","U-P10327","Linaria delphinioides","Linaria elegans","+",1
"2460","U-P10327","Mentha rotundifolia","Mentha suaveolens","+",1
"2460","U-P10327","Ornithopus perpusillus","Ornithopus perpusillus","+",1
"2460","U-P10327","Agrostis verticillata","Polypogon viridis","+",1
"2460","U-P10327","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2460","U-P10327","Rumex acetosella","Rumex acetosella","+",1
"2460","U-P10327","Spergula arvensis","Spergula arvensis","+",1
"2460","U-P10327","Stachys arvensis","Stachys arvensis","+",1
"2461","U-P10328","Anthoxanthum odoratum","Anthoxanthum alpinum","+",1
"2461","U-P10328","Chrysanthemum myconis","Coleostephus myconis","e",15
"2461","U-P10328","Echium vulgare","Echium vulgare","h",37.5
"2461","U-P10328","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2461","U-P10328","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2461","U-P10328","Spergula arvensis","Spergula arvensis","+",1
"2461","U-P10328","Stachys arvensis","Stachys arvensis","+",1
"2461","U-P10328","Stellaria media","Stellaria media","+",1
"2461","U-P10328","Vicia hirsuta","Vicia hirsuta","+",1
"2462","U-P10329","Anthoxanthum odoratum","Anthoxanthum alpinum","+",1
"2462","U-P10329","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2462","U-P10329","Chrysanthemum myconis","Coleostephus myconis","+",1
"2462","U-P10329","Echium vulgare","Echium vulgare","+",1
"2462","U-P10329","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2462","U-P10329","Polygonum convolvulus","Fallopia convolvulus","+",1
"2462","U-P10329","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2462","U-P10329","Sonchus oleraceus","Sonchus oleraceus","+",1
"2462","U-P10329","Spergula arvensis","Spergula arvensis","+",1
"2462","U-P10329","Stachys arvensis","Stachys arvensis","+",1
"2463","U-P10330","Anthoxanthum odoratum","Anthoxanthum alpinum","+",1
"2463","U-P10330","Chrysanthemum myconis","Coleostephus myconis","+",1
"2463","U-P10330","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2463","U-P10330","Chrysanthemum segetum","Glebionis segetum","+",1
"2463","U-P10330","Spergula arvensis","Spergula arvensis","+",1
"2463","U-P10330","Stachys arvensis","Stachys arvensis","+",1
"2463","U-P10330","Vicia hirsuta","Vicia hirsuta","+",1
"2464","U-P10331","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2464","U-P10331","Chrysanthemum myconis","Coleostephus myconis","+",1
"2464","U-P10331","Polygonum convolvulus","Fallopia convolvulus","+",1
"2464","U-P10331","Chrysanthemum segetum","Glebionis segetum","+",1
"2464","U-P10331","Polygonum hydropiper","Persicaria hydropiper","+",1
"2464","U-P10331","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2464","U-P10331","Stellaria media","Stellaria media","+",1
"2464","U-P10331","Veronica persica","Veronica persica","+",1
"2465","U-P10332","Anthemis arvensis","Anthemis arvensis","+",1
"2465","U-P10332","Chrysanthemum myconis","Coleostephus myconis","+",1
"2465","U-P10332","Chrysanthemum segetum","Glebionis segetum","+",1
"2465","U-P10332","Polygonum persicaria","Persicaria maculosa","+",1
"2465","U-P10332","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2465","U-P10332","Sonchus asper","Sonchus asper","+",1
"2465","U-P10332","Stachys arvensis","Stachys arvensis","+",1
"2466","U-P10333","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2466","U-P10333","Chrysanthemum myconis","Coleostephus myconis","+",1
"2466","U-P10333","Erodium moschatum","Erodium moschatum","+",1
"2466","U-P10333","Chrysanthemum segetum","Glebionis segetum","+",1
"2466","U-P10333","Polygonum persicaria","Persicaria maculosa","+",1
"2466","U-P10333","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2466","U-P10333","Spergula arvensis","Spergula arvensis","+",1
"2466","U-P10333","Stellaria media","Stellaria media","+",1
"2467","U-P10334","Chrysanthemum myconis","Coleostephus myconis","+",1
"2467","U-P10334","Erodium moschatum","Erodium moschatum","+",1
"2467","U-P10334","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2467","U-P10334","Polygonum convolvulus","Fallopia convolvulus","+",1
"2467","U-P10334","Linaria delphinioides","Linaria elegans","+",1
"2467","U-P10334","Mentha rotundifolia","Mentha suaveolens","+",1
"2467","U-P10334","Polygonum persicaria","Persicaria maculosa","+",1
"2467","U-P10334","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2467","U-P10334","Sonchus asper","Sonchus asper","+",1
"2467","U-P10334","Sonchus oleraceus","Sonchus oleraceus","+",1
"2467","U-P10334","Spergula arvensis","Spergula arvensis","+",1
"2467","U-P10334","Stachys arvensis","Stachys arvensis","+",1
"2468","U-P10335","Anthoxanthum odoratum","Anthoxanthum alpinum","+",1
"2468","U-P10335","Chrysanthemum myconis","Coleostephus myconis","+",1
"2468","U-P10335","Chrysanthemum segetum","Glebionis segetum","+",1
"2468","U-P10335","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2468","U-P10335","Sonchus oleraceus","Sonchus oleraceus","+",1
"2468","U-P10335","Stachys arvensis","Stachys arvensis","+",1
"2468","U-P10335","Stellaria media","Stellaria media","+",1
"2469","U-P10336","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2469","U-P10336","Chrysanthemum myconis","Coleostephus myconis","+",1
"2469","U-P10336","Erodium moschatum","Erodium moschatum","+",1
"2469","U-P10336","Chrysanthemum segetum","Glebionis segetum","+",1
"2469","U-P10336","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2469","U-P10336","Sonchus asper","Sonchus asper","+",1
"2469","U-P10336","Sonchus oleraceus","Sonchus oleraceus","+",1
"2469","U-P10336","Stellaria media","Stellaria media","+",1
"2469","U-P10336","Vicia hirsuta","Vicia hirsuta","+",1
"2470","U-P10337","Anthemis arvensis","Anthemis arvensis","+",1
"2470","U-P10337","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2470","U-P10337","Chrysanthemum myconis","Coleostephus myconis","+",1
"2470","U-P10337","Erodium moschatum","Erodium moschatum","+",1
"2470","U-P10337","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2470","U-P10337","Chrysanthemum segetum","Glebionis segetum","+",1
"2470","U-P10337","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2470","U-P10337","Sonchus asper","Sonchus asper","+",1
"2470","U-P10337","Stachys arvensis","Stachys arvensis","+",1
"2471","U-P10338","Anthemis arvensis","Anthemis arvensis","+",1
"2471","U-P10338","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2471","U-P10338","Chrysanthemum myconis","Coleostephus myconis","+",1
"2471","U-P10338","Erodium moschatum","Erodium moschatum","+",1
"2471","U-P10338","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"2471","U-P10338","Polygonum convolvulus","Fallopia convolvulus","+",1
"2471","U-P10338","Chrysanthemum segetum","Glebionis segetum","+",1
"2471","U-P10338","Mentha rotundifolia","Mentha suaveolens","+",1
"2471","U-P10338","Polygonum persicaria","Persicaria maculosa","+",1
"2471","U-P10338","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2471","U-P10338","Sonchus asper","Sonchus asper","+",1
"2471","U-P10338","Stachys arvensis","Stachys arvensis","+",1
"2472","U-P10339","Chrysanthemum myconis","Coleostephus myconis","1",5
"2472","U-P10339","Echium vulgare","Echium vulgare","+",1
"2472","U-P10339","Erodium moschatum","Erodium moschatum","+",1
"2472","U-P10339","Oxalis violacea","Oxalis violacea","+",1
"2472","U-P10339","Polygonum persicaria","Persicaria maculosa","+",1
"2472","U-P10339","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"2472","U-P10339","Sonchus asper","Sonchus asper","+",1
"2472","U-P10339","Stachys arvensis","Stachys arvensis","+",1
"2472","U-P10339","Stellaria media","Stellaria media","+",1
"2472","U-P10339","Veronica persica","Veronica persica","+",1
"2472","U-P10339","Vicia hirsuta","Vicia hirsuta","+",1
"2473","U-P10340","Arrhenatherum bulbosum","Arrhenatherum elatius","+",1
"2473","U-P10340","Chrysanthemum myconis","Coleostephus myconis","+",1
"2473","U-P10340","Linaria delphinioides","Linaria elegans","+",1
"2473","U-P10340","Polygonum persicaria","Persicaria maculosa","+",1
"2473","U-P10340","Agrostis verticillata","Polypogon viridis","+",1
