"Releve.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
523954,"T-P23954","Sinapis arvensis","Sinapis arvensis","+",1
523954,"T-P23954","Sonchus oleraceus","Sonchus oleraceus","1",5
523954,"T-P23954","Stellaria media","Stellaria media","3",37.5
523954,"T-P23954","Veronica persica","Veronica persica","1",5
523959,"T-P23959","Achillea millefolium","Achillea millefolium","1",5
523959,"T-P23959","Carduus nutans","Carduus nutans","2",15
523959,"T-P23959","Cerastium glomeratum","Cerastium glomeratum","1",5
523959,"T-P23959","Cirsium richterianum","Cirsium richterianum","3",37.5
523959,"T-P23959","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523959,"T-P23959","Poa pratensis","Poa pratensis","+",1
523959,"T-P23959","Urtica dioica","Urtica dioica","3",37.5
523960,"T-P23960","Achillea millefolium","Achillea millefolium","1",5
523960,"T-P23960","Carduus nutans","Carduus nutans","+",1
523960,"T-P23960","Cirsium richterianum","Cirsium richterianum","3",37.5
523960,"T-P23960","Crepis vesicaria subsp. haenseleri","Crepis vesicaria","+",1
523960,"T-P23960","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523960,"T-P23960","Rumex acetosa","Rumex acetosa","+",1
523960,"T-P23960","Urtica dioica","Urtica dioica","3",37.5
523961,"T-P23961","Cirsium richterianum","Cirsium richterianum","3",37.5
523961,"T-P23961","Geranium pyrenaicum","Geranium pyrenaicum","1",5
523961,"T-P23961","Holcus lanatus","Holcus lanatus","+",1
523961,"T-P23961","Poa pratensis","Poa pratensis","2",15
523961,"T-P23961","Urtica dioica","Urtica dioica","4",62.5
523962,"T-P23962","Carduus nutans","Carduus nutans","+",1
523962,"T-P23962","Cerastium glomeratum","Cerastium glomeratum","+",1
523962,"T-P23962","Cirsium richterianum","Cirsium richterianum","2",15
523962,"T-P23962","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523962,"T-P23962","Poa pratensis","Poa pratensis","1",5
523962,"T-P23962","Urtica dioica","Urtica dioica","4",62.5
523962,"T-P23962","Veronica arvensis","Veronica arvensis","+",1
523963,"T-P23963","Bellis perennis","Bellis perennis","+",1
523963,"T-P23963","Carduus nutans","Carduus nutans","2",15
523963,"T-P23963","Cirsium richterianum","Cirsium richterianum","1",5
523963,"T-P23963","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523963,"T-P23963","Malva sylvestris","Malva sylvestris","1",5
523963,"T-P23963","Poa annua","Ochlopoa annua","1",5
523963,"T-P23963","Urtica dioica","Urtica dioica","3",37.5
523964,"T-P23964","Bellis perennis","Bellis perennis","+",1
523964,"T-P23964","Carduus nutans","Carduus nutans","2",15
523964,"T-P23964","Cirsium pyrenaicum","Cirsium pyrenaicum","z",1
523964,"T-P23964","Cirsium richterianum","Cirsium richterianum","1",5
523964,"T-P23964","Festuca rubra","Festuca rubra","1",5
523964,"T-P23964","Geranium pyrenaicum","Geranium pyrenaicum","3",37.5
523964,"T-P23964","Trifolium repens","Trifolium repens","+",1
523964,"T-P23964","Urtica dioica","Urtica dioica","2",15
523965,"T-P23965","Agrostis capillaris","Agrostis capillaris","+",1
523965,"T-P23965","Bellis perennis","Bellis perennis","1",5
523965,"T-P23965","Carduus nutans","Carduus nutans","3",37.5
523965,"T-P23965","Cirsium richterianum","Cirsium richterianum","2",15
523965,"T-P23965","Cirsium vulgare","Cirsium vulgare","1",5
523965,"T-P23965","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523965,"T-P23965","Rumex obtusifolius","Rumex obtusifolius","1",5
523965,"T-P23965","Trifolium repens","Trifolium repens","3",37.5
523965,"T-P23965","Urtica dioica","Urtica dioica","3",37.5
523966,"T-P23966","Bellis perennis","Bellis perennis","1",5
523966,"T-P23966","Carduus nutans","Carduus nutans","2",15
523966,"T-P23966","Cerastium fontanum subsp. triviale","Cerastium fontanum","1",5
523966,"T-P23966","Cirsium richterianum","Cirsium richterianum","4",62.5
523966,"T-P23966","Geranium pyrenaicum","Geranium pyrenaicum","1",5
523966,"T-P23966","Poa annua","Ochlopoa annua","+",1
523966,"T-P23966","Ranunculus bulbosus","Ranunculus bulbosus","+",1
523966,"T-P23966","Trifolium repens","Trifolium repens","1",5
523966,"T-P23966","Urtica dioica","Urtica dioica","2",15
523967,"T-P23967","Achillea millefolium","Achillea millefolium","2",15
523967,"T-P23967","Carduus nutans","Carduus nutans","2",15
523967,"T-P23967","Cirsium richterianum","Cirsium richterianum","3",37.5
523967,"T-P23967","Cirsium vulgare","Cirsium vulgare","1",5
523967,"T-P23967","Eryngium campestre","Eryngium campestre","3",37.5
523967,"T-P23967","Geranium pyrenaicum","Geranium pyrenaicum","+",1
523967,"T-P23967","Malva rotundifolia","Malva neglecta","+",1
523967,"T-P23967","Solanum nigrum","Solanum nigrum","+",1
523967,"T-P23967","Trifolium dubium","Trifolium dubium","+",1
523967,"T-P23967","Trifolium pratense","Trifolium pratense","+",1
523967,"T-P23967","Urtica dioica","Urtica dioica","1",5
523968,"T-P23968","Achillea millefolium","Achillea millefolium","1",5
523968,"T-P23968","Bellis perennis","Bellis perennis","+",1
523968,"T-P23968","Carduus nutans","Carduus nutans","2",15
523968,"T-P23968","Cirsium richterianum","Cirsium richterianum","3",37.5
523968,"T-P23968","Cirsium vulgare","Cirsium vulgare","+",1
523968,"T-P23968","Erodium cicutarium","Erodium cicutarium","+",1
523968,"T-P23968","Eryngium campestre","Eryngium campestre","+",1
523968,"T-P23968","Geranium pyrenaicum","Geranium pyrenaicum","2",15
523968,"T-P23968","Geranium robertianum","Geranium robertianum","+",1
523968,"T-P23968","Urtica dioica","Urtica dioica","3",37.5
523969,"T-P23969","Achillea millefolium","Achillea millefolium","2",15
523969,"T-P23969","Bromus mollis","Bromus hordeaceus","+",1
523969,"T-P23969","Carduus nutans","Carduus nutans","4",62.5
523969,"T-P23969","Cirsium richterianum","Cirsium richterianum","+",1
523969,"T-P23969","Erodium cicutarium","Erodium cicutarium","3",37.5
523969,"T-P23969","Eryngium campestre","Eryngium campestre","1",5
523969,"T-P23969","Geranium pyrenaicum","Geranium pyrenaicum","1",5
523969,"T-P23969","Trifolium dubium","Trifolium dubium","+",1
523970,"T-P23970","Carduus nutans","Carduus nutans","3",37.5
523970,"T-P23970","Cirsium richterianum","Cirsium richterianum","+",1
523970,"T-P23970","Geranium lucidum","Geranium lucidum","1",5
523970,"T-P23970","Geranium pyrenaicum","Geranium pyrenaicum","+",1
523970,"T-P23970","Geranium robertianum","Geranium robertianum","1",5
523970,"T-P23970","Urtica dioica","Urtica dioica","3",37.5
526414,"T-P26414","Arrhenatherum elatius subsp. braun-blanquetii","Arrhenatherum elatius","i",37.5
526414,"T-P26414","Asplenium trichomanes","Asplenium trichomanes","+",1
526414,"T-P26414","Campanula rotundifolia","Campanula rotundifolia s.l.","2",15
526414,"T-P26414","Cochlearia aragonensis var. navarrana","Cochlearia aragonensis","2",15
526414,"T-P26414","Dianthus monspessulanus","Dianthus hyssopifolius","+",1
526414,"T-P26414","Epipactis atrorubens","Epipactis kleinii","+",1
526414,"T-P26414","Festuca rubra","Festuca rubra","*",1
526414,"T-P26414","Galeopsis angustifolia","Galeopsis angustifolia","1",5
526414,"T-P26414","Galium lucidum","Galium lucidum","2",15
526414,"T-P26414","Geranium robertianum","Geranium robertianum","1",5
526414,"T-P26414","Heracleum sphondylium subsp. pyrenaicum","Heracleum sphondylium","+",1
526414,"T-P26414","Galeobdolon luteum","Lamium galeobdolon","z",1
526414,"T-P26414","Meconopsis cambrica","Meconopsis cambrica","z",1
526414,"T-P26414","Poa nemoralis","Poa nemoralis","z",1
526414,"T-P26414","Rumex scutatus","Rumex scutatus","+",1
526414,"T-P26414","Saxifraga trifurcata","Saxifraga trifurcata","a",5
526414,"T-P26414","Sedum album subsp. micranthum","Sedum album","+",1
526414,"T-P26414","Silene vulgaris subsp. alpina","Silene vulgaris","a",5
526414,"T-P26414","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium austriacum","z",1
526414,"T-P26414","Sorbus aria","Sorbus aria","+",1
526414,"T-P26414","Urtica dioica","Urtica dioica","b",5
526414,"T-P26414","Vicia pyrenaica","Vicia pyrenaica","*",1
526414,"T-P26414","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","+",1
527777,"T-P27777","Arenaria serpyllifolia","Arenaria serpyllifolia","*",1
527777,"T-P27777","Ceterach officinarum","Asplenium ceterach","+",1
527777,"T-P27777","Asplenium trichomanes","Asplenium trichomanes","a",5
527777,"T-P27777","Linaria cymbalaria","Cymbalaria muralis","3",37.5
527785,"T-P27785","Bromus mollis","Bromus hordeaceus","*",1
527785,"T-P27785","Diplotaxis tenuifolia","Diplotaxis tenuifolia","2",15
527785,"T-P27785","Hordeum murinum","Hordeum murinum","p",62.5
527785,"T-P27785","Nardurus lachenalii","Micropyrum tenellum","b",5
527785,"T-P27785","Rumex pulcher","Rumex pulcher","+",1
527785,"T-P27785","Sisymbrium officinale","Sisymbrium officinale","e",15
527785,"T-P27785","Sonchus oleraceus","Sonchus oleraceus","1",5
527785,"T-P27785","Taraxacum officinale","Taraxacum","a",5
527785,"T-P27785","Torilis nodosa","Torilis nodosa","+",1
527789,"T-P27789","Anagallis arvensis","Anagallis arvensis","1",5
527789,"T-P27789","Chenopodium album","Chenopodium album","e",15
527789,"T-P27789","Polygonum convolvulus","Fallopia convolvulus","1",5
527789,"T-P27789","Fumaria muralis","Fumaria muralis","2",15
527789,"T-P27789","Geranium molle","Geranium molle","a",5
527789,"T-P27789","Chrysanthemum segetum","Glebionis segetum","+",1
527789,"T-P27789","Polygonum persicaria","Persicaria maculosa","1",5
527789,"T-P27789","Polygonum aviculare","Polygonum aviculare","+",1
527789,"T-P27789","Sonchus oleraceus","Sonchus oleraceus","2",15
527789,"T-P27789","Veronica persica","Veronica persica","2",15
527790,"T-P27790","Anagallis arvensis","Anagallis arvensis","1",5
527790,"T-P27790","Briza minor","Briza minor","a",5
527790,"T-P27790","Polygonum convolvulus","Fallopia convolvulus","a",5
527790,"T-P27790","Fumaria muralis","Fumaria muralis","a",5
527790,"T-P27790","Galium aparine","Galium aparine","*",1
527790,"T-P27790","Chrysanthemum segetum","Glebionis segetum","a",5
527790,"T-P27790","Hypochoeris radicata","Hypochaeris radicata","+",1
527790,"T-P27790","Juncus bufonius","Juncus bufonius","*",1
527790,"T-P27790","Lotus corniculatus","Lotus corniculatus","+",1
527790,"T-P27790","Lythrum hyssopifolia","Lythrum hyssopifolia","2",15
527790,"T-P27790","Medicago hispida","Medicago polymorpha","2",15
527790,"T-P27790","Poa annua","Ochlopoa annua","2",15
527790,"T-P27790","Oxalis violacea","Oxalis violacea","*",1
527790,"T-P27790","Polygonum persicaria","Persicaria maculosa","+",1
527790,"T-P27790","Ranunculus repens","Ranunculus repens","2",15
527790,"T-P27790","Senecio vulgaris","Senecio vulgaris","+",1
527790,"T-P27790","Sonchus oleraceus","Sonchus oleraceus","+",1
527790,"T-P27790","Vicia tetrasperma","Vicia tetrasperma","*",1
527791,"T-P27791","Anagallis arvensis","Anagallis arvensis","1",5
527791,"T-P27791","Briza minor","Briza minor","z",1
527791,"T-P27791","Cerastium glomeratum","Cerastium glomeratum","*",1
527791,"T-P27791","Chenopodium album","Chenopodium album","+",1
527791,"T-P27791","Convolvulus arvensis","Convolvulus arvensis","+",1
527791,"T-P27791","Euphorbia peplus","Euphorbia peplus","+",1
527791,"T-P27791","Polygonum convolvulus","Fallopia convolvulus","*",1
527791,"T-P27791","Fumaria muralis","Fumaria muralis","+",1
527791,"T-P27791","Galium aparine","Galium aparine","a",5
527791,"T-P27791","Chrysanthemum segetum","Glebionis segetum","a",5
527791,"T-P27791","Picris echioides","Helminthotheca echioides","+",1
527791,"T-P27791","Lapsana communis","Lapsana communis","+",1
527791,"T-P27791","Medicago hispida","Medicago polymorpha","*",1
527791,"T-P27791","Mercurialis annua","Mercurialis annua","e",15
527791,"T-P27791","Myosotis arvensis","Myosotis arvensis","*",1
527791,"T-P27791","Oxalis violacea","Oxalis violacea","f",15
527791,"T-P27791","Polygonum persicaria","Persicaria maculosa","1",5
527791,"T-P27791","Polygonum aviculare","Polygonum aviculare","+",1
527791,"T-P27791","Senecio vulgaris","Senecio vulgaris","+",1
527791,"T-P27791","Sonchus oleraceus","Sonchus oleraceus","+",1
527791,"T-P27791","Stachys arvensis","Stachys arvensis","1",5
527791,"T-P27791","Stellaria media","Stellaria media","2",15
527791,"T-P27791","Vicia tetrasperma","Vicia tetrasperma","*",1
527792,"T-P27792","Agrostis stolonifera","Agrostis stolonifera","*",1
527792,"T-P27792","Anagallis arvensis","Anagallis arvensis","+",1
527792,"T-P27792","Calendula arvensis","Calendula arvensis","*",1
527792,"T-P27792","Convolvulus sepium","Calystegia sepium","+",1
527792,"T-P27792","Cirsium arvense","Cirsium arvense","+",1
527792,"T-P27792","Convolvulus arvensis","Convolvulus arvensis","*",1
527792,"T-P27792","Crepis capillaris","Crepis capillaris","+",1
527792,"T-P27792","Euphorbia helioscopia","Euphorbia helioscopia","+",1
527792,"T-P27792","Euphorbia peplus","Euphorbia peplus","+",1
527792,"T-P27792","Polygonum convolvulus","Fallopia convolvulus","z",1
527792,"T-P27792","Fumaria muralis","Fumaria muralis","a",5
527792,"T-P27792","Galium aparine","Galium aparine","*",1
527792,"T-P27792","Chrysanthemum segetum","Glebionis segetum","*",1
527792,"T-P27792","Picris echioides","Helminthotheca echioides","*",1
527792,"T-P27792","Lapsana communis","Lapsana communis","+",1
527792,"T-P27792","Mercurialis annua","Mercurialis annua","f",15
527792,"T-P27792","Antirrhinum orontium","Misopates orontium","+",1
527792,"T-P27792","Oxalis violacea","Oxalis violacea","j",37.5
527792,"T-P27792","Phalaris canariensis","Phalaris brachystachys","+",1
527792,"T-P27792","Rumex pulcher","Rumex pulcher","+",1
527792,"T-P27792","Senecio vulgaris","Senecio vulgaris","+",1
527792,"T-P27792","Silene gallica","Silene gallica","+",1
527792,"T-P27792","Sonchus oleraceus","Sonchus oleraceus","1",5
527792,"T-P27792","Stellaria media","Stellaria media","a",5
527792,"T-P27792","Veronica triphyllos","Veronica triphyllos","+",1
527792,"T-P27792","Vicia sativa subsp. angustifolia","Vicia sativa","+",1
527793,"T-P27793","Agrostis stolonifera","Agrostis stolonifera","a",5
527793,"T-P27793","Anagallis arvensis","Anagallis arvensis","e",15
527793,"T-P27793","Atriplex patula","Atriplex patula","e",15
527793,"T-P27793","Calendula arvensis","Calendula arvensis","+",1
527793,"T-P27793","Chenopodium album","Chenopodium album","+",1
527793,"T-P27793","Convolvulus arvensis","Convolvulus arvensis","2",15
527793,"T-P27793","Euphorbia helioscopia","Euphorbia helioscopia","+",1
527793,"T-P27793","Polygonum convolvulus","Fallopia convolvulus","2",15
527793,"T-P27793","Fumaria muralis","Fumaria muralis","+",1
527793,"T-P27793","Galium aparine","Galium aparine","*",1
527793,"T-P27793","Geranium molle","Geranium molle","1",5
527793,"T-P27793","Chrysanthemum segetum","Glebionis segetum","e",15
527793,"T-P27793","Picris echioides","Helminthotheca echioides","*",1
527793,"T-P27793","Medicago hispida","Medicago polymorpha","e",15
527793,"T-P27793","Mercurialis annua","Mercurialis annua","1",5
527793,"T-P27793","Antirrhinum orontium","Misopates orontium","+",1
527793,"T-P27793","Poa annua","Ochlopoa annua","*",1
527793,"T-P27793","Oxalis violacea","Oxalis violacea","e",15
527793,"T-P27793","Polygonum persicaria","Persicaria maculosa","+",1
527793,"T-P27793","Phalaris canariensis","Phalaris brachystachys","*",1
527793,"T-P27793","Polycarpon tetraphyllum","Polycarpon tetraphyllum","*",1
527793,"T-P27793","Rumex acetosella","Rumex acetosella","*",1
527793,"T-P27793","Senecio vulgaris","Senecio vulgaris","+",1
527793,"T-P27793","Sonchus oleraceus","Sonchus oleraceus","1",5
527793,"T-P27793","Stellaria media","Stellaria media","a",5
527793,"T-P27793","Veronica arvensis","Veronica arvensis","+",1
527793,"T-P27793","Veronica persica","Veronica persica","+",1
527793,"T-P27793","Vicia sativa subsp. angustifolia","Vicia sativa","+",1
527794,"T-P27794","Agrostis stolonifera","Agrostis stolonifera","2",15
527794,"T-P27794","Atriplex patula","Atriplex patula","1",5
527794,"T-P27794","Euphorbia peplus","Euphorbia peplus","+",1
527794,"T-P27794","Lapsana communis","Lapsana communis","+",1
527794,"T-P27794","Mercurialis annua","Mercurialis annua","*",1
527794,"T-P27794","Oxalis violacea","Oxalis violacea","a",5
527794,"T-P27794","Polygonum persicaria","Persicaria maculosa","e",15
527794,"T-P27794","Polycarpon tetraphyllum","Polycarpon tetraphyllum","+",1
527794,"T-P27794","Polygonum aviculare","Polygonum aviculare","*",1
527794,"T-P27794","Senecio vulgaris","Senecio vulgaris","*",1
527794,"T-P27794","Setaria glauca","Setaria pumila","+",1
527794,"T-P27794","Sonchus asper","Sonchus asper","+",1
527794,"T-P27794","Stellaria media","Stellaria media","a",5
527794,"T-P27794","Veronica persica","Veronica persica","2",15
527795,"T-P27795","Agrostis stolonifera","Agrostis stolonifera","i",37.5
527795,"T-P27795","Anagallis arvensis","Anagallis arvensis","2",15
527795,"T-P27795","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","2",15
527795,"T-P27795","Convolvulus sepium","Calystegia sepium","e",15
527795,"T-P27795","Euphorbia peplus","Euphorbia peplus","e",15
527795,"T-P27795","Fumaria micrantha","Fumaria densiflora","*",1
527795,"T-P27795","Mercurialis annua","Mercurialis annua","1",5
527795,"T-P27795","Oxalis violacea","Oxalis violacea","2",15
527795,"T-P27795","Polycarpon tetraphyllum","Polycarpon tetraphyllum","+",1
527795,"T-P27795","Polygonum aviculare","Polygonum aviculare","+",1
527795,"T-P27795","Senecio vulgaris","Senecio vulgaris","a",5
527795,"T-P27795","Sonchus asper","Sonchus asper","*",1
527795,"T-P27795","Sonchus oleraceus","Sonchus oleraceus","a",5
527796,"T-P27796","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","2",15
527796,"T-P27796","Convolvulus sepium","Calystegia sepium","*",1
527796,"T-P27796","Chenopodium album","Chenopodium album","+",1
527796,"T-P27796","Equisetum arvense","Equisetum arvense","*",1
527796,"T-P27796","Euphorbia helioscopia","Euphorbia helioscopia","+",1
527796,"T-P27796","Fumaria capreolata","Fumaria capreolata","+",1
527796,"T-P27796","Mentha rotundifolia","Mentha suaveolens","+",1
527796,"T-P27796","Oxalis violacea","Oxalis violacea","i",37.5
527796,"T-P27796","Polygonum persicaria","Persicaria maculosa","+",1
527796,"T-P27796","Potentilla reptans","Potentilla reptans","1",5
527796,"T-P27796","Senecio vulgaris","Senecio vulgaris","+",1
527796,"T-P27796","Veronica persica","Veronica persica","*",1
527797,"T-P27797","Agrostis stolonifera","Agrostis stolonifera","a",5
527797,"T-P27797","Convolvulus sepium","Calystegia sepium","2",15
527797,"T-P27797","Cirsium arvense","Cirsium arvense","+",1
527797,"T-P27797","Convolvulus arvensis","Convolvulus arvensis","*",1
527797,"T-P27797","Equisetum arvense","Equisetum arvense","*",1
527797,"T-P27797","Euphorbia peplus","Euphorbia peplus","+",1
527797,"T-P27797","Linaria elatine","Kickxia elatine","+",1
527797,"T-P27797","Mercurialis annua","Mercurialis annua","1",5
527797,"T-P27797","Oxalis violacea","Oxalis violacea","2",15
527797,"T-P27797","Digitaria vaginata","Paspalum vaginatum","2",15
527797,"T-P27797","Polygonum persicaria","Persicaria maculosa","+",1
527797,"T-P27797","Sonchus oleraceus","Sonchus oleraceus","a",5
527797,"T-P27797","Veronica persica","Veronica persica","a",5
527798,"T-P27798","Brassica nigra","Brassica nigra","2",15
527798,"T-P27798","Chenopodium murale","Chenopodiastrum murale","1",5
527798,"T-P27798","Convolvulus arvensis","Convolvulus arvensis","+",1
527798,"T-P27798","Euphorbia peplus","Euphorbia peplus","1",5
527798,"T-P27798","Oxalis violacea","Oxalis violacea","a",5
527798,"T-P27798","Polygonum aviculare","Polygonum aviculare","*",1
527798,"T-P27798","Sonchus oleraceus","Sonchus oleraceus","+",1
527798,"T-P27798","Stellaria media","Stellaria media","2",15
527798,"T-P27798","Veronica persica","Veronica persica","5",87.5
527799,"T-P27799","Amaranthus retroflexus","Amaranthus retroflexus","1",5
527799,"T-P27799","Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","+",1
527799,"T-P27799","Chenopodium album","Chenopodium album","1",5
527799,"T-P27799","Equisetum arvense","Equisetum arvense","*",1
527799,"T-P27799","Lamium hybridum subsp. dissectum","Lamium purpureum","*",1
527799,"T-P27799","Oxalis violacea","Oxalis violacea","p",62.5
527799,"T-P27799","Polygonum persicaria","Persicaria maculosa","1",5
527799,"T-P27799","Polygonum aviculare","Polygonum aviculare","+",1
527799,"T-P27799","Senecio vulgaris","Senecio vulgaris","1",5
527799,"T-P27799","Setaria verticillata","Setaria verticilliformis","+",1
527799,"T-P27799","Stellaria media","Stellaria media","*",1
527799,"T-P27799","Veronica persica","Veronica persica","*",1
527800,"T-P27800","Aethusa cynapium","Aethusa cynapium","+",1
527800,"T-P27800","Chenopodium album","Chenopodium album","1",5
527800,"T-P27800","Polygonum convolvulus","Fallopia convolvulus","+",1
527800,"T-P27800","Lamium hybridum subsp. dissectum","Lamium purpureum","+",1
527800,"T-P27800","Oxalis violacea","Oxalis violacea","1",5
527800,"T-P27800","Senecio vulgaris","Senecio vulgaris","1",5
527800,"T-P27800","Setaria verticillata","Setaria verticilliformis","+",1
527800,"T-P27800","Stellaria media","Stellaria media","2",15
527800,"T-P27800","Veronica persica","Veronica persica","a",5
527801,"T-P27801","Amaranthus hybridus","Amaranthus hybridus aggr.","+",1
527801,"T-P27801","Chenopodium hybridum","Chenopodiastrum hybridum","+",1
527801,"T-P27801","Convolvulus arvensis","Convolvulus arvensis","a",5
527801,"T-P27801","Polygonum convolvulus","Fallopia convolvulus","+",1
527801,"T-P27801","Fumaria officinalis","Fumaria officinalis","*",1
527801,"T-P27801","Lamium hybridum subsp. dissectum","Lamium purpureum","1",5
527801,"T-P27801","Polygonum persicaria","Persicaria maculosa","+",1
527801,"T-P27801","Polygonum aviculare","Polygonum aviculare","+",1
527801,"T-P27801","Senecio vulgaris","Senecio vulgaris","+",1
527801,"T-P27801","Setaria viridis","Setaria viridis","+",1
527801,"T-P27801","Solanum nigrum","Solanum nigrum","+",1
527801,"T-P27801","Sonchus oleraceus","Sonchus oleraceus","+",1
527801,"T-P27801","Stellaria media","Stellaria media","i",37.5
527801,"T-P27801","Veronica persica","Veronica persica","+",1
527801,"T-P27801","Vicia sativa subsp. angustifolia","Vicia sativa","+",1
527802,"T-P27802","Amaranthus hybridus","Amaranthus hybridus aggr.","2",15
527802,"T-P27802","Briza minor","Briza minor","*",1
527802,"T-P27802","Chenopodium album","Chenopodium album","1",5
527802,"T-P27802","Chenopodium opulifolium","Chenopodium opulifolium","e",15
527802,"T-P27802","Linaria elatine","Kickxia elatine","*",1
527802,"T-P27802","Chenopodium polyspermum","Lipandra polysperma","*",1
527802,"T-P27802","Poa annua","Ochlopoa annua","a",5
527802,"T-P27802","Polygonum persicaria","Persicaria maculosa","1",5
527802,"T-P27802","Portulaca oleracea","Portulaca oleracea","+",1
527802,"T-P27802","Senecio vulgaris","Senecio vulgaris","*",1
527802,"T-P27802","Solanum nigrum","Solanum nigrum","+",1
527802,"T-P27802","Sonchus asper","Sonchus asper","+",1
527802,"T-P27802","Stellaria media","Stellaria media","a",5
527802,"T-P27802","Trifolium dubium","Trifolium dubium","y",0.1
527807,"T-P27807","Anthoxanthum aristatum","Anthoxanthum ovatum","a",5
527807,"T-P27807","Alchemilla microcarpa","Aphanes microcarpa","a",5
527807,"T-P27807","Arnoseris minima","Arnoseris minima","*",1
527807,"T-P27807","Conopodium denudatum","Conopodium majus","+",1
527807,"T-P27807","Erophila verna","Draba verna","+",1
527807,"T-P27807","Filago minima","Filago minima","+",1
527807,"T-P27807","Galium divaricatum","Galium divaricatum","+",1
527807,"T-P27807","Holcus mollis","Holcus mollis","*",1
527807,"T-P27807","Mibora minima","Mibora minima","a",5
527807,"T-P27807","Moenchia erecta","Moenchia erecta","+",1
527807,"T-P27807","Ornithopus sativus","Ornithopus sativus","a",5
527807,"T-P27807","Rumex acetosella","Rumex acetosella","a",5
527807,"T-P27807","Scleranthus annuus","Scleranthus annuus","a",5
527807,"T-P27807","Vulpia ciliata","Vulpia ciliata","+",1
527807,"T-P27807","Nardurus unilateralis","Vulpia unilateralis","+",1
527808,"T-P27808","Anthemis arvensis","Anthemis arvensis","a",5
527808,"T-P27808","Anthoxanthum aristatum","Anthoxanthum ovatum","2",15
527808,"T-P27808","Arnoseris minima","Arnoseris minima","e",15
527808,"T-P27808","Centranthus calcitrapae","Centranthus calcitrapae","+",1
527808,"T-P27808","Chenopodium album","Chenopodium album","+",1
527808,"T-P27808","Corrigiola litoralis","Corrigiola litoralis","e",15
527808,"T-P27808","Centaurea cyanus","Cyanus segetum","a",5
527808,"T-P27808","Holcus mollis","Holcus mollis","*",1
527808,"T-P27808","Linaria delphinoides","Linaria elegans","+",1
527808,"T-P27808","Mibora minima","Mibora minima","2",15
527808,"T-P27808","Agrostis truncatula var. duriaei","Neoschischkinia truncatula","+",1
527808,"T-P27808","Polygonum persicaria","Persicaria maculosa","1",5
527808,"T-P27808","Raphanus raphanistrum","Raphanus raphanistrum","+",1
527808,"T-P27808","Rumex acetosella","Rumex acetosella","a",5
527808,"T-P27808","Scleranthus annuus","Scleranthus annuus","1",5
527808,"T-P27808","Astrocarpus sesamoides","Sesamoides interrupta","+",1
527808,"T-P27808","Spergula pentandra","Spergula pentandra","+",1
527808,"T-P27808","Nardurus unilateralis","Vulpia unilateralis","*",1
527809,"T-P27809","Aira caryophyllea","Aira caryophyllea","1",5
527809,"T-P27809","Anagallis arvensis subsp. phoenicea","Anagallis arvensis","2",15
527809,"T-P27809","Andryala integrifolia","Andryala integrifolia","a",5
527809,"T-P27809","Anthemis arvensis","Anthemis arvensis","+",1
527809,"T-P27809","Anthoxanthum aristatum","Anthoxanthum ovatum","1",5
527809,"T-P27809","Alchemilla arvensis","Aphanes arvensis","2",15
527809,"T-P27809","Alchemilla microcarpa","Aphanes microcarpa","a",5
527809,"T-P27809","Briza minor","Briza minor","*",1
527809,"T-P27809","Campanula loeflingii","Campanula lusitanica","a",5
527809,"T-P27809","Holcus mollis","Holcus mollis","a",5
527809,"T-P27809","Hypericum humifusum","Hypericum humifusum","+",1
527809,"T-P27809","Ornithopus ebracteatus","Ornithopus pinnatus","a",5
527809,"T-P27809","Radiola linoides","Radiola linoides","a",5
527809,"T-P27809","Rumex acetosella","Rumex acetosella","2",15
527809,"T-P27809","Helianthemum guttatum","Tuberaria guttata","a",5
527809,"T-P27809","Vicia benghalensis","Vicia benghalensis","+",1
527809,"T-P27809","Vicia sativa subsp. angustifolia","Vicia sativa","a",5
527810,"T-P27810","Atriplex patula","Atriplex patula","+",1
527810,"T-P27810","Convolvulus arvensis","Convolvulus arvensis","+",1
527810,"T-P27810","Polygonum convolvulus","Fallopia convolvulus","*",1
527810,"T-P27810","Galium aparine","Galium aparine","1",5
527810,"T-P27810","Lapsana communis","Lapsana communis","a",5
527810,"T-P27810","Lathyrus aphaca","Lathyrus aphaca","2",15
527810,"T-P27810","Medicago lupulina","Medicago lupulina","a",5
527810,"T-P27810","Papaver rhoeas","Papaver rhoeas","p",62.5
527810,"T-P27810","Polygonum aviculare","Polygonum aviculare","a",5
527810,"T-P27810","Sonchus oleraceus","Sonchus oleraceus","+",1
527810,"T-P27810","Stellaria media","Stellaria media","a",5
527810,"T-P27810","Torilis arvensis","Torilis arvensis","*",1
527810,"T-P27810","Vicia sativa","Vicia sativa","1",5
527812,"T-P27812","Anthemis arvensis","Anthemis arvensis","2",15
