"SIVIMID","Sintaxon","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","Twinspan"
"R-P24656","Geranio robertiani-Caryolophetum sempervirentis",324656,100,10510,"29TPG98","29TPG9189",12198,902,"Río Silván a su paso por el pueblo de Silván","ES","ATL_COAST","N_DUNES",100,"N",NA,5,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",902,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24657","Geranio robertiani-Caryolophetum sempervirentis",324657,92,11878,"29TPG98","29TPG9187",12199,1050,"Río de Silván, entre La Baña y Silván","ES","ATL_COAST","N_DUNES",100,"N",15,10,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.677199256,42.32002271,"1 - UTM1x1 + Elevation",1050,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24658","Geranio robertiani-Caryolophetum sempervirentis",324658,104,10478,"29TQG08","29TQG0283",12200,866,"Robledo de Losada","ES","ATL_COAST","N_DUNES",100,"S",40,3,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," R55   ","No forest",-6.543966388,42.28100147,"1 - UTM1x1 + Elevation",866,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24659","Geranio robertiani-Caryolophetum sempervirentis",324659,113,9823,"29TPG89","29TPG8197",12201,730,"San Pedro de Trones","ES","ATL_COAST","N_DUNES",90,"W",3,10,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.794126269,42.40805166,"2 - UTM1x1 + Centroid",730,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24660","Geranio robertiani-Caryolophetum sempervirentis",324660,129,11966,"29TPG89","29TPG8298",12202,403,"Las Vegas de Yeres, junto al río Cabrera","ES","ATL_COAST","N_DUNES",90,"E",NA,6,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.787392057,42.41727889,"1 - UTM1x1 + Elevation",403,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24661","Geranio robertiani-Caryolophetum sempervirentis",324661,128,10512,"29TPG89","29TPG8198",12203,397,"Entre Puente de Domingo Flórez y Las Vegas de Yeres","ES","ATL_COAST","N_DUNES",100,"NW",NA,10,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.789817624,42.41719861,"1 - UTM1x1 + Elevation",397,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24662","Geranio robertiani-Caryolophetum sempervirentis",324662,124,10720,"29TPG89","29TPG8998",12204,474,"Pombriego, junto al río Cabrera","ES","ATL_COAST","N_DUNES",100,"",60,30,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.69268168,42.41857237,"1 - UTM1x1 + Elevation",474,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24663","Geranio robertiani-Caryolophetum sempervirentis",324663,125,10544,"29TPG89","29TPG8699",12205,435,"Río Cabrera, junto al puente que lo cruza en el desvío a Robledo","ES","ATL_COAST","N_DUNES",100,"",NA,8,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.727176107,42.42645875,"1 - UTM1x1 + Elevation",435,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24664","Geranio robertiani-Caryolophetum sempervirentis",324664,106,9078,"29TPG99","29TPG9597",12206,906,"Llamas de Cabrera","ES","ATL_COAST","N_DUNES",100,"",NA,3,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",906,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24665","Geranio robertiani-Caryolophetum sempervirentis",324665,104,9909,"29TPG89","29TPG8696",12207,951,"Sotillo de Cabrera","ES","ATL_COAST","N_DUNES",100,"",NA,3,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.727896352,42.39762161,"1 - UTM1x1 + Elevation",951,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24666","Geranio robertiani-Caryolophetum sempervirentis",324666,105,10786,"29TPG89","29TPG8896",12178,797,"Benuza","ES","ATL_COAST","N_DUNES",100,"",5,7,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",797,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24667","Geranio robertiani-Caryolophetum sempervirentis",324667,104,10940,"29TPG99","29TPG9192",12209,845,"Carretera de la ermita de Santa Elena donde cruza al río Silván","ES","ATL_COAST","N_DUNES",100,"",5,10,"2725a","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",845,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24668","Geranio robertiani-Caryolophetum sempervirentis",324668,96,11100,"29TQG09","29TQG0491",12210,1200,"Noceda de Cabrera","ES","ATL_COAST","N_DUNES",100,"",NA,5,"2725b","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.516097979,42.34669323,"1 - UTM1x1 + Elevation",1200,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24669","Geranio robertiani-Caryolophetum sempervirentis",324669,109,11439,"29TPG89","29TPG8897",12211,791,"Benuza","ES","ATL_COAST","N_DUNES",100,"",15,10,"2725b","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.703963652,42.40380101,"1 - UTM1x1 + Elevation",791,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24670","Chelidonio maji-Smyrnietum olusatri",324670,122,8855,"29TPG99","29TPG9299",12212,610,"Santalavilla","ES","ATL_COAST","N_DUNES",100,"",NA,10,"2333","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.658718358,42.41966287,"1 - UTM1x1 + Elevation",610,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","V39 Ruderal mesic"
"R-P24671","Galio aparines-Conietum maculati",324671,104,10327,"29TQG08","29TQG0283",12213,889,"Robledo de Losada","ES","ATL_COAST","N_DUNES",100,"",3,3,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.54860636,42.27725598,"1 - UTM1x1 + Elevation",889,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24672","Galio aparines-Conietum maculati",324672,106,9078,"29TPG99","29TPG9597",12214,890,"Llamas de Cabrera","ES","ATL_COAST","N_DUNES",100,"W",NA,20,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",890,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24673","Galio aparines-Conietum maculati",324673,128,10087,"29TPG89","29TPG8098",12215,375,"Río Cabrera en Puente de Domingo Flórez","ES","ATL_COAST","N_DUNES",100,"",5,15,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.806796313,42.41663522,"1 - UTM1x1 + Elevation",375,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24674","Galio aparines-Conietum maculati",324674,111,11456,"29TPG89","29TPG8698",12216,674,"Robledo de Sobrecastro","ES","ATL_COAST","N_DUNES",100,"N",10,5,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.736346023,42.41715555,"1 - UTM1x1 + Elevation",674,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24675","Galio aparines-Conietum maculati",324675,110,10691,"29TPG89","29TPG8897",12217,700,"Entre Sotillo de Cabrera y Benuza","ES","ATL_COAST","N_DUNES",100,"W",3,6,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.704069534,42.40559845,"1 - UTM1x1 + Elevation",700,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24676","Galio aparines-Conietum maculati",324676,129,10635,"29TPG79","29TPG7999",12218,366,"Río Sil en Salas de la Ribera","ES","ATL_COAST","N_DUNES",90,"",NA,8,"742","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V38   ","No forest",-6.814727332,42.42717622,"1 - UTM1x1 + Elevation",366,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P24677","Urtico dioicae-Sambucetum ebuli",324677,90,10298,"29TPG98","29TPG9583",12219,1190,"Arroyo del Pontón, Forna","ES","ATL_COAST","N_DUNES",100,"",NA,20,"856","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," R57   ","No forest",-6.628592361,42.27655082,"1 - UTM1x1 + Elevation",1190,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","V39 Ruderal mesic"
"R-P24684","Galio aparinellae-Anthriscetum caucalidis",324684,106,9844,"29TQG08","29TQG0586",12226,821,"Nogar","ES","ATL_COAST","N_DUNES",80,"",NA,5,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V37   ","No forest",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",821,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24685","Galio aparinellae-Anthriscetum caucalidis",324685,112,9328,"29TPG89","29TPG8897",12227,778,"Benuza","ES","ATL_COAST","N_DUNES",90,"",NA,2,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V37   ","No forest",-6.713983213,42.40887898,"1 - UTM1x1 + Elevation",778,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24686","Galio aparinellae-Anthriscetum caucalidis",324686,105,9316,"29TQG08","29TQG0586",12228,815,"Nogar","ES","ATL_COAST","N_DUNES",100,"",NA,5,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V37   ","No forest",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",815,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24687","Galio aparinellae-Anthriscetum caucalidis",324687,105,9316,"29TQG08","29TQG0586",12229,819,"Nogar","ES","ATL_COAST","N_DUNES",70,"",NA,4,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V37   ","No forest",-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",819,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24688","Galio aparinellae-Anthriscetum caucalidis",324688,103,7983,"29TQG08","29TQG0589",12230,991,"Saceda","ES","ATL_COAST","N_DUNES",80,"",NA,3,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.510149403,42.32706571,"1 - UTM1x1 + Elevation",991,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24689","Galio aparinellae-Anthriscetum caucalidis",324689,118,9684,"29TPH80","29TPH8301",12231,655,"Yeres","ES","ATL_COAST","N_DUNES",100,"E",3,1,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.774241929,42.44112419,"1 - UTM1x1 + Elevation",655,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24690","Galio aparinellae-Anthriscetum caucalidis",324690,102,8840,"29TPG89","29TPG8696",12232,949,"Sotillo de Cabrera","ES","ATL_COAST","N_DUNES",70,"NW",10,3,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.730214726,42.39574523,"1 - UTM1x1 + Elevation",949,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24691","Galio aparinellae-Anthriscetum caucalidis",324691,106,9844,"29TQG08","29TQG0586",12233,825,"Nogar","ES","ATL_COAST","N_DUNES",100,"",NA,8,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.50622748,42.30017212,"1 - UTM1x1 + Elevation",825,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P24692","Galio aparinellae-Anthriscetum caucalidis",324692,121,9099,"29TPG99","29TPG9299",12234,589,"Santalavilla","ES","ATL_COAST","N_DUNES",100,"",NA,1,"2326c","González de Paz, L.","2012","Flora y vegetación de la Cabrera Baja (León): valoración del estado de conservación.","Tesis Doctoral. Departamento de Biodiversidad y Gestión Ambiental. Universidad de León. 556"," V39   ","No forest",-6.656292335,42.41974038,"1 - UTM1x1 + Elevation",589,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","V39 Ruderal mesic"
"R-P28995","Chenopodio boni-henrici-Senecionetum nebrodensis",328995,76,14269,"30TVN47","30TVN4476",13141,1420,"Castro Valnera, pie de cantil con nitrofilia, Espinosa de los Monteros","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"4181","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," V38   ","No forest",-3.681499287,43.1352586,"1 - UTM1x1 + Elevation",1420,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P28996","Carduo nutantis-Cirsietum richterani",328996,100,14946,"30TVN57","30TVN5173",13142,820,"Las Machorras, cuneta, Espinosa de los Monteros","ES","ATL_COAST","N_DUNES",NA,"",NA,40,"744","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," V39   ","No forest",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","V39 Ruderal mesic"
"R-P29001","Galio aparines-Anthriscetum sylvestris",329001,105,11566,"30TVN56","30TVN5469",13147,770,"Santa Olalla, Espinosa de los Monteros, Ortigal en borde de prado","ES","ATL_COAST","N_DUNES",NA,"",NA,100,"2392","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," V     ","No forest",-3.553063157,43.07291722,"1 - UTM1x1 + Elevation",770,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","V39 Ruderal mesic"
"R-P29002","Galio aparines-Anthriscetum sylvestris",329002,102,12810,"30TVN57","30TVN5373",13148,760,"Entre Bárcenas y Las Machorras, Espinosa de los Monteros, cuneta húmeda","ES","ATL_COAST","N_DUNES",NA,"",NA,60,"2392","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," V39   ","No forest",-3.570626544,43.11245261,"2 - UTM1x1 + Centroid",760,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","V39 Ruderal mesic"
"R-P29004","Galio aparines-Conietum maculati",329004,100,12795,"30TVN67","30TVN6273",13149,750,"Del Pto. de los Tornos a Agüera, Merindad de Montija, ortigal con Conium, borde aliseda","ES","ATL_COAST","N_DUNES",NA,"",NA,80,"742","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," V39   ","No forest",-3.4600105,43.11295076,"2 - UTM1x1 + Centroid",750,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"R-P29005","Urtico dioicae-Sambucetum ebuli",329005,100,13116,"30TVN57","30TVN5174",13150,840,"Del Pico de La Churra a Las Machorras, Espinosa de los Monteros, Urtico-Sambucetum","ES","ATL_COAST","N_DUNES",NA,"",NA,100,"856","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," R57   ","No forest",-3.597753212,43.12131899,"1 - UTM1x1 + Elevation",840,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","V39 Ruderal mesic"
"R-P29006","Urtico dioicae-Sambucetum ebuli",329006,99,13500,"30TVN57","30TVN5173",13151,840,"Las Machorras, casa de Mauricio, Espinosa de los Monteros, ortigal","ES","ATL_COAST","N_DUNES",NA,"",NA,100,"856","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," R57   ","No forest",-3.597700622,43.11591634,"1 - UTM1x1 + Elevation",840,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","V39 Ruderal mesic"
"R-P29007","Urtico dioicae-Sambucetum ebuli",329007,100,14946,"30TVN57","30TVN5173",13152,820,"Las Machorras, Espinosa de los Monteros, ortigal en cuneta, contacto con cardal","ES","ATL_COAST","N_DUNES",NA,"",NA,30,"856","Loidi, J.; Fernández Prieto, J.A:; Herrera, M.; Bueno, A.","2014","La vegetación de la comarca burgalesa de Espinosa de los Monteros.","Guineana, Vol. 20:"," R57   ","No forest",-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","V39 Ruderal mesic"
"S-P11129","Urtico dioicae-Sambucetum ebuli",411129,83,9447,"30TUN86","30TUN8160",1315,1200,"San Juan de Redondo","ES","ATL_COAST","N_DUNES",100,"",NA,20,"856","Herrero Cembranos, Luís","1989","Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia)."," Tesis doctoral Universidad de León, Facultad de Biología, 569"," R57   ","No forest",-4.457617041,42.9911302,"1 - UTM1x1 + Elevation",1200,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","V39 Ruderal mesic"
"S-P11130","Senecioni duriaei-Chenopodietum boni-henrici",411130,41,8959,"30TUN86","30TUN8367",1316,1960,"Peña Labra","ES","ATL_COAST","N_DUNES",80,"N",2,10,"5680","Herrero Cembranos, Luís","1989","Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia)."," Tesis doctoral Universidad de León, Facultad de Biología, 569"," R57   ","No forest",-4.429480143,43.04731528,"1 - UTM1x1 + Elevation",1960,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"S-P11131","Senecioni duriaei-Chenopodietum boni-henrici",411131,45,11274,"30TUN86","30TUN8367",1317,1760,"Peña Labra","ES","ATL_COAST","N_DUNES",80,"",NA,10,"5680","Herrero Cembranos, Luís","1989","Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia)."," Tesis doctoral Universidad de León, Facultad de Biología, 569"," R     ","No forest",-4.429521961,43.04911572,"1 - UTM1x1 + Elevation",1760,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"S-P11132","Senecioni duriaei-Chenopodietum boni-henrici",411132,50,12608,"30TUN86","30TUN8367",1318,1760,"Peña Labra","ES","ATL_COAST","N_DUNES",100,"SW",5,20,"5680","Herrero Cembranos, Luís","1989","Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia)."," Tesis doctoral Universidad de León, Facultad de Biología, 569"," R     ","No forest",-4.43201878,43.05088546,"1 - UTM1x1 + Elevation",1760,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
"S-P11134","Senecioni duriaei-Chenopodietum boni-henrici",411134,46,8364,"30TUN95","30TUN9058",1320,1710,"El Sestil","ES","ATL_COAST","N_DUNES",50,"SE",5,8,"5680","Herrero Cembranos, Luís","1989","Flora y vegetación de la margen izquierda de la cuenca alta del río Pisuerga (Palencia)."," Tesis doctoral Universidad de León, Facultad de Biología, 569"," V     ","No forest",-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V39 Ruderal mesic"
