"Relevé number","SIVIMID","EUNIS_REVISED","EUNIS2020","PCluster","Class","Order","Alliance","Sintaxon","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"340","T-P06607","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3
"341","T-P06609","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,4,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750
"342","T-P06610","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690
"343","T-P06612","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410
"344","T-P06613","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1995,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560
"345","T-P06614","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1995,-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510
"346","T-P06615","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530
"347","T-P06616","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610
"348","T-P06617","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470
"349","T-P06618","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750
"350","T-P06619","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-2.448162537,42.73252609,"1 - UTM1x1 + Elevation",640
"351","T-P06620","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570
"352","T-P06621","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600
"353","T-P06622","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640
"354","T-P06623","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3
"355","T-P06624","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,50,1995,-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710
"356","T-P06625","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620
"357","T-P06626","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1995,-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520
"358","T-P06988","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","NW",18,25,1984,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600
"359","T-P06989","V39"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,1984,-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580
"360","T-P07926","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1999,-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590
"361","T-P07927","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,5,1999,-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500
"362","T-P07928","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1999,-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400
"363","T-P07929","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,25,1999,-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460
"364","T-P07930","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,60,1999,-7,43,"5 - UTMs missing from DEM",340
"365","T-P07931","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,80,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",390
"366","T-P09638","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,15,1987,-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600
"367","T-P09639","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,10,1987,-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900
"368","T-P09640","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,8,1987,-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850
"369","T-P09641","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,10,1987,-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670
"370","T-P09642","V39"," V     ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,12,1987,-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600
"371","T-P09643","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,10,1987,-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550
"372","T-P09644","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,15,1987,-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650
"373","T-P09645","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,8,1987,-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550
"374","T-P09646","V39","      ?",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,16,1987,-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650
"375","T-P09647","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,10,1987,-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600
"376","T-P09648","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650
"377","T-P09649","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,12,1987,-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700
"378","T-P09650","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,20,1987,-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730
"379","T-P09651","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880
"380","T-P10797","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,3,1984,-6.498769109,41.85736331,"3 - UTM10x10 + Elevation",690
"381","T-P11636","V38"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",54,10,1988,-5.830234263,42.91138143,"3 - UTM10x10 + Elevation",1550
"382","T-P11637","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",36,20,1988,-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500
"383","T-P11638","V39"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","NE",36,15,1988,-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470
"384","T-P11639","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",45,12,1988,-5.831034095,42.87534389,"3 - UTM10x10 + Elevation",1430
"385","T-P11640","V39"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",45,15,1988,-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500
"386","T-P11641","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",54,12,1988,-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400
"387","T-P11642","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","N",54,20,1988,-5.907957042,42.94905109,"3 - UTM10x10 + Elevation",1460
"388","T-P11643","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",54,10,1988,-5.828752755,42.8790021,"3 - UTM10x10 + Elevation",1550
"389","T-P11644","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",45,12,1988,-5.870976939,42.94458271,"3 - UTM10x10 + Elevation",1500
"390","T-P11645","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","NE",36,15,1988,-5.919417286,42.880326,"3 - UTM10x10 + Elevation",1470
"391","T-P11646","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","N",27,20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000
"392","T-P11647","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","S",4.5,8,1988,-5.666838907,42.87208558,"3 - UTM10x10 + Elevation",1140
"393","T-P11648","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","SW",4.5,15,1988,-5.74582576,42.88642525,"3 - UTM10x10 + Elevation",1200
"394","T-P11649","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","SW",2.7,15,1988,-5.696803534,42.94161827,"3 - UTM10x10 + Elevation",1200
"395","T-P11650","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000
"396","T-P11651","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","N",9,10,1988,-5.684585096,42.88607781,"3 - UTM10x10 + Elevation",1140
"397","T-P11652","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","S",1.8,20,1988,-5.728383338,42.87963896,"3 - UTM10x10 + Elevation",1200
"398","T-P11653","V38"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,1988,-5.819410684,42.99628979,"3 - UTM10x10 + Elevation",1280
"399","T-P11654","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","NW",22.5,25,1988,-5.64636353,42.90857919,"3 - UTM10x10 + Elevation",1140
"400","T-P11655","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,15,1988,-5.71835918,42.81864662,"3 - UTM10x10 + Elevation",1230
"401","T-P11656","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,50,1988,-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200
"402","T-P11657","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","S",1.8,4,1988,-5.628852935,42.78471933,"3 - UTM10x10 + Elevation",970
"403","T-P11658","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","SW",4.5,5,1988,-5.637716352,42.87816344,"3 - UTM10x10 + Elevation",1090
"404","T-P11659","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,2,1988,-5.652107694,42.92825608,"3 - UTM10x10 + Elevation",1130
"405","T-P11660","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","S",4.5,20,1988,-5.687993416,42.8517805,"3 - UTM10x10 + Elevation",1140
"406","T-P11661","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,8,1988,-5.640404681,42.94113308,"3 - UTM10x10 + Elevation",1140
"407","T-P11662","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,4,1988,-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030
"408","T-P11663","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,20,1988,-5.740534473,42.87754763,"3 - UTM10x10 + Elevation",1220
"409","T-P11664","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","S",4.5,15,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000
"410","T-P11870","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,1988,-6.351889004,42.9531083,"3 - UTM10x10 + Elevation",1000
"411","T-P11871","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,25,1988,-6.214149866,42.94445721,"3 - UTM10x10 + Elevation",1270
"412","T-P11872","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,50,1988,-5.701858365,42.94510076,"3 - UTM10x10 + Elevation",1200
"413","T-P11873","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,5,1988,-5.649793715,42.87428253,"3 - UTM10x10 + Elevation",1090
"414","T-P11874","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,1988,-6.754270027,42.59485171,"3 - UTM10x10 + Elevation",540
"415","T-P11875","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,12,1988,-6.35884046,42.94570107,"3 - UTM10x10 + Elevation",1000
"416","T-P11876","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1988,-6.216775309,42.99480644,"3 - UTM10x10 + Elevation",1440
"417","T-P11877","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,5,1988,-6.267710828,42.93753672,"3 - UTM10x10 + Elevation",1030
"418","T-P11878","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1988,-5.748352093,42.88816549,"3 - UTM10x10 + Elevation",1200
"419","T-P11879","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1988,-5.689243528,42.88056569,"3 - UTM10x10 + Elevation",1140
"420","T-P11880","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,5,1988,-4.921009463,42.90324582,"3 - UTM10x10 + Elevation",1400
"421","T-P11881","V38"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,100,1988,-5.32150823,43.06510802,"3 - UTM10x10 + Elevation",1620
"422","T-P11882","V38"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,20,1988,-5.250462326,43.07012973,"3 - UTM10x10 + Elevation",1620
"423","T-P11883","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,8,1988,-4.824177325,43.02549475,"3 - UTM10x10 + Elevation",1380
"424","T-P11884","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,40,1988,-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950
"425","T-P11885","V39","      +",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,20,1988,-4.880533711,42.94173846,"3 - UTM10x10 + Elevation",1250
"426","T-P11886","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,12,1988,-5.583514501,42.98745447,"3 - UTM10x10 + Elevation",1260
"427","T-P11888","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,40,1988,-5.503423208,42.82715264,"3 - UTM10x10 + Elevation",1030
"428","T-P11889","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,40,1988,-5.688575971,42.97782968,"3 - UTM10x10 + Elevation",1240
"429","T-P11890","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,10,1988,-4.888793567,42.89117522,"3 - UTM10x10 + Elevation",1370
"430","T-P12037","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1988,-3.16055042,43.28305254,"3 - UTM10x10 + Elevation",150
"431","T-P12038","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1988,-3.13099271,43.29389577,"3 - UTM10x10 + Elevation",200
"432","T-P12039","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1988,-3.108806287,43.29571995,"3 - UTM10x10 + Elevation",250
"433","T-P12040","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1988,-3.054595502,43.33177705,"3 - UTM10x10 + Elevation",300
"434","T-P12041","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1988,-3.251542666,43.2306615,"3 - UTM10x10 + Elevation",400
"435","T-P12042","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1988,-2.988015868,43.17510784,"3 - UTM10x10 + Elevation",250
"436","T-P12043","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1988,-2.985541955,43.23093713,"3 - UTM10x10 + Elevation",200
"437","T-P12268","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,10,1988,-6.230343729,43.0196353,"3 - UTM10x10 + Elevation",1480
"438","T-P12269","V35"," V35   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,10,1988,-6.243923613,43.0444621,"3 - UTM10x10 + Elevation",1300
"439","T-P12270","V35"," V35   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,10,1988,-6.213856679,42.98588442,"3 - UTM10x10 + Elevation",1350
"440","T-P12271","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,6,1988,-6.402625935,42.98402406,"3 - UTM10x10 + Elevation",1520
"441","T-P12272","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,12,1988,-6.323608334,42.92872243,"3 - UTM10x10 + Elevation",1000
"442","T-P12273","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1988,-6.231850416,43.00158459,"3 - UTM10x10 + Elevation",1440
"443","T-P12274","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1988,-6.246347129,42.95075099,"3 - UTM10x10 + Elevation",1240
"444","T-P12275","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1988,-6.403089754,42.94799425,"3 - UTM10x10 + Elevation",1090
"445","T-P12276","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,5,1988,-6.297557608,42.94568401,"3 - UTM10x10 + Elevation",1030
"446","T-P12277","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,20,1988,-6.327726795,42.91419609,"3 - UTM10x10 + Elevation",1000
"447","T-P12278","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,25,1988,-6.189951626,42.95053729,"3 - UTM10x10 + Elevation",1270
"448","T-P12279","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,4,1988,-6.364617546,42.96173849,"3 - UTM10x10 + Elevation",1380
"449","T-P12280","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,10,1988,-6.321451714,42.93418754,"3 - UTM10x10 + Elevation",940
"450","T-P12281","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","",NA,4,1988,-6.295206103,42.94755262,"3 - UTM10x10 + Elevation",1030
"451","T-P12282","V39","      ?",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","",NA,5,1988,-6.534923633,42.93859187,"3 - UTM10x10 + Elevation",890
"452","T-P12283","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","SE",18,10,1988,-6.544916555,42.94188403,"3 - UTM10x10 + Elevation",930
"453","T-P13196","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,1997,-2.759690412,43.04158337,"2 - UTM1x1 + Centroid",1090
