"Releve number","Twinspan2","Class","EUNIS","Sintaxon","SIVIMID","Plant.Cover","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
527810,"Weeds (V15)",4,"V15","Comunidad de Lathyrus aphaca y Scleranthus annuus","T-P27810",NA,"W",8,NA,"1958",-5.77511715,43.04779729,"3 - UTM10x10 + Elevation",670
527812,"Weeds (V15)",4,"V15","Comunidad de Lathyrus aphaca y Scleranthus annuus","T-P27812",35,"E",3,NA,"1958",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",940
527823,"Weeds (V15)",4,"V15","Asociación Caucalis lappula-Neslia apiculata","T-P27823",20,"",NA,NA,"1958",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920
527824,"Weeds (V15)",4,"V15","Asociación Caucalis lappula-Neslia apiculata","T-P27824",20,"",NA,NA,"1958",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",950
527833,"Trampled (V35)",7,"V34","Asociación de Plantago coronopus-Trifolium fragiferum","T-P27833",100,"",NA,1,"1958",-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31
527834,"Trampled (V35)",7,"V34","Asociación de Plantago coronopus-Trifolium fragiferum","T-P27834",100,"",NA,1,"1958",-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31
527837,"Trampled (V35)",8,"V35","Asociación de Lolium perenne-Plantago major","T-P27837",75,"",NA,1,"1958",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920
527838,"Trampled (V35)",8,"V35","Asociación de Lolium perenne-Plantago major","T-P27838",50,"",NA,2,"1958",-5.004129257,43.27460978,"3 - UTM10x10 + Elevation",1050
527839,"Trampled (V35)",8,"V35","Asociación de Lolium perenne-Plantago major","T-P27839",70,"",NA,1,"1958",-6.715006681,43.56492917,"3 - UTM10x10 + Elevation",10
527840,"Trampled (V35)",8,"V35","Asociación de Lolium perenne-Plantago major","T-P27840",80,"",NA,NA,"1958",-5.658685532,43.53317989,"3 - UTM10x10 + Elevation",20
527851,"Trampled (V35)",8,"V35","Asociación de Spergularia rubra-Amaranthus deflexus","T-P27851",NA,"",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053
527852,"Trampled (V35)",8,"V35","Asociación de Spergularia rubra-Amaranthus deflexus","T-P27852",NA,"",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053
527869,"Mesic ruderals (V39)",10,"V38","Asociación de Malva mauritanica-Rumex obtusifolius","T-P27869",100,"",NA,NA,"1958",-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950
527870,"Mesic ruderals (V39)",10,"V38","Asociación de Malva mauritanica-Rumex obtusifolius","T-P27870",100,"",NA,NA,"1958",-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960
527948,"Weeds (V15)",4,"V15","Malvo moschatae-Arrhenatheretum","T-P27948",NA,"SSW",5,20,"1958",-4.411058367,42.99351475,"3 - UTM10x10 + Elevation",1290
528146,"Trampled (V35)",8,"V35","Sagino-Bryetum argentei","T-P28146",80,"",NA,1,"1958",-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31
531605,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31605",100,"",NA,2,"1985-1986",-3.924415113,43.39322181,"4 - UTM10x10 + Centroid",64
531608,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31608",30,"",NA,2,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178
531609,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31609",60,"",NA,4,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178
531610,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31610",50,"",NA,1,"1985-1986",-4.54010737,43.29709228,"4 - UTM10x10 + Centroid",367.5
531611,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31611",50,"",NA,4,"1985-1986",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191
531617,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31617",80,"",NA,2,"1985-1986",-4.108373975,42.79326158,"4 - UTM10x10 + Centroid",873
531619,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31619",80,"",NA,4,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
531620,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31620",60,"",NA,2,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36
531622,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31622",85,"",NA,2,"1985-1986",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81
531623,"Walls",1,"?","Hedero-Polypodietum cambrici","T-P31623",40,"",NA,3,"1985-1986",-3.455098968,43.45524153,"4 - UTM10x10 + Centroid",41
531625,"Trampled (V35)",1,"?","Hedero-Polypodietum cambrici","T-P31625",100,"",NA,2,"1985-1986",-4.287924398,43.0300701,"4 - UTM10x10 + Centroid",1366
531627,"Trampled (V35)",5,"V32","Associació-Desconeguda","T-P31627",85,"",NA,5,"2000",-2.906511653,43.37137182,"1 - UTM1x1 + Elevation",5
532454,"Walls",1,"?","Parietarietum judaicae","T-P32454",NA,"",NA,10,"1966",-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150
532455,"Walls",1,"?","Parietarietum judaicae","T-P32455",NA,"",NA,10,"1966",-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100
532456,"Walls",1,"?","Parietarietum judaicae","T-P32456",NA,"",NA,60,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130
532457,"Walls",1,"?","Parietarietum judaicae","T-P32457",NA,"",NA,10,"1966",-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130
532458,"Walls",1,"?","Parietarietum judaicae","T-P32458",NA,"",NA,10,"1966",-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160
532459,"Walls",1,"?","Parietarietum judaicae","T-P32459",NA,"",NA,10,"1966",-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160
532460,"Walls",1,"?","Parietarietum judaicae","T-P32460",NA,"",NA,30,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130
532461,"Walls",1,"?","Parietarietum judaicae","T-P32461",NA,"",NA,100,"1966",-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160
532463,"Walls",1,"?","Parietarietum judaicae","T-P32463",NA,"",NA,20,"1966",-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100
532465,"Walls",1,"?","Parietarietum judaicae","T-P32465",NA,"",NA,10,"1966",-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180
532466,"Walls",1,"?","Parietarietum judaicae","T-P32466",NA,"",NA,50,"1966",-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220
532467,"Walls",1,"?","Parietarietum judaicae","T-P32467",NA,"",NA,10,"1966",-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290
532468,"Walls",1,"?","Parietarietum judaicae","T-P32468",NA,"",NA,50,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290
532469,"Walls",1,"?","Parietarietum judaicae","T-P32469",NA,"",NA,20,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290
532471,"Walls",1,"?","Parietarietum judaicae","T-P32471",NA,"",NA,20,"1966",-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700
532472,"Walls",1,"?","Parietarietum judaicae","T-P32472",NA,"",NA,20,"1966",-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750
532589,"Weeds (V15)",4,"V15","Lamio amplexicaulis-Veronicetum hederifoliae","T-P32589",90,"",0,35,"1995",-7.517978838,42.471799,"3 - UTM10x10 + Elevation",390
532590,"Weeds (V15)",4,"V15","Lamio amplexicaulis-Veronicetum hederifoliae","T-P32590",95,"",0,25,"1995",-7.433705561,42.51831349,"3 - UTM10x10 + Elevation",390
532591,"Weeds (V15)",9,"V37","Lamio amplexicaulis-Veronicetum hederifoliae","T-P32591",90,"",0,40,"1995",-7.537947173,42.51242418,"3 - UTM10x10 + Elevation",290
532592,"Weeds (V15)",4,"V15","Lamio amplexicaulis-Veronicetum hederifoliae","T-P32592",95,"",0,30,"1995",-7.482994553,42.45876992,"3 - UTM10x10 + Elevation",590
532593,"Weeds (V15)",4,"V15","Lamio amplexicaulis-Veronicetum hederifoliae","T-P32593",90,"",0,50,"1995",-7.436027698,42.44799597,"3 - UTM10x10 + Elevation",530
532594,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32594",100,"",NA,40,"1995",-7.485371056,42.49123445,"2 - UTM1x1 + Centroid",300
532595,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32595",85,"",0,60,"1995",-7.59002046,42.49233933,"1 - UTM1x1 + Elevation",310
532596,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32596",85,"W",5,10,"1995",-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200
532597,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32597",NA,"",0,40,"1995",-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400
532598,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32598",80,"E",NA,25,"1995",-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350
532599,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32599",95,"SE",10,40,"1995",-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360
532600,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32600",95,"",0,60,"1995",-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400
532601,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32601",NA,"",0,30,"1995",-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320
532602,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32602",80,"",0,50,"1995",-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380
532603,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32603",100,"",0,30,"1995",-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320
532604,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32604",95,"",0,NA,"1995",-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500
532605,"Weeds (V15)",4,"V15","Linario amethysteae-Calenduletum arvensis","T-P32605",90,"E",NA,40,"1995",-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390
532606,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32606",100,"NE",NA,30,"1995",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740
532607,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32607",90,"SW",NA,40,"1995",-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300
532608,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32608",90,"",0,30,"1995",-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380
532609,"Weeds (V15)",9,"V","Lamio hybridi-Echinochloetum crus-gallii","T-P32609",90,"",0,25,"1995",-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380
532610,"Weeds (V15)",9,"V37","Lamio hybridi-Echinochloetum crus-gallii","T-P32610",100,"",0,30,"1995",-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400
532611,"Weeds (V15)",9,"V37","Lamio hybridi-Echinochloetum crus-gallii","T-P32611",100,"SE",10,40,"1995",-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760
532612,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32612",100,"",0,50,"1995",-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300
532613,"Weeds (V15)",9,"V37","Lamio hybridi-Echinochloetum crus-gallii","T-P32613",50,"",0,50,"1995",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290
532614,"Weeds (V15)",9,"V37","Lamio hybridi-Echinochloetum crus-gallii","T-P32614",70,"",0,50,"1995",-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400
532615,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32615",100,"",0,25,"1995",-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320
532616,"Weeds (V15)",7,"V34","Lamio hybridi-Echinochloetum crus-gallii","T-P32616",95,"",0,40,"1995",-7.535390149,42.51072494,"1 - UTM1x1 + Elevation",290
532617,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32617",100,"",0,50,"1995",-7.537556731,42.50703764,"1 - UTM1x1 + Elevation",290
532618,"Weeds (V15)",4,"V","Lamio hybridi-Echinochloetum crus-gallii","T-P32618",100,"",0,20,"1995",-7.340969998,42.65512325,"1 - UTM1x1 + Elevation",740
532619,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32619",50,"",0,25,"1995",-7.633362043,42.42036565,"1 - UTM1x1 + Elevation",460
532620,"Weeds (V15)",4,"V15","Lamio hybridi-Echinochloetum crus-gallii","T-P32620",50,"S",NA,25,"1995",-7.631336242,42.42584969,"1 - UTM1x1 + Elevation",460
532621,"Weeds (V15)",9,"V","Lamio hybridi-Echinochloetum crus-gallii","T-P32621",25,"",0,30,"1995",-7.633627005,42.42395625,"1 - UTM1x1 + Elevation",460
532622,"Weeds (V15)",7,"V34","Lamio hybridi-Echinochloetum crus-gallii","T-P32622",50,"",0,15,"1995",-7.36352897,42.4543857,"1 - UTM1x1 + Elevation",360
533531,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33531",NA,"E",NA,NA,"1959",-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400
533532,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33532",NA,"W",5,NA,"1959",-8.511500273,42.8981376,"3 - UTM10x10 + Elevation",300
533533,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33533",NA,"S",10,NA,"1959",-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300
533534,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33534",NA,"S",8,NA,"1959",-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300
533535,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33535",NA,"S",8,NA,"1959",-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300
533536,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33536",NA,"SW",NA,NA,"1959",-8.574588079,42.83745977,"3 - UTM10x10 + Elevation",250
533537,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33537",NA,"S",6,NA,"1959",-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250
533538,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33538",NA,"S",NA,NA,"1959",-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300
533539,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33539",NA,"S",5,NA,"1959",-8.516963469,42.82225509,"3 - UTM10x10 + Elevation",150
533540,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33540",NA,"E",NA,NA,"1959",-8.613811988,43.26763759,"3 - UTM10x10 + Elevation",150
533541,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33541",NA,"S",NA,NA,"1959",-8.539523125,42.8283643,"3 - UTM10x10 + Elevation",250
533542,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33542",NA,"S",5,NA,"1959",-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",200
533543,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33543",NA,"NW",NA,NA,"1959",-8.590665094,42.82587088,"3 - UTM10x10 + Elevation",200
533544,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33544",NA,"W",13,NA,"1959",-8.538321195,42.89683922,"3 - UTM10x10 + Elevation",350
533545,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33545",NA,"NW",10,NA,"1959",-8.537087631,42.82848246,"3 - UTM10x10 + Elevation",250
533546,"Weeds (V15)",5,"V32","Chrysanthemum segetum-Raphanetum","T-P33546",NA,"S",7,NA,"1959",-8.370150002,42.87786845,"2 - UTM1x1 + Centroid",30
533547,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33547",NA,"S",4,NA,"1959",-8.596345619,42.88860735,"3 - UTM10x10 + Elevation",250
533548,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33548",NA,"S",NA,NA,"1959",-8.50051025,42.85725756,"1 - UTM1x1 + Elevation",150
533549,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33549",NA,"",NA,NA,"1959",-8.638765756,42.89732172,"2 - UTM1x1 + Centroid",250
533550,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33550",NA,"W",4,NA,"1959",-8.501191423,42.83741983,"1 - UTM1x1 + Elevation",250
533551,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33551",NA,"W",7,NA,"1959",-8.537542381,42.86086828,"1 - UTM1x1 + Elevation",250
533552,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33552",NA,"",NA,NA,"1959",-8.614550307,42.90031611,"3 - UTM10x10 + Elevation",250
533553,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33553",NA,"N",NA,NA,"1959",-8.509298186,42.84603107,"1 - UTM1x1 + Elevation",150
533554,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33554",NA,"S",6,NA,"1959",-8.598295406,42.88311045,"1 - UTM1x1 + Elevation",250
533555,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33555",NA,"S",3,NA,"1959",-8.542415896,42.86063173,"3 - UTM10x10 + Elevation",250
533556,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33556",NA,"W",NA,NA,"1959",-8.497958348,42.82857336,"1 - UTM1x1 + Elevation",200
533557,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33557",NA,"N",4,NA,"1959",-8.555585336,42.84378757,"3 - UTM10x10 + Elevation",350
533558,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33558",NA,"S",10,NA,"1959",-8.397752265,42.88556894,"1 - UTM1x1 + Elevation",350
533559,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33559",NA,"E",NA,NA,"1959",-8.534435887,42.88082377,"1 - UTM1x1 + Elevation",300
533560,"Weeds (V15)",4,"V15","Chrysanthemum segetum-Raphanetum","T-P33560",NA,"W",NA,NA,"1959",-8.581725836,42.86231693,"3 - UTM10x10 + Elevation",200
533561,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33561",NA,"N",NA,NA,"1959",-8.583338351,42.93425511,"3 - UTM10x10 + Elevation",350
533562,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33562",NA,"N",5,NA,"1959",-8.55928018,42.91202409,"1 - UTM1x1 + Elevation",350
533563,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33563",NA,"",NA,NA,"1959",-8.538458603,42.92563953,"1 - UTM1x1 + Elevation",350
533564,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33564",NA,"W",3,NA,"1959",-8.557958896,42.95169794,"3 - UTM10x10 + Elevation",250
533565,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33565",NA,"W",NA,NA,"1959",-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",250
533566,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33566",NA,"N",5,NA,"1959",-8.532775354,42.91691302,"1 - UTM1x1 + Elevation",350
533567,"Weeds (V15)",4,"V15","Linaria delphinioides-Arnoseretum","T-P33567",NA,"W",9,NA,"1959",-8.562055917,42.88848324,"3 - UTM10x10 + Elevation",300
533568,"Weeds (V15)",4,"V15","Panicum crus galli-Spergula arvensis","T-P33568",NA,"E",NA,NA,"1959",-8.552807352,42.86732839,"3 - UTM10x10 + Elevation",250
533569,"Weeds (V15)",4,"V15","Panicum crus galli-Spergula arvensis","T-P33569",NA,"N",NA,NA,"1959",-8.536833901,42.63404724,"3 - UTM10x10 + Elevation",400
533570,"Weeds (V15)",4,"V15","Panicum crus galli-Spergula arvensis","T-P33570",NA,"N",NA,NA,"1959",-8.56562549,42.90091223,"3 - UTM10x10 + Elevation",400
533571,"Weeds (V15)",4,"V15","Panicum crus galli-Spergula arvensis","T-P33571",NA,"W",NA,NA,"1959",-8.624942499,42.87999975,"1 - UTM1x1 + Elevation",150
533572,"Weeds (V15)",4,"V15","Panicum crus galli-Spergula arvensis","T-P33572",NA,"W",NA,NA,"1959",-8.594558349,42.86889032,"1 - UTM1x1 + Elevation",100
533573,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33573",NA,"S",NA,NA,"1959",-8.561086779,42.87772787,"1 - UTM1x1 + Elevation",200
533574,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33574",NA,"",NA,NA,"1959",-8.609527826,42.9527753,"3 - UTM10x10 + Elevation",350
533575,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33575",NA,"S",NA,NA,"1959",-8.607393522,42.8754621,"1 - UTM1x1 + Elevation",150
533576,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33576",NA,"S",NA,NA,"1959",-8.575063067,42.86984429,"1 - UTM1x1 + Elevation",150
533577,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33577",NA,"S",NA,NA,"1959",-8.57750003,42.86972523,"2 - UTM1x1 + Centroid",100
533578,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33578",NA,"N",NA,NA,"1959",-8.52298909,42.80756019,"1 - UTM1x1 + Elevation",200
533579,"Weeds (V15)",4,"V15","Panicum sanguinale-Mercurialis annua","T-P33579",NA,"S",NA,NA,"1959",-8.520714265,42.80947066,"1 - UTM1x1 + Elevation",200
533583,"Mesic ruderals (V39)",10,"V38","Galactito tomentosae-Digitaletum purpureae","T-P33583",NA,"W",NA,NA,"1959",-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300
533584,"Mesic ruderals (V39)",10,"V38","Galactito tomentosae-Digitaletum purpureae","T-P33584",NA,"S",NA,NA,"1959",-8.488215567,42.82904219,"1 - UTM1x1 + Elevation",200
535959,"Mesic ruderals (V39)",10,"V38","Bromo-Polygonetum bistortae","T-P35959",100,"",NA,20,"1983",-5.993913156,42.95223586,"3 - UTM10x10 + Elevation",1200
535970,"Trampled (V35)",8,"V35","Chenopodio boni-henrici-Senecietum durieui","T-P35970",80,"",NA,15,"1983",-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600
535971,"Mesic ruderals (V39)",10,"V38","Chenopodio boni-henrici-Senecietum durieui","T-P35971",90,"E",18,10,"1983",-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650
535972,"Trampled (V35)",8,"V35","Chenopodio boni-henrici-Senecietum durieui","T-P35972",80,"NE",9,15,"1983",-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670
535973,"Mesic ruderals (V39)",11,"V39","Chenopodio boni-henrici-Senecietum durieui","T-P35973",90,"NE",7.2,10,"1983",-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800
535974,"Mesic ruderals (V39)",11,"V39","Chenopodio boni-henrici-Senecietum durieui","T-P35974",95,"N",9,10,"1983",-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800
536738,"Weeds (V15)",5,"V32","Poo-Trifolietum subterranei","T-P36738",100,"S",5,15,"1993",-7.497203747,42.52123634,"1 - UTM1x1 + Elevation",300
536741,"Mesic ruderals (V39)",10,"V38","Galio aparines-Conietum maculati","T-P36741",85,"",0,25,"1993",-7.493380493,42.53579211,"1 - UTM1x1 + Elevation",310
536742,"Mesic ruderals (V39)",10,"V38","Galio aparines-Conietum maculati","T-P36742",90,"",0,16,"1993",-7.553086558,42.55323795,"1 - UTM1x1 + Elevation",350
536743,"Mesic ruderals (V39)",6,"V33","Galio aparines-Conietum maculati","T-P36743",100,"",0,30,"1993",-7.550788816,42.55513008,"1 - UTM1x1 + Elevation",350
536744,"Mesic ruderals (V39)",5,"V32","Galio aparines-Conietum maculati","T-P36744",95,"",0,40,"1993",-7.558539154,42.5278113,"1 - UTM1x1 + Elevation",330
536745,"Mesic ruderals (V39)",5,"V32","Galio aparines-Conietum maculati","T-P36745",NA,"",0,40,"1993",-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290
536746,"Mesic ruderals (V39)",5,"V32","Galio aparines-Conietum maculati","T-P36746",100,"",0,20,"1993",-7.554151701,42.50097598,"1 - UTM1x1 + Elevation",280
536747,"Mesic ruderals (V39)",11,"V39","Galio aparines-Conietum maculati","T-P36747",100,"",0,18,"1993",-7.614367414,42.52557217,"1 - UTM1x1 + Elevation",440
536748,"Mesic ruderals (V39)",6,"V33","Comunidad de Dipsacus fullonum","T-P36748",100,"E-SE",15,100,"1993",-7.506684798,42.55147473,"1 - UTM1x1 + Elevation",320
536749,"Mesic ruderals (V39)",9,"V37","Comunidad de Dipsacus fullonum","T-P36749",100,"SE",5,60,"1993",-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",320
536750,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36750",NA,"S",NA,12,"1993",-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600
536752,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36752",100,"",NA,20,"1993",-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330
536753,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36753",100,"",0,12,"1993",-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320
536754,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36754",95,"",0,15,"1993",-7.476012833,42.56528419,"1 - UTM1x1 + Elevation",330
536755,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36755",100,"",0,25,"1993",-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380
536757,"Mesic ruderals (V39)",11,"V39","Geranio robertiani-Caryolophetum sempervirentis","T-P36757",100,"",NA,16,"1993",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
536758,"Mesic ruderals (V39)",11,"V39","Urtico-Smyrnietum olusatri","T-P36758",100,"",0,18,"1993",-7.623373982,42.54861694,"1 - UTM1x1 + Elevation",500
536759,"Mesic ruderals (V39)",11,"V39","Urtico-Smyrnietum olusatri","T-P36759",100,"SE",5,12,"1993",-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",380
536760,"Mesic ruderals (V39)",5,"V32","Urtico-Smyrnietum olusatri","T-P36760",100,"",0,5,"1993",-7.608540829,42.54561442,"1 - UTM1x1 + Elevation",440
536761,"Mesic ruderals (V39)",11,"V39","Urtico-Smyrnietum olusatri","T-P36761",100,"",0,15,"1993",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
