"SIVIMID","L1","L0","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","Fixed"
"T-P27797","Oxalidion europeae","Papaveretea rhoeadis","Comunidad de Convolvulus sepium y Oxalis violacea","Cynancho-Convolvulion sepium","Epilobietea angustifolii","V15",NA,1958,-5.719999329,43.35526167,"3 - UTM10x10 + Elevation",285,"",NA,0
"T-P27798","Oxalidion europeae","Papaveretea rhoeadis","Comunidad de Brassica nigra","Scleranthion annui","Papaveretea rhoeadis","V15",30,1958,-5.599883033,43.54713832,"3 - UTM10x10 + Elevation",30,"NE",NA,0
"T-P27799","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Asociación de Lamium dissectum-Panicum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",NA,1958,-5.122336609,43.34270979,"3 - UTM10x10 + Elevation",200,"",NA,1
"T-P27800","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Asociación de Lamium dissectum-Panicum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",NA,1958,-5.137193516,43.41446604,"3 - UTM10x10 + Elevation",215,"S",2,1
"T-P27801","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Asociación de Lamium dissectum-Panicum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",NA,1958,-5.821635631,43.04485809,"3 - UTM10x10 + Elevation",640,"",NA,1
"T-P27802","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Asociación de Amaranthus hybridus-Chenopodium polyspermum","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",NA,1958,-6.609383,42.57610299,"3 - UTM10x10 + Elevation",500,"",NA,1
"T-P27807","Scleranthion annui","Papaveretea rhoeadis","Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-6.222917172,42.59484247,"3 - UTM10x10 + Elevation",1090,"S",2,1
"T-P27808","Scleranthion annui","Papaveretea rhoeadis","Asociación de Linaria delphinoides-Anthoxanthum aristatum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-6.282723413,42.5733329,"3 - UTM10x10 + Elevation",1070,"",NA,1
"T-P27809",NA,NA,"Associació-Desconeguda","Unknown",NA,"V15",NA,1958,-7.455813041,42.92980784,"3 - UTM10x10 + Elevation",420,"S",20,0
"T-P27810","Scleranthion annui","Papaveretea rhoeadis","Comunidad de Lathyrus aphaca y Scleranthus annuus","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-5.77511715,43.04779729,"3 - UTM10x10 + Elevation",670,"W",8,1
"T-P27812","Scleranthion annui","Papaveretea rhoeadis","Comunidad de Lathyrus aphaca y Scleranthus annuus","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",940,"E",3,1
"T-P27823",NA,NA,"Asociación Caucalis lappula-Neslia apiculata","Unknown",NA,"V15",NA,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920,"",NA,0
"T-P27824",NA,NA,"Asociación Caucalis lappula-Neslia apiculata","Unknown",NA,"V15",NA,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",950,"",NA,0
"T-P27833",NA,NA,"Asociación de Plantago coronopus-Trifolium fragiferum","Potentillion anserinae","Molinio-Arrhenatheretea","V34",1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"",NA,0
"T-P27834",NA,NA,"Asociación de Plantago coronopus-Trifolium fragiferum","Potentillion anserinae","Molinio-Arrhenatheretea","V34",1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"",NA,0
"T-P27837",NA,NA,"Asociación de Lolium perenne-Plantago major","Cynosurion cristati","Molinio-Arrhenatheretea","V35",1,1958,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920,"",NA,0
"T-P27838",NA,NA,"Asociación de Lolium perenne-Plantago major","Cynosurion cristati","Molinio-Arrhenatheretea","V35",2,1958,-5.004129257,43.27460978,"3 - UTM10x10 + Elevation",1050,"",NA,0
"T-P27839",NA,NA,"Asociación de Lolium perenne-Plantago major","Cynosurion cristati","Molinio-Arrhenatheretea","V35",1,1958,-6.715006681,43.56492917,"3 - UTM10x10 + Elevation",10,"",NA,0
"T-P27840",NA,NA,"Asociación de Lolium perenne-Plantago major","Cynosurion cristati","Molinio-Arrhenatheretea","V35",NA,1958,-5.658685532,43.53317989,"3 - UTM10x10 + Elevation",20,"",NA,0
"T-P27851","Polygono-Coronopodion","Polygono-Poetea annuae","Asociación de Spergularia rubra-Amaranthus deflexus","Scleranthion annui","Papaveretea rhoeadis","V",NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"",NA,0
"T-P27852","Polygono-Coronopodion","Polygono-Poetea annuae","Asociación de Spergularia rubra-Amaranthus deflexus","Scleranthion annui","Papaveretea rhoeadis","V35",NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"",NA,0
"T-P27853","Polycarpion tetraphylli","Polygono-Poetea annuae","Asociación de Spergularia rubra-Amaranthus deflexus","Scleranthion annui","Papaveretea rhoeadis","V35",NA,1958,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"",NA,0
"T-P27869","Balloto-Conion maculati","Epilobietea angustifolii","Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Epilobietea angustifolii","V38",NA,1958,-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950,"",NA,0
"T-P27870","Balloto-Conion maculati","Epilobietea angustifolii","Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Epilobietea angustifolii","V38",NA,1958,-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960,"",NA,0
"T-P28146","Polycarpion tetraphylli","Polygono-Poetea annuae","Sagino-Bryetum argentei","Saginion procumbentis","Polygono-Poetea annuae","V35",1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"",NA,0
"T-P31627",NA,NA,"Associació-Desconeguda","Unknown",NA,"V32",5,2000,-2.906511653,43.37137182,"1 - UTM1x1 + Elevation",5,"",NA,0
"T-P32454","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150,"",NA,1
"T-P32455","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100,"",NA,0
"T-P32456","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",60,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"",NA,1
"T-P32457","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130,"",NA,1
"T-P32458","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160,"",NA,1
"T-P32459","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160,"",NA,1
"T-P32460","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",30,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"",NA,1
"T-P32461","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",100,1966,-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160,"",NA,1
"T-P32462","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190,"",NA,1
"T-P32463","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100,"",NA,1
"T-P32464","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","H32d",20,1966,-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140,"",NA,1
"T-P32465","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180,"",NA,1
"T-P32466","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1966,-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220,"",NA,0
"T-P32467","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",10,1966,-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290,"",NA,1
"T-P32468","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",50,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"",NA,1
"T-P32469","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"",NA,0
"T-P32470","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",NA,1966,-1.522005849,43.15115377,"1 - UTM1x1 + Elevation",280,"",NA,0
"T-P32471","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700,"",NA,0
"T-P32472","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","Parietarietum judaicae","Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae","?",20,1966,-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750,"",NA,1
"T-P32574","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R",12,2010,-1.494353861,43.47495185,"3 - UTM10x10 + Elevation",45,"",0,1
"T-P32575","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",8,2010,-1.319849073,43.4365037,"3 - UTM10x10 + Elevation",2,"",0,1
"T-P32576","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","?",16,2010,-1.319948701,43.43290349,"3 - UTM10x10 + Elevation",7,"",0,1
"T-P32577","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R",30,2010,-1.052698994,43.36743524,"3 - UTM10x10 + Elevation",50,"",0,1
"T-P32578","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",20,2010,-0.658107539,43.16554178,"3 - UTM10x10 + Elevation",240,"",45,1
"T-P32579","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",40,2010,-1.26807781,43.43212945,"3 - UTM10x10 + Elevation",35,"",0,1
"T-P32580","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R",20,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",16,"",NA,1
"T-P32582","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",20,2010,-1.243378118,43.43175259,"3 - UTM10x10 + Elevation",85,"",NA,1
"T-P32583","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",20,2010,-1.243430192,43.42995256,"3 - UTM10x10 + Elevation",80,"",NA,1
"T-P32584","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",16,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",10,"",NA,1
"T-P32585","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",6,2010,-1.469770238,43.46922293,"3 - UTM10x10 + Elevation",2,"",NA,1
"T-P32587","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R55",60,2010,-1.231080892,43.42976214,"3 - UTM10x10 + Elevation",80,"",NA,1
"T-P32588","Cynancho-Convolvulion sepium","Epilobietea angustifolii","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Epilobietea angustifolii","R",30,2010,-0.655718096,43.16369195,"3 - UTM10x10 + Elevation",240,"",NA,1
"T-P32589","Oxalidion europeae","Papaveretea rhoeadis","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",35,1995,-7.517978838,42.471799,"3 - UTM10x10 + Elevation",390,"",0,1
"T-P32590","Oxalidion europeae","Papaveretea rhoeadis","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",25,1995,-7.433705561,42.51831349,"3 - UTM10x10 + Elevation",390,"",0,1
"T-P32591","Scleranthion annui","Papaveretea rhoeadis","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V37",40,1995,-7.537947173,42.51242418,"3 - UTM10x10 + Elevation",290,"",0,0
"T-P32592","Scleranthion annui","Papaveretea rhoeadis","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",30,1995,-7.482994553,42.45876992,"3 - UTM10x10 + Elevation",590,"",0,0
"T-P32593","Scleranthion annui","Papaveretea rhoeadis","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,1995,-7.436027698,42.44799597,"3 - UTM10x10 + Elevation",530,"",0,0
"T-P32594","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1995,-7.485371056,42.49123445,"2 - UTM1x1 + Centroid",300,"",NA,1
"T-P32595","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,1995,-7.59002046,42.49233933,"1 - UTM1x1 + Elevation",310,"",0,1
"T-P32596","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",10,1995,-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200,"W",5,1
"T-P32597","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1995,-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400,"",0,1
"T-P32598","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,1995,-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350,"E",NA,1
"T-P32599","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1995,-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360,"SE",10,1
"T-P32600","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,1995,-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400,"",0,1
"T-P32601","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,1995,-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320,"",0,1
"T-P32602","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",50,1995,-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380,"",0,1
"T-P32603","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,1995,-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320,"",0,1
"T-P32604","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1995,-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500,"",0,1
"T-P32605","Scleranthion annui","Papaveretea rhoeadis","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,1995,-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390,"E",NA,1
"T-P32606","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,1995,-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740,"NE",NA,1
"T-P32607","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",40,1995,-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300,"SW",NA,1
"T-P32608","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,1995,-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380,"",0,1
"T-P32609","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,1995,-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380,"",0,1
"T-P32610","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",30,1995,-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400,"",0,1
"T-P32611","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",40,1995,-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760,"SE",10,1
"T-P32612","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,1995,-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300,"",0,1
"T-P32613","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",50,1995,-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290,"",0,1
"T-P32614","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",50,1995,-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400,"",0,1
"T-P32615","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,1995,-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320,"",0,1
"T-P32616","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",40,1995,-7.535390149,42.51072494,"1 - UTM1x1 + Elevation",290,"",0,1
"T-P32617","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,1995,-7.537556731,42.50703764,"1 - UTM1x1 + Elevation",290,"",0,1
"T-P32618","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",20,1995,-7.340969998,42.65512325,"1 - UTM1x1 + Elevation",740,"",0,1
"T-P32619","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,1995,-7.633362043,42.42036565,"1 - UTM1x1 + Elevation",460,"",0,1
"T-P32620","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,1995,-7.631336242,42.42584969,"1 - UTM1x1 + Elevation",460,"S",NA,1
"T-P32621","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",30,1995,-7.633627005,42.42395625,"1 - UTM1x1 + Elevation",460,"",0,1
"T-P32622","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",15,1995,-7.36352897,42.4543857,"1 - UTM1x1 + Elevation",360,"",0,1
"T-P33531","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400,"E",NA,1
"T-P33532","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.511500273,42.8981376,"3 - UTM10x10 + Elevation",300,"W",5,1
"T-P33533","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300,"S",10,1
"T-P33534","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300,"S",8,1
"T-P33535","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300,"S",8,1
"T-P33536","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.574588079,42.83745977,"3 - UTM10x10 + Elevation",250,"SW",NA,1
"T-P33537","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250,"S",6,1
"T-P33538","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300,"S",NA,1
"T-P33539","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.516963469,42.82225509,"3 - UTM10x10 + Elevation",150,"S",5,1
"T-P33540","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.613811988,43.26763759,"3 - UTM10x10 + Elevation",150,"E",NA,1
"T-P33541","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.539523125,42.8283643,"3 - UTM10x10 + Elevation",250,"S",NA,1
"T-P33542","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",200,"S",5,1
"T-P33543","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.590665094,42.82587088,"3 - UTM10x10 + Elevation",200,"NW",NA,1
"T-P33544","Scleranthion annui","Papaveretea rhoeadis","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,1959,-8.538321195,42.89683922,"3 - UTM10x10 + Elevation",350,"W",13,1
