"SIVIMID","NMDS1","NMDS2","Relevé.number","Sintaxon","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","EUNIS2020","EUNIS_REVISED","PCluster","EUNISL1","EUNISL2"
"T-P15251",-0.236481196894217,0.000581467394356801,515251,"Poo annuae-Spergularietum salinae",140,13539,"30TVP80","",17828,NA,"Castro Urdiales","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15252",-1.21897386332281,0.221340112784522,515252,"Poo annuae-Spergularietum salinae",145,12079,"30TVP31","",17829,NA,"Santander","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15253",-0.220830980734982,-0.00094388994271027,515253,"Poo annuae-Spergularietum salinae",145,12079,"30TVP31","",17813,NA,"Santander","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15254",-0.227279423394293,-0.00541778229976003,515254,"Poo annuae-Spergularietum salinae",145,12079,"30TVP31","",17830,NA,"Santander","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15255",-0.2241849822221,-0.013546218648601,515255,"Poo annuae-Spergularietum salinae",140,12408,"30TUP80","",17831,NA,"S. Vicente de la Barquera","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15256",-0.211562230111254,-0.00772799346461973,515256,"Poo annuae-Spergularietum salinae",140,12408,"30TUP80","",17832,NA,"S. Vicente de la Barquera","","ATL_COAST","N_DUNES",NA,"",NA,2,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15257",-0.132369318810397,-0.0844719212328948,515257,"Poo annuae-Spergularietum salinae",135,12179,"30TUP31","",17833,NA,"Ribadesella","","ATL_COAST","N_DUNES",NA,"",NA,2,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15258",-1.28210517862954,0.25209231431704,515258,"Poo annuae-Spergularietum salinae",135,12179,"30TUP31","",17834,NA,"Ribadesella","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15259",-0.205572296819998,0.00838549283274622,515259,"Poo annuae-Spergularietum salinae",139,11957,"30TUP12","",17835,NA,"Lastres","","ATL_COAST","N_DUNES",NA,"",NA,2,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-5.311596575,43.52094319,"4 - UTM10x10 + Centroid",121,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15260",-0.22536558571484,0.00883270079216148,515260,"Poo annuae-Spergularietum salinae",131,11200,"30TTP52","",17836,NA,"Santa Mª del Mar","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-5.984658559,43.53591033,"4 - UTM10x10 + Centroid",108,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," R     ","V35",0,"Trampled","V34"
"T-P15261",-0.228081193946018,-0.00167599452477585,515261,"Poo annuae-Spergularietum salinae",133,11178,"29TQJ32","",17837,NA,"La Arena","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15262",-0.14391834719076,0.0535977296194456,515262,"Poo annuae-Spergularietum salinae",133,11178,"29TQJ32","",17838,NA,"Cudillero","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15263",-0.141819497589171,-0.0145426759933152,515263,"Poo annuae-Spergularietum salinae",128,13861,"29TPJ92","",17839,NA,"Luarca","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15264",-0.220908002881807,0.00834574812644665,515264,"Poo annuae-Spergularietum salinae",134,12631,"29TPJ82","",17840,NA,"Navia","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15265",-0.206388431189986,0.0122133492523867,515265,"Poo annuae-Spergularietum salinae",134,11558,"29TPJ62","",17841,NA,"Tapia de Casariego","","ATL_COAST","N_DUNES",NA,"",NA,1,"2294","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Saginion procumbentis"," V35   ","V35",4,"Trampled","V34"
"T-P15266",-0.147004435817911,0.0444579827626543,515266,"Polygono-Coronopetum squamati",143,12374,"30TUP80","",17842,10,"San Vicente de la Barquera","","ATL_COAST","N_DUNES",NA,"",NA,1,"626","Herrera, Mercedes; Aedo, Carlos; Díaz, Tomás E. & Fernández-Prieto, José A.","1988","Una nueva asociación cantábrica de la clase Polygono-Poetea annuae: Poo annuae-Spergularietum salinae."," Acta Bot. Malacitana, 13:326-332.","No forest",-4.363435165,43.3902954,"3 - UTM10x10 + Elevation",10,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion"," V35   ","V35",4,"Trampled","V35"
"T-P15400",0.159382960093589,-0.141154063912389,515400,"Anogrammo leptophyllae-Parietarietum lusitanicae",115,8488,"29TPG99","",17844,550,"Santalavilla","","ATL_COAST","N_DUNES",50,"",NA,8,"2174","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.670533409,42.41388206,"3 - UTM10x10 + Elevation",550,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis","      ?","U37",0,"Weed","V15A"
"T-P15401",0.151780022704145,-0.144168248926655,515401,"Anogrammo leptophyllae-Parietarietum lusitanicae",122,12313,"29TPG99","",17845,550,"Santalavilla","","ATL_COAST","N_DUNES",40,"",NA,10,"2174","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.660934966,42.41599027,"3 - UTM10x10 + Elevation",550,"Yes","ANTHROPOGENIC VEGETATION","Chenopodietea","Chenopodietalia","Geranio pusilli-Anthriscion caucalidis"," V32   ","V37",0,"Weed","V15A"
"T-P15406",-0.12195158720005,-0.14285127221163,515406,"Miboro minimae-Arabidopsietum thalianae",121,8282,"29TQH01","",17846,600,"Pantano de Bárcena","","ATL_COAST","N_DUNES",NA,"",NA,60,"2199","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.493229166,42.59051279,"3 - UTM10x10 + Elevation",600,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," V15   ","V15",2,"Weed","V15C"
"T-P15408",-0.108207655347882,-0.190346010572604,515408,"Miboro minimae-Arabidopsietum thalianae",95,9843,"30TUN04","",17847,980,"Palazuelo de Boñar","","ATL_COAST","N_DUNES",NA,"",NA,80,"2199","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-5.359937067,42.85001204,"3 - UTM10x10 + Elevation",980,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui"," V15   ","V15",2,"Weed","V15C"
"T-P15409",-0.0803856812794112,0.146150478623616,515409,"Carduo bourgeani-Silybetum mariani",118,9261,"29TPG89","",17848,500,"Pombriego","","ATL_COAST","N_DUNES",100,"",NA,30,"1966a","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.779899112,42.41392486,"3 - UTM10x10 + Elevation",500,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae"," V33   ","V38",0,"Ruderal","V38"
"T-P15413",-0.0148691944208108,0.18944247810559,515413,"Carduo carpetani-Onopordetum acanthii",87,12775,"29TPJ60","",17849,1250,"La Barranca","","ATL_COAST","N_DUNES",NA,"",NA,20,"2165a","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.96301988,43.37986208,"4 - UTM10x10 + Centroid",1250,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V38   ","V38",6,"Ruderal","V38"
"T-P15426",0.0568757383488307,0.302189568401952,515426,"Carduo carpetani-Onopordetum acanthii",85,10297,"29TQH44","",17850,1100,"Vegarienza","","ATL_COAST","N_DUNES",NA,"",NA,10,"2165d","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-6.046877736,42.78335639,"3 - UTM10x10 + Elevation",1100,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V38   ","V38",6,"Ruderal","V38"
"T-P15427",0.0791284169767314,0.266062168970748,515427,"Carduo carpetani-Onopordetum acanthii",88,11876,"30TTN59","",17851,1170,"Pandorado","","ATL_COAST","N_DUNES",NA,"",NA,10,"2165d","Rivas Martínez, S.; Penas, A. & Díaz González, T.E.","1986","Datos sobre la vegetación terofítica y nitrófila leonesa. Nota II."," Acta Bot. Malacitana, 11:273-288.","No forest",-5.965895598,43.23569538,"3 - UTM10x10 + Elevation",1170,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Carthametalia lanati","Carduo carpetani-Cirsion odontolepidis"," V38   ","V38",6,"Ruderal","V38"
"T-P17218",0.11346147950728,-0.0211580653814555,517218,"Arundini-Convolvuletum sepium",146,NA,"29TNG29","",18135,15,"Marín","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.654418308,42.42483896,"3 - UTM10x10 + Elevation",15,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17219",0.00549281605690145,-0.00374598027060245,517219,"Arundini-Convolvuletum sepium",147,16870,"29TNG18","",18136,20,"Lapamán, Bueu","","ATL_COAST","N_DUNES",NA,"",NA,10,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.813848245,42.33582066,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V38   ","V38",0,"Ruderal","V39"
"T-P17220",0.097201281946175,-0.0221008438539413,517220,"Arundini-Convolvuletum sepium",144,13862,"29TNG29","",18137,50,"Mogor, Marín","","ATL_COAST","N_DUNES",NA,"",NA,10,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17221",0.0915090350212654,-0.00737938701284169,517221,"Arundini-Convolvuletum sepium",144,16068,"29TNG18","",18138,100,"Coiro, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17222",0.101700995922711,-0.0190444233262538,517222,"Arundini-Convolvuletum sepium",147,15586,"29TNG17","",18139,100,"Darbo, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17223",0.114429586131293,-0.0284036535444951,517223,"Arundini-Convolvuletum sepium",146,16285,"29TNG18","",18140,70,"Hío, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.808852256,42.33427436,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17224",0.039777498131938,-0.0121017149763905,517224,"Arundini-Convolvuletum sepium",143,15951,"29TNG18","",18141,80,"Pintens, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.805710967,42.30022692,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V39   ","V39",0,"Ruderal","V39"
"T-P17225",0.189809123135607,0.0443411042548357,517225,"Arundini-Convolvuletum sepium",145,16150,"29TNG18","",18142,20,"Aldán, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R55   ","R55",0,"Ruderal","V39"
"T-P17226",0.187168819395309,0.0477715773077033,517226,"Arundini-Convolvuletum sepium",144,15712,"29TNG18","",18143,100,"Coiro, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"T-P17227",0.0977275571465509,-0.0431872753647519,517227,"Arundini-Convolvuletum sepium",146,16050,"29TNG28","",18144,70,"Moaña","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.678874459,42.29219622,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R     ","R55",0,"Ruderal","V39"
"T-P17228",0.15046375076726,-0.0165707827369544,517228,"Arundini-Convolvuletum sepium",141,16100,"29TNG28","",18145,180,"Meixoada, Moaña","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.716223267,42.3029373,"3 - UTM10x10 + Elevation",180,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V39   ","V39",0,"Ruderal","V39"
"T-P17229",0.202115254383281,0.0230950630610637,517229,"Arundini-Convolvuletum sepium",143,16276,"29TNG18","",18146,100,"Entre Beluso y Aldán, Bueu","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.80319532,42.32555992,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V38   ","V38",0,"Ruderal","V39"
"T-P17230",0.0326262159485136,0.00490835178313644,517230,"Arundini-Convolvuletum sepium",142,16151,"29TNG18","",18147,150,"Sampedro, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.797375012,42.31505309,"3 - UTM10x10 + Elevation",150,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R55   ","R55",0,"Ruderal","V39"
"T-P17231",0.166280578741543,0.0233359690312115,517231,"Arundini-Convolvuletum sepium",148,15064,"29TNG27","",18148,50,"Rodeira, Cangas de Morrazo","","ATL_COAST","N_DUNES",NA,"",NA,15,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.730457271,42.21940638,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R55   ","R55",0,"Ruderal","V39"
"T-P17232",0.13002962119027,0.0552225547605199,517232,"Arundini-Convolvuletum sepium",143,17377,"29TNG28","",18149,80,"Tirán, Moaña","","ATL_COAST","N_DUNES",NA,"",NA,20,"0216a","Castroviejo, S.","1975","Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia."," Anales Inst. Bot. Cavanilles, 32(2):","No forest",-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V39   ","V39",0,"Ruderal","V39"
"T-P18960",-0.0825382313857016,0.143151979241739,518960,"Chenopodion subalpinum",63,14181,"29TQH06","",18646,NA,"salida del pueblo de Leitariegos","","ATL_COAST","N_DUNES",NA,"",NA,20,"L623","Rivas Goday, S. & Rivas Martínez, S.","1958","Una visita a la laguna de Arvas (Leitariegos)."," Anales Inst. Bot. Cavanilles 16:","No forest",-6.484745261,43.01011245,"4 - UTM10x10 + Centroid",1409,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Mulgedio-Aconitetea","Senecioni rupestris-Rumicetalia","Rumicion alpini"," V38   ","V38",0,"Ruderal","V39"
"T-P22326",0.000547013493795323,0.21293140462636,522326,"Cirsio chodati-Carduetum carpetani",77,14648,"30TUN17","",19161,1300,"Puerto de las Señales","","ATL_COAST","N_DUNES",60,"",NA,60,"2269a","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79.","No forest",-5.315636737,43.10484664,"3 - UTM10x10 + Elevation",1300,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati"," V38   ","V38",6,"Ruderal","V38"
"T-P22327",0.0437040814298029,0.215667707469965,522327,"Cirsio chodati-Carduetum carpetani",84,10528,"30TUN05","",19162,1320,"Valverde","","ATL_COAST","N_DUNES",60,"",NA,70,"2269a","Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis","1988","Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León."," Lazaroa, 10: 65-79.","No forest",-5.332825473,42.90999906,"3 - UTM10x10 + Elevation",1320,"Yes","ANTHROPOGENIC VEGETATION","Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati"," V38   ","V38",6,"Ruderal","V38"
