"SIVIMID","Relevé.number","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Sintaxon","Alliance.original","Alliance.revised","Class.Mucina","Class.Twinspan","Semisupervised"
"T-P11839",2048,"V35","",NA,20,1988,-5.681303716,42.97980127,"3 - UTM10x10 + Elevation",1260,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11676",2040,"V35","",NA,2,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15159",1833,"V35","",NA,1,1983,-2.484498409,43.06408763,"1 - UTM1x1 + Elevation",200,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15167",1841,"V35","",NA,1,1983,-2.342099651,43.05795461,"2 - UTM1x1 + Centroid",350,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"Q-P08772",1796,"V35","",NA,10,1990,-4.550506646,42.88004893,"3 - UTM10x10 + Elevation",1040,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15243",2088,"V35","",NA,1,1988,-5.775916498,43.36381505,"4 - UTM10x10 + Centroid",214.5,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15241",2086,"V35","",NA,1,1988,-6.20418092,43.22386099,"3 - UTM10x10 + Elevation",940,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11166",1915,"V35","",NA,6,1989,-4.451187555,42.92637632,"1 - UTM1x1 + Elevation",1130,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12308",2063,"V35","",NA,4,1988,-6.301779297,42.93295645,"3 - UTM10x10 + Elevation",1000,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P36824",2126,"V35","",NA,5,1993,-7.523644918,42.51659216,"1 - UTM1x1 + Elevation",300,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11168",1917,"V35","",NA,6,1989,-4.427061297,42.94288865,"2 - UTM1x1 + Centroid",1080,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11163",1912,"V35","",NA,4,1989,-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1170,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11162",1911,"V35","",NA,8,1989,-4.485245849,43.01778955,"1 - UTM1x1 + Elevation",1200,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11170",1919,"V35","",NA,3,1989,-4.448737528,42.92640735,"1 - UTM1x1 + Elevation",1130,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15242",2087,"V35","",NA,1,1988,-6.252787937,42.73457925,"4 - UTM10x10 + Centroid",800,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12311",2066,"V35","",NA,3,1988,-6.236285031,43.03927617,"3 - UTM10x10 + Elevation",1440,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11678",2042,"V35","",NA,3,1988,-5.763593473,42.90040458,"3 - UTM10x10 + Elevation",1200,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11677",2041,"V35","",NA,5,1988,-5.755531323,42.99424496,"3 - UTM10x10 + Elevation",1400,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"S-P11167",1916,"V35","",NA,6,1989,-4.489326444,42.983518,"1 - UTM1x1 + Elevation",1180,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15166",1840,"V35","",NA,NA,1983,-2.56364605,42.98697351,"2 - UTM1x1 + Centroid",350,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15165",1839,"V35","",NA,1,1983,-2.378483179,43.10318262,"2 - UTM1x1 + Centroid",200,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11673",2037,"V35","",NA,2,1988,-5.662753852,42.94781861,"3 - UTM10x10 + Elevation",1140,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"R-P23961",1875,"V","S",3,2,1986,-6.908769888,42.41499923,"3 - UTM10x10 + Elevation",350,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15160",1834,"V35","",NA,NA,1983,-2.484498409,43.06408763,"1 - UTM1x1 + Elevation",200,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11169",1918,"V35","",NA,4,1989,-4.483037543,42.92596805,"1 - UTM1x1 + Elevation",1140,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15239",2084,"V35","",NA,1,1988,-4.703831267,43.20023932,"2 - UTM1x1 + Centroid",150,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15158",1832,"V35","",NA,NA,1983,-2.420060421,43.12501261,"1 - UTM1x1 + Elevation",150,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"U-P06056",2138,"V35","",NA,10,1988,-5.437169415,43.00867516,"3 - UTM10x10 + Elevation",1300,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11675",2039,"V35","",NA,5,1988,-5.637179724,42.86556941,"3 - UTM10x10 + Elevation",1100,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P23960",1874,"V35","",NA,2,1986,-6.821895586,42.42513626,"3 - UTM10x10 + Elevation",350,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15164",1838,"V35","",NA,1,1983,-2.409324237,43.21860748,"1 - UTM1x1 + Elevation",90,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12312",2067,"V35","",NA,1,1988,-6.268825415,42.9122933,"3 - UTM10x10 + Elevation",1130,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"S-P11165",1914,"V35","",NA,6,1989,-4.486527139,42.96914654,"1 - UTM1x1 + Elevation",1140,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"Q-P08773",1797,"V35","",NA,2,1990,-4.805345737,42.88531803,"3 - UTM10x10 + Elevation",1330,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11836",2045,"V35","",NA,3,1988,-5.498679137,42.8308582,"3 - UTM10x10 + Elevation",1100,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"T-P36825",2127,"V35","",NA,4,1993,-7.609295764,42.48976342,"1 - UTM1x1 + Elevation",370,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15237",2082,"V35","",NA,2,1988,-4.372863032,43.37037305,"3 - UTM10x10 + Elevation",5,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P23959",1873,"V34","",NA,3,1986,-6.82410259,42.42146088,"3 - UTM10x10 + Elevation",350,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"Q-P08774",1798,"V35","",NA,5,1990,-4.518195682,42.86067093,"3 - UTM10x10 + Elevation",990,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P36823",2125,"V35","",NA,8,1993,-7.303231438,42.63854269,"1 - UTM1x1 + Elevation",640,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P36822",2124,"V35","",NA,8,1993,-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",390,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15169",1843,"V35","",NA,NA,1983,-2.31724111,43.0848238,"2 - UTM1x1 + Centroid",300,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15163",1837,"V35","",NA,3,1983,-2.398831686,43.03305274,"1 - UTM1x1 + Elevation",240,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"Q-P08770",1794,"V35","",NA,8,1990,-4.761486489,42.8932054,"3 - UTM10x10 + Elevation",1240,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11674",2038,"V35","",NA,5,1988,-5.654125132,42.80394623,"3 - UTM10x10 + Elevation",1000,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11840",2049,"V35","",NA,8,1988,-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",990,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11672",2036,"V35","",NA,1,1988,-5.659500858,42.87225639,"3 - UTM10x10 + Elevation",1100,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15161",1835,"V35","",NA,2,1983,-2.406248527,43.02768845,"1 - UTM1x1 + Elevation",230,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11837",2046,"V35","",NA,8,1988,-5.254332017,42.97460515,"3 - UTM10x10 + Elevation",1170,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P15238",2083,"V35","",NA,1,1988,-4.461834886,43.37467283,"3 - UTM10x10 + Elevation",5,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Saginion procumbentis","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P11838",2047,"V35","",NA,20,1988,-5.638406811,42.89435571,"3 - UTM10x10 + Elevation",1100,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12310",2065,"V35","",NA,2,1988,-6.346701063,42.94785783,"3 - UTM10x10 + Elevation",1060,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12307",2062,"V35","",NA,2,1988,-6.277308892,42.9336604,"3 - UTM10x10 + Elevation",1070,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15162",1836,"V35","",NA,1,1983,-2.526641647,43.01384166,"2 - UTM1x1 + Centroid",250,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P11842",2050,"V34","",NA,5,1988,-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1060,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P12309",2064,"V35","",NA,6,1988,-6.41439312,42.88642977,"3 - UTM10x10 + Elevation",880,"Polygono-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24603",1892,"V35","NE",3,5,2012,-6.54972355,42.34025315,"1 - UTM1x1 + Elevation",1014,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24596",324596,"V35","N",3,5,2012,-6.710193216,42.42701045,"1 - UTM1x1 + Elevation",489,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24597",1886,"V","",NA,5,2012,-6.539325868,42.28474679,"1 - UTM1x1 + Elevation",868,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24598",1887,"V35","",NA,10,2012,-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",920,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24594",1883,"V35","",NA,20,2012,-6.792026305,42.41352377,"1 - UTM1x1 + Elevation",395,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24604",1893,"V35","S",3,4,2012,-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",858,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24600",324600,"V35","",NA,1,2012,-6.815298298,42.39654291,"1 - UTM1x1 + Elevation",738,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24599",1888,"V35","",NA,3,2012,-6.505503574,42.33080983,"2 - UTM1x1 + Centroid",941,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P24602",1891,"V35","N",10,10,2012,-6.706388931,42.40372252,"1 - UTM1x1 + Elevation",753,"Polygono arenastri-Matricarietum discoideae","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22301",322301,"V35","",NA,2,1999,-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P04826",2003,"V35","",NA,1,1984,-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"U-P00621",2137,"V35","",NA,8,2002,-4.925588884,42.97160546,"1 - UTM1x1 + Elevation",1090,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22309",1865,"V35","W",10,2,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22308",1864,"V35","E",NA,4,1999,-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",420,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22300",322300,"V35","",NA,2,1999,-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polycarpion tetraphylli","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P13256",2076,"V35","",NA,5,1997,-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06980",2033,"V35","",NA,2,1984,-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13254",2074,"V35","",NA,1,1997,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P03126",1996,"V35","SW",NA,NA,1986,-3.325469031,43.23767883,"3 - UTM10x10 + Elevation",300,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P03122",1992,"V35","NW",NA,2,1986,-3.116196195,43.29211083,"3 - UTM10x10 + Elevation",150,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P05136",2012,"V35","",NA,1,1995,-3.4706028,43.21196065,"1 - UTM1x1 + Elevation",150,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06979",2032,"V35","",NA,20,1984,-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06977",2030,"V35","",NA,3,1984,-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13260",2080,"V35","",NA,1,1997,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22307",1863,"V35","SW",NA,3,1999,-8.003531808,41.97082532,"1 - UTM1x1 + Elevation",560,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P05135",2011,"V35","",NA,2,1995,-3.470367587,43.18134543,"1 - UTM1x1 + Elevation",600,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22306",1862,"V35","",NA,3,1999,-7.917203052,41.91514346,"1 - UTM1x1 + Elevation",870,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13258",2078,"V35","",NA,3,1997,-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06975",2028,"V35","",NA,2,1984,-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13259",2079,"V35","",NA,10,1997,-1.820426992,42.9817269,"1 - UTM1x1 + Elevation",600,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P02599",1990,"V35","",NA,2,1984,-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P03121",1991,"V35","N",NA,1,1986,-3.02989145,43.26335106,"3 - UTM10x10 + Elevation",200,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"T-P06978",2031,"V35","",NA,2,1984,-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"T-P03123",1993,"V35","SW",NA,1,1986,-2.881881044,43.34253456,"3 - UTM10x10 + Elevation",80,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22305",1861,"V35","NE",NA,2,1999,-8.096442216,41.95592432,"1 - UTM1x1 + Elevation",830,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P03124",1994,"V35","S",NA,1,1986,-3.128625923,43.34072231,"3 - UTM10x10 + Elevation",100,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"U-P00620",2136,"V35","",NA,2,2002,-4.793120148,43.0548008,"1 - UTM1x1 + Elevation",1390,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22304",1860,"V35","",NA,2,1999,-7.95080331,41.94430692,"1 - UTM1x1 + Elevation",810,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06971",2025,"V35","",NA,4,1984,-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13255",2075,"V35","",NA,3,1997,-2.894644124,43.09581705,"2 - UTM1x1 + Centroid",470,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P13257",2077,"V35","",NA,4,1997,-2.47842573,42.91097369,"1 - UTM1x1 + Elevation",600,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06973",2026,"V35","",NA,1,1984,-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"U-P00618",2134,"V35","",NA,10,2002,-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"U-P00619",2135,"V35","",NA,4,2002,-4.882839913,43.01734063,"2 - UTM1x1 + Centroid",1150,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06976",2029,"V35","",NA,5,1984,-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Potentillion anserinae","Molinio-Arrhenatheretea","Polygono-Poetea annuae",0
"R-P22303",1859,"V35","",NA,2,1999,-7.966652503,41.93101631,"1 - UTM1x1 + Elevation",795,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P05134",2010,"V35","",NA,1,1995,-3.594302608,43.27261673,"1 - UTM1x1 + Elevation",150,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Saginion procumbentis","Polygono-Poetea annuae","Polygono-Poetea annuae",0
"T-P03125",1995,"V35","S",NA,1,1986,-3.145674068,43.24705377,"3 - UTM10x10 + Elevation",200,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"T-P06974",2027,"V35","",NA,1,1984,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P22302",322302,"V35","",NA,2,1999,-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",400,"Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono-Poetea annuae",1
"R-P15005",315005," V15   ",NA,NA,50,2004,-1.668885488,43.18357301,"1 - UTM1x1 + Elevation",120,"Polygono hydropiperis-Bidentetum tripartitae","Bidention tripartitae","Paspalo-Agrostion semiverticillati","Bidentetea","Bidentetea",0
"T-P15263",515263,"V35","",NA,1,1988,-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Poo annuae-Spergularietum salinae","Saginion procumbentis","Polycarpion tetraphylli","Polygono-Poetea annuae","Polygono-Poetea annuae",0
