SIVIMID,Relevé.number,NMDS1,NMDS2,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,EUNIS2020,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,Twinspan,Twinspan2,EUNIS_REVISED,PriorCluster
T-P17231,517231,0.188277735,0.011925753,Arundini-Convolvuletum sepium,148,15064,29TNG27,,18148,50,"Rodeira, Cangas de Morrazo",,ATL_COAST,N_DUNES,NA,,NA,15,0216a,"Castroviejo, S.",1975,Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia.," Anales Inst. Bot. Cavanilles, 32(2):", R55   ,No forest,-8.730457271,42.21940638,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis,V39 Mesic ruderals,V39 Western mesic ruderals,R55,2
T-P17232,517232,0.161308884,0.081667917,Arundini-Convolvuletum sepium,143,17377,29TNG28,,18149,80,"Tirán, Moaña",,ATL_COAST,N_DUNES,NA,,NA,20,0216a,"Castroviejo, S.",1975,Algunos datos sobre las comunidades nitrófilas vivaces (Artemisietea vulgaris) de Galicia.," Anales Inst. Bot. Cavanilles, 32(2):", V39   ,No forest,-8.665360817,42.33067547,3 - UTM10x10 + Elevation,80,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis,V39 Mesic ruderals,V39 Western mesic ruderals,V39,9
T-P18960,518960,-0.077788165,0.186784971,Chenopodion subalpinum,63,14181,29TQH06,,18646,NA,salida del pueblo de Leitariegos,,ATL_COAST,N_DUNES,NA,,NA,20,L623,"Rivas Goday, S. & Rivas Martínez, S.",1958,Una visita a la laguna de Arvas (Leitariegos)., Anales Inst. Bot. Cavanilles 16:, V38   ,No forest,-6.484745261,43.01011245,4 - UTM10x10 + Centroid,1409,?,VEGETATION OF THE NEMORAL FOREST ZONE,Mulgedio-Aconitetea,Senecioni rupestris-Rumicetalia,Rumicion alpini,V39 Mesic ruderals,V39 Eastern mesic ruderals,V38,8
T-P22326,522326,0.0145498,0.270121281,Cirsio chodati-Carduetum carpetani,77,14648,30TUN17,,19161,1300,Puerto de las Señales,,ATL_COAST,N_DUNES,60,,NA,60,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.315636737,43.10484664,3 - UTM10x10 + Elevation,1300,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22327,522327,0.068980759,0.269982323,Cirsio chodati-Carduetum carpetani,84,10528,30TUN05,,19162,1320,Valverde,,ATL_COAST,N_DUNES,60,,NA,70,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.332825473,42.90999906,3 - UTM10x10 + Elevation,1320,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22328,522328,0.069415668,0.244049588,Cirsio chodati-Carduetum carpetani,70,12996,30TTN95,,19163,1390,Collada de Valdeteja,,ATL_COAST,N_DUNES,60,,NA,70,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.47624805,42.94300328,3 - UTM10x10 + Elevation,1390,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22329,522329,0.063578604,0.193837023,Cirsio chodati-Carduetum carpetani,87,14031,30TTN95,,19164,1130,Getino,,ATL_COAST,N_DUNES,60,,NA,200,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.551723284,42.93053925,3 - UTM10x10 + Elevation,1130,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22330,522330,0.033334025,0.20785384,Cirsio chodati-Carduetum carpetani,69,14010,30TUN45,,19165,1390,Puerto del Pando,,ATL_COAST,N_DUNES,50,,NA,50,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.935418861,42.89399817,3 - UTM10x10 + Elevation,1390,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22331,522331,0.095466426,0.478350304,Cirsio chodati-Carduetum carpetani,81,15569,30TUN56,,19166,1390,Llánaves de la Reina,,ATL_COAST,N_DUNES,60,,NA,20,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.822576379,43.05433533,3 - UTM10x10 + Elevation,1390,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22332,522332,0.051321867,0.289132534,Cirsio chodati-Carduetum carpetani,55,12180,30TUN56,,19167,1610,Puerto del San Glorio,,ATL_COAST,N_DUNES,40,,NA,100,2269a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.782988275,43.0441535,3 - UTM10x10 + Elevation,1610,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22333,522333,0.01730454,0.181508081,Cirsio chodati-Carduetum carpetani,96,10126,30TUN34,,19168,1070,Desfiladero de las Conjas,,ATL_COAST,N_DUNES,60,,NA,200,2269b,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.979170824,42.8068027,3 - UTM10x10 + Elevation,1070,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22334,522334,-0.025709877,0.204112743,Cirsio chodati-Carduetum carpetani,73,14400,30TUN56,,19169,1280,Portilla de la Reina,,ATL_COAST,N_DUNES,60,,NA,120,2269b,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.82246974,43.05073515,3 - UTM10x10 + Elevation,1280,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22335,522335,0.082057128,0.232512546,Cirsio chodati-Carduetum carpetani,84,12712,30TUN35,,19170,1090,Pedrosa del Rey,,ATL_COAST,N_DUNES,80,,NA,200,2269b,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.971931033,42.96361238,3 - UTM10x10 + Elevation,1090,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22336,522336,0.06727408,0.235333887,Cirsio chodati-Carduetum carpetani,91,10367,30TTN95,,19171,1090,Vegacervera,,ATL_COAST,N_DUNES,70,,NA,100,2269c,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.527993205,42.88964501,3 - UTM10x10 + Elevation,1090,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22337,522337,0.027614613,0.245651762,Cirsio chodati-Carduetum carpetani,85,14865,30TUN16,,19172,1170,Cofiñal,,ATL_COAST,N_DUNES,60,,NA,200,2269c,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.265788485,43.01940179,3 - UTM10x10 + Elevation,1170,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22338,522338,0.095814349,0.254963381,Cirsio chodati-Carduetum carpetani,84,13398,30TUN36,,19173,1140,Liegos,,ATL_COAST,N_DUNES,50,,NA,50,2269c,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.000524256,43.01354245,3 - UTM10x10 + Elevation,1140,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22339,522339,0.028142898,0.178295661,Cirsio chodati-Carduetum carpetani,85,11803,30TUN46,,19174,1180,Barniedo de la Reina,,ATL_COAST,N_DUNES,70,,NA,100,2269c,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-4.920854553,42.97708789,3 - UTM10x10 + Elevation,1180,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22340,522340,0.005020346,0.288667288,Carduo nutantis-Cirsietum chodati,67,14068,30TUN17,,19175,1510,Puerto de Tarna,,ATL_COAST,N_DUNES,70,,NA,100,3326,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V     ,No forest,-5.219266299,43.09054916,3 - UTM10x10 + Elevation,1510,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22341,522341,0.044657524,0.228596347,Carduo nutantis-Cirsietum chodati,69,14914,30TUN17,,19176,1440,Puerto de Tarna,,ATL_COAST,N_DUNES,80,,NA,150,3326,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.293533307,43.10529203,3 - UTM10x10 + Elevation,1440,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22342,522342,0.00156574,0.291397094,Carduo nutantis-Cirsietum chodati,79,14560,30TUN27,,19177,1270,Valle de Riosol,,ATL_COAST,N_DUNES,80,,NA,60,3326,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.132614525,43.14262273,3 - UTM10x10 + Elevation,1270,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22343,522343,0.023633712,0.181827131,Carduo nutantis-Cirsietum chodati,80,12938,30TUN27,,19178,1200,La Uña,,ATL_COAST,N_DUNES,60,,NA,50,3326,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.095502023,43.13610515,3 - UTM10x10 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22344,522344,0.084188938,0.259920387,Carduo nutantis-Cirsietum chodati,84,13736,30TUN36,,19179,1070,Escaro,,ATL_COAST,N_DUNES,80,,NA,100,3326,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.024032771,43.01942117,4 - UTM10x10 + Centroid,1070,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22352,522352,0.037337388,0.186936059,Carduo bourgeani-Silybetum mariani,124,7789,29TPH81,,19180,490,Cacabelos,,ATL_COAST,N_DUNES,80,,NA,150,1966,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-6.778527631,42.55263435,3 - UTM10x10 + Elevation,490,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22353,522353,0.024842337,0.193693462,Carduo bourgeani-Silybetum mariani,118,8089,29TPH72,,19181,510,Valtuille de Abajo,,ATL_COAST,N_DUNES,100,,NA,200,1966,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V33   ,No forest,-6.816288499,42.61260869,3 - UTM10x10 + Elevation,510,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22356,522356,0.02131385,0.234627381,Carduo carpetani-Onopordetum acanthii,98,9075,30TTN94,,19182,970,Robles de la Valcueva,,ATL_COAST,N_DUNES,80,,NA,200,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.505504211,42.81810239,3 - UTM10x10 + Elevation,970,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22357,522357,0.058052255,0.239548763,Carduo carpetani-Onopordetum acanthii,92,8778,30TTN94,,19183,1040,Matallana de Torío,,ATL_COAST,N_DUNES,80,,NA,100,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.54690667,42.81358653,3 - UTM10x10 + Elevation,1040,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22358,522358,0.031619936,0.233953587,Carduo carpetani-Onopordetum acanthii,93,7224,30TTN83,,19184,1120,El Rabizo,,ATL_COAST,N_DUNES,80,,NA,100,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.681268868,42.75288732,3 - UTM10x10 + Elevation,1120,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22359,522359,0.009138115,0.174189408,Carduo carpetani-Onopordetum acanthii,96,7943,30TTN84,,19160,950,La Robla,,ATL_COAST,N_DUNES,85,,NA,150,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.627476499,42.80996401,3 - UTM10x10 + Elevation,950,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22360,522360,0.073954648,0.242318402,Carduo carpetani-Onopordetum acanthii,88,11387,30TTN85,,19185,1080,Villasimpliz,,ATL_COAST,N_DUNES,70,,NA,150,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.643608303,42.90143927,3 - UTM10x10 + Elevation,1080,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22361,522361,0.014029509,0.140887105,Carduo carpetani-Onopordetum acanthii,92,11099,30TTN75,,19186,1170,San Martín de la Tercia,,ATL_COAST,N_DUNES,80,,NA,100,2165a,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.701239318,42.87488037,3 - UTM10x10 + Elevation,1170,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22362,522362,0.050563012,0.204184504,Carduo carpetani-Onopordetum acanthii,97,10075,30TUN04,,19187,960,La Vega de Boñar,,ATL_COAST,N_DUNES,80,,NA,120,2165d,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.330723492,42.85421267,3 - UTM10x10 + Elevation,960,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22363,522363,0.026451891,0.205360436,Carduo carpetani-Onopordetum acanthii,94,8977,30TUN04,,19188,1040,Otero de Curueño,,ATL_COAST,N_DUNES,80,,NA,200,2165d,"Penas Merino, Ángel; Díaz González, Tomás E.; García González, Marta E.; López Pacheco, Mª José; Puente García, Emilio & Herrero Cembranos, Luis",1988,Datos sobre los cardales y tobales (Onoportetea acanthii) en la provincia de León.," Lazaroa, 10: 65-79.", V38   ,No forest,-5.398788954,42.84200043,3 - UTM10x10 + Elevation,1040,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
T-P22429,522429,-0.035571811,-0.176608407,Lamio hybridi-Echinochloetum crus-gallii,128,11640,30TUP20,,19271,200,Mais-Acker in der Talane oberhalb von Cangas de Onís,,ATL_COAST,N_DUNES,NA,,NA,100,748,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-5.181564248,43.41182702,3 - UTM10x10 + Elevation,200,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
T-P22430,522430,-0.034145916,-0.112386025,Fumario capreolatae-Veronicetum persicae,141,12472,30TWN09,,19216,50,Erandio,,ATL_COAST,N_DUNES,NA,,NA,100,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-2.923873267,43.3065519,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
T-P22431,522431,0.027218949,-0.143734467,Fumario capreolatae-Veronicetum persicae,139,12713,30TWN09,,19204,40,Lejona,,ATL_COAST,N_DUNES,NA,,NA,100,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V37   ,No forest,-2.886899551,43.29751671,3 - UTM10x10 + Elevation,40,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
T-P22432,522432,-0.013093261,-0.122385304,Fumario capreolatae-Veronicetum persicae,130,14495,30TVN68,,19218,280,Lanestosa,,ATL_COAST,N_DUNES,NA,,NA,80,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-3.46567853,43.2119808,3 - UTM10x10 + Elevation,280,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
T-P22433,522433,0.075651518,-0.147188629,Fumario capreolatae-Veronicetum persicae,138,16119,30TVP70,,19219,40,Liendo,,ATL_COAST,N_DUNES,NA,,NA,100,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-3.328853765,43.408756,3 - UTM10x10 + Elevation,40,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
T-P22434,522434,-0.020064029,-0.096868027,Fumario capreolatae-Veronicetum persicae,138,14091,30TVN69,,19220,10,Ampuero,,ATL_COAST,N_DUNES,NA,,NA,200,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-3.422305453,43.34901953,3 - UTM10x10 + Elevation,10,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
T-P22435,522435,-0.023486468,-0.058303554,Fumario capreolatae-Veronicetum persicae,140,14295,30TVP60,,19221,5,Colindres,,ATL_COAST,N_DUNES,NA,,NA,100,749,"Aedo, Carlos; Herrera, Mercedes; F. Prieto, José Antonio & Díaz, Tomás, E.",1986,Datos sobre la vegetación arvense de la Cornisa Cantábrica.," Lazaroa, 9: 241-254.", V15   ,No forest,-3.477017479,43.4028313,3 - UTM10x10 + Elevation,5,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
