Original.Taxon,SIVIMID,Analysis.Names,Cover,Cover.percent
Avena sterilis,NEW-OMAR-PA97,Avena sterilis,+,1
Bellis perennis,NEW-OMAR-LF51,Bellis perennis,+,1
Bellis perennis,NEW-OMAR-CC23,Bellis perennis,+,1
Bellis perennis,NEW-OMAR-RE27,Bellis perennis,+,1
Bellis perennis,NEW-OMAR-LF11,Bellis perennis,+,1
Bellis perennis,NEW-OMAR-PA30,Bellis perennis,+,1
Bellis perennis,NEW-OMAR-BA34,Bellis perennis,+,1
Betonica officinalis,NEW-OMAR-CO66,Stachys officinalis,+,1
Betonica officinalis,NEW-OMAR-LNA76,Stachys officinalis,+,1
Betonica officinalis,NEW-OMAR-CC22,Stachys officinalis,+,1
Ononis reclinata subsp. reclinata,NEW-OMAR-BA02,Ononis reclinata,+,1
Persicaria hidropiper,NEW-OMAR-LF105,Persicaria hydropiper,1,5
Persicaria hidropiper,NEW-OMAR-BA85,Persicaria hydropiper,1,5
Persicaria hidropiper,NEW-OMAR-BA40,Persicaria hydropiper,1,5
Persicaria hidropiper,NEW-OMAR-BA03,Persicaria hydropiper,1,5
Persicaria hidropiper,NEW-OMAR-BA82,Persicaria hydropiper,+,1
Persicaria hydropiper,NEW-OMAR-BA107,Persicaria hydropiper,+,1
Persicaria hydropiper,NEW-OMAR-BA83,Persicaria hydropiper,+,1
Polygonum arenastrum,NEW-OMAR-LF10,Polygonum aviculare,1,5
Polygonum arenastrum,NEW-OMAR-PA30,Polygonum aviculare,1,5
Blechnum spicant subsp. spicant,NEW-OMAR-PA32,Blechnum spicant,+,1
Blechnum spicant subsp. spicant,NEW-OMAR-BA19,Blechnum spicant,+,1
Blechnum spicant subsp. spicant,NEW-OMAR-CC89,Blechnum spicant,+,1
Blechnum spicant subsp. spicant,NEW-OMAR-CC22,Blechnum spicant,+,1
Blechnum spicant subsp. spicant,NEW-OMAR-CC25,Blechnum spicant,+,1
Blechnum spicant subsp. spicant,NEW-OMAR-BA18,Blechnum spicant,+,1
Borago officinalis,NEW-OMAR-BA05,Borago officinalis,+,1
Brachypodium rupestre,NEW-OMAR-LF09,Brachypodium rupestre,+,1
Brachypodium rupestre,NEW-OMAR-CC22,Brachypodium rupestre,+,1
Brachypodium rupestre,NEW-OMAR-LNA73,Brachypodium rupestre,+,1
Brachypodium rupestre,NEW-OMAR-TU91,Brachypodium rupestre,+,1
Brachypodium rupestre,NEW-OMAR-PA16,Brachypodium rupestre,+,1
Polygonum arenastrum,NEW-OMAR-BA03,Polygonum aviculare,+,1
Bromopsis erecta,NEW-OMAR-LT54,Bromopsis erecta,+,1
Bromus hordeaceus ,NEW-OMAR-BA53,Bromus hordeaceus,+,1
Ranunculus tuberosus,NEW-OMAR-LNA73,Ranunculus polyanthemos,1,5
Calluna vulgaris,NEW-OMAR-PA17,Calluna vulgaris,+,1
Calystegia sepium,NEW-OMAR-LF105,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA53,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-CO62,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA85,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA39,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-LF95,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-PA102,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA83,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-LF09,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-PA97,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA43,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA84,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-BA58,Calystegia sepium,+,1
Calystegia sepium,NEW-OMAR-CC86,Calystegia sepium,+,1
Campanula glomerata,NEW-OMAR-PA96,Campanula glomerata,+,1
Ranunculus tuberosus,NEW-OMAR-BA84,Ranunculus polyanthemos,1,5
Ranunculus tuberosus,NEW-OMAR-BA82,Ranunculus polyanthemos,1,5
Cardamine hirsuta,NEW-OMAR-LF105,Cardamine hirsuta,+,1
Cardamine hirsuta,NEW-OMAR-RE27,Cardamine hirsuta,+,1
Cardamine raphanifolia,NEW-OMAR-LF09,Cardamine raphanifolia,+,1
Cardamine raphanifolia,NEW-OMAR-PA55,Cardamine raphanifolia,+,1
Carex caryophyllea,NEW-OMAR-LF11,Carex caryophyllea,+,1
Carex cuprina,NEW-OMAR-LF52,Carex cuprina,+,1
Carex cuprina,NEW-OMAR-BA85,Carex cuprina,+,1
Carex flacca,NEW-OMAR-CO62,Carex flacca,+,1
Carex pendula,NEW-OMAR-BA84,Carex pendula,+,1
Carex pendula,NEW-OMAR-CO61,Carex pendula,+,1
Carex pilulifera,NEW-OMAR-LNA75,Carex pilulifera,+,1
Carex pilulifera,NEW-OMAR-BA82,Carex pilulifera,+,1
Ranunculus tuberosus,NEW-OMAR-LF09,Ranunculus polyanthemos,+,1
Carex umbrosa,NEW-OMAR-PA45,Carex umbrosa,+,1
Carex umbrosa,NEW-OMAR-BA33,Carex umbrosa,+,1
Castanea sativa,NEW-OMAR-PA50,Castanea sativa,+,1
Castanea sativa,NEW-OMAR-LNA75,Castanea sativa,+,1
Castanea sativa,NEW-OMAR-PA31,Castanea sativa,+,1
Castanea sativa,NEW-OMAR-LNA73,Castanea sativa,+,1
Catapodium rigidum,NEW-OMAR-CC86,Catapodium rigidum,+,1
Centaurea nigra ,NEW-OMAR-LF95,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-CO61,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-TU91,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-LF09,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-BA08,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-LF51,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-PA69,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-PA67,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-CO63,Centaurea nigra,+,1
Centaurea nigra ,NEW-OMAR-PA17,Centaurea nigra,+,1
Cerastium fontanum,NEW-OMAR-BA42,Cerastium fontanum,+,1
Cerastium fontanum,NEW-OMAR-LF51,Cerastium fontanum,+,1
Cerastium fontanum,NEW-OMAR-PA35,Cerastium fontanum,+,1
Cerastium fontanum,NEW-OMAR-LF11,Cerastium fontanum,+,1
Cerastium fontanum,NEW-OMAR-BA14,Cerastium fontanum,+,1
Cerastium glomeratum,NEW-OMAR-BA53,Cerastium glomeratum,+,1
Ceratochloa cathartica,NEW-OMAR-LF10,Ceratochloa cathartica,+,1
Ceratochloa cathartica,NEW-OMAR-BA13,Ceratochloa cathartica,+,1
Ceratochloa cathartica,NEW-OMAR-BA02,Ceratochloa cathartica,+,1
Ceterach officinarum,NEW-OMAR-CC90,Asplenium ceterach,+,1
Chaerophyllum hirsutum,NEW-OMAR-BA03,Chaerophyllum hirsutum,+,1
Chelidonium majus,NEW-OMAR-PA35,Chelidonium majus,+,1
Chelidonium majus,NEW-OMAR-TU92,Chelidonium majus,+,1
Chelidonium majus,NEW-OMAR-LF109,Chelidonium majus,+,1
Chenopodium album,NEW-OMAR-PA35,Chenopodium album,+,1
Chenopodium album,NEW-OMAR-BA13,Chenopodium album,+,1
Chenopodium album,NEW-OMAR-PA98,Chenopodium album,+,1
Chenopodium ambrosioides,NEW-OMAR-BA15,Dysphania ambrosioides,+,1
Chenopodium ambrosioides,NEW-OMAR-BA03,Dysphania ambrosioides,+,1
Chenopodium polyspermum,NEW-OMAR-PA35,Lipandra polysperma,+,1
Circaea lutetiana,NEW-OMAR-CC25,Circaea lutetiana,+,1
Circaea lutetiana,NEW-OMAR-BA19,Circaea lutetiana,+,1
Cirsium filipendulum,NEW-OMAR-PA47,Cirsium filipendulum,+,1
Cirsium filipendulum,NEW-OMAR-AC78,Cirsium filipendulum,+,1
Cirsium filipendulum,NEW-OMAR-LNA76,Cirsium filipendulum,+,1
Cirsium filipendulum,NEW-OMAR-PA46,Cirsium filipendulum,+,1
Cirsium filipendulum,NEW-OMAR-PA99,Cirsium filipendulum,+,1
Cirsium filipendulum,NEW-OMAR-PA17,Cirsium filipendulum,+,1
Ranunculus tuberosus,NEW-OMAR-BA19,Ranunculus polyanthemos,+,1
Rosa canina,NEW-OMAR-PA31,Rosa canina s.l.,+,1
Cirsium vulgare ,NEW-OMAR-PA98,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-PA104,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-BA38,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-LF95,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-CC23,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-BA34,Cirsium vulgare,+,1
Cirsium vulgare ,NEW-OMAR-BA58,Cirsium vulgare,+,1
Clematis vitalba ,NEW-OMAR-PA47,Clematis vitalba,+,1
Clematis vitalba ,NEW-OMAR-BA15,Clematis vitalba,+,1
Clematis vitalba ,NEW-OMAR-LF09,Clematis vitalba,+,1
Conium maculatum,NEW-OMAR-BA13,Conium maculatum,+,1
Conium maculatum,NEW-OMAR-BA12,Conium maculatum,+,1
Rosa canina,NEW-OMAR-PA56,Rosa canina s.l.,+,1
Rosa canina,NEW-OMAR-PA45,Rosa canina s.l.,+,1
Convolvulus arvensis,NEW-OMAR-LF51,Convolvulus arvensis,+,1
Coronopus didymus,NEW-OMAR-BA03,Lepidium didymum,+,1
Coronopus didymus,NEW-OMAR-LF09,Lepidium didymum,+,1
Corylus avellana,NEW-OMAR-BA19,Corylus avellana,+,1
Crataegus monogyna,NEW-OMAR-RE28,Crataegus monogyna,+,1
Crataegus monogyna,NEW-OMAR-LF09,Crataegus monogyna,+,1
Crataegus monogyna,NEW-OMAR-PA46,Crataegus monogyna,+,1
Crataegus monogyna,NEW-OMAR-BA33,Crataegus monogyna,+,1
Crataegus monogyna,NEW-OMAR-RE29,Crataegus monogyna,+,1
Crepis capillaris,NEW-OMAR-RI72,Crepis capillaris,+,1
Crepis capillaris,NEW-OMAR-PA69,Crepis capillaris,+,1
Cymbalaria muralis,NEW-OMAR-PA68,Cymbalaria muralis,+,1
Cynosurus cristatus,NEW-OMAR-LF11,Cynosurus cristatus,+,1
Cynosurus cristatus,NEW-OMAR-BA14,Cynosurus cristatus,+,1
Cyperus eragrostis,NEW-OMAR-LF95,Cyperus eragrostis,+,1
Cyperus longus subsp. badius,NEW-OMAR-BA04,Cyperus longus,+,1
Daboecia cantabrica,NEW-OMAR-PA16,Daboecia cantabrica,+,1
Daboecia cantabrica,NEW-OMAR-LNA75,Daboecia cantabrica,+,1
Daboecia cantabrica,NEW-OMAR-PA17,Daboecia cantabrica,+,1
Daboecia cantabrica,NEW-OMAR-RE28,Daboecia cantabrica,+,1
Dactylis glomerata,NEW-OMAR-LF95,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-PA50,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-LNA76,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-RE27,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-BA02,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-CO62,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-PA35,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-BA58,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-BA38,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-CC88,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-BA82,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-CC86,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-PA16,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-LF11,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-BA34,Dactylis glomerata,+,1
Dactylis glomerata,NEW-OMAR-PA67,Dactylis glomerata,+,1
Danthonia decumbens,NEW-OMAR-LT54,Danthonia decumbens,+,1
Danthonia decumbens,NEW-OMAR-CO66,Danthonia decumbens,+,1
Daucus carota,NEW-OMAR-BA53,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA104,Daucus carota,+,1
Daucus carota,NEW-OMAR-RE27,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA47,Daucus carota,+,1
Daucus carota,NEW-OMAR-LF105,Daucus carota,+,1
Daucus carota,NEW-OMAR-LNA76,Daucus carota,+,1
Daucus carota,NEW-OMAR-BA15,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA30,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA69,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA50,Daucus carota,+,1
Daucus carota,NEW-OMAR-LF11,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA99,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA46,Daucus carota,+,1
Daucus carota,NEW-OMAR-LT54,Daucus carota,+,1
Daucus carota,NEW-OMAR-BA04,Daucus carota,+,1
Daucus carota,NEW-OMAR-BA14,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA70,Daucus carota,+,1
Daucus carota,NEW-OMAR-RI71,Daucus carota,+,1
Daucus carota,NEW-OMAR-AC78,Daucus carota,+,1
Daucus carota,NEW-OMAR-PA98,Daucus carota,+,1
Daucus carota,NEW-OMAR-CO66,Daucus carota,+,1
Digitalis purpurea,NEW-OMAR-BA33,Digitalis purpurea,+,1
Digitaria sanguinalis,NEW-OMAR-BA04,Digitaria sanguinalis,+,1
Digitaria sanguinalis,NEW-OMAR-BA05,Digitaria sanguinalis,+,1
Dioscorea communis,NEW-OMAR-CC90,Dioscorea communis,+,1
Dioscorea communis,NEW-OMAR-PA46,Dioscorea communis,+,1
Dioscorea communis,NEW-OMAR-BA33,Dioscorea communis,+,1
Dioscorea communis,NEW-OMAR-PA56,Dioscorea communis,+,1
Dioscorea communis,NEW-OMAR-CC89,Dioscorea communis,+,1
Diplotaxis tenuifolia,NEW-OMAR-PA97,Diplotaxis tenuifolia,+,1
Rubus gr. silvaticus,NEW-OMAR-PA32,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-PA45,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-RE36,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-BA84,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-PA104,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-LNA76,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-BA19,Rubus ulmifolius,1,5
Dryopteris dilatata,NEW-OMAR-BA19,Dryopteris dilatata,+,1
Dryopteris dilatata,NEW-OMAR-PA32,Dryopteris dilatata,+,1
Dryopteris dilatata,NEW-OMAR-CC22,Dryopteris dilatata,+,1
Dryopteris dilatata,NEW-OMAR-LF09,Dryopteris dilatata,+,1
Dryopteris dilatata,NEW-OMAR-PA45,Dryopteris dilatata,+,1
Dryopteris dilatata,NEW-OMAR-CC90,Dryopteris dilatata,+,1
Elytrigia repens,NEW-OMAR-BA15,Elytrigia repens,+,1
Epilobium hirsutum,NEW-OMAR-BA15,Epilobium hirsutum,+,1
Epilobium parviflorum,NEW-OMAR-BA12,Epilobium parviflorum,+,1
Epilobium parviflorum,NEW-OMAR-BA03,Epilobium parviflorum,+,1
Epilobium parviflorum,NEW-OMAR-BA82,Epilobium parviflorum,+,1
Equisetum arvense,NEW-OMAR-BA15,Equisetum arvense,+,1
Equisetum arvense,NEW-OMAR-LF09,Equisetum arvense,+,1
Equisetum arvense,NEW-OMAR-BA04,Equisetum arvense,+,1
Equisetum palustre,NEW-OMAR-CO62,Equisetum palustre,+,1
Equisetum palustre,NEW-OMAR-BA83,Equisetum palustre,+,1
Equisetum palustre,NEW-OMAR-LNA73,Equisetum palustre,+,1
Equisetum ramosissimum,NEW-OMAR-BA04,Equisetum ramosissimum,+,1
Equisetum telmateia,NEW-OMAR-BA80,Equisetum telmateia,+,1
Erica cinerea,NEW-OMAR-LNA75,Erica cinerea,+,1
Erica cinerea,NEW-OMAR-RI71,Erica cinerea,+,1
Erica cinerea,NEW-OMAR-CC90,Erica cinerea,+,1
Erica vagans,NEW-OMAR-PA69,Erica vagans,+,1
Erica vagans,NEW-OMAR-PA16,Erica vagans,+,1
Erica vagans,NEW-OMAR-PA17,Erica vagans,+,1
Erigeron canadensis,NEW-OMAR-BA38,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-LF95,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-BA03,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-PA30,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-LF105,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-BA12,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-LF09,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-BA34,Erigeron canadensis,+,1
Erigeron canadensis,NEW-OMAR-CC23,Erigeron canadensis,+,1
Eucalyptus globulus,NEW-OMAR-PA17,Eucalyptus globulus,+,1
Euonymus europaeus,NEW-OMAR-LF09,Euonymus europaeus,+,1
Euonymus europaeus,NEW-OMAR-BA19,Euonymus europaeus,+,1
Eupatorium cannabinum,NEW-OMAR-LF09,Eupatorium cannabinum,+,1
Eupatorium cannabinum,NEW-OMAR-BA04,Eupatorium cannabinum,+,1
Eupatorium cannabinum,NEW-OMAR-BA02,Eupatorium cannabinum,+,1
Eupatorium cannabinum,NEW-OMAR-PA99,Eupatorium cannabinum,+,1
Euphorbia amygdaloides,NEW-OMAR-RE29,Euphorbia amygdaloides,+,1
Euphorbia amygdaloides,NEW-OMAR-LF09,Euphorbia amygdaloides,+,1
Euphorbia dulcis,NEW-OMAR-BA19,Euphorbia dulcis,+,1
Euphorbia helioscopia,NEW-OMAR-BA34,Euphorbia helioscopia,+,1
Euphorbia helioscopia,NEW-OMAR-BA43,Euphorbia helioscopia,+,1
Euphorbia peplus,NEW-OMAR-CC25,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-LNA73,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-PA45,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-BA34,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-LNA76,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-CC88,Euphorbia peplus,+,1
Euphorbia peplus,NEW-OMAR-PA46,Euphorbia peplus,+,1
Festuca nigrescens,NEW-OMAR-PA56,Festuca nigrescens,+,1
Festuca nigrescens,NEW-OMAR-PA99,Festuca nigrescens,+,1
Festuca rubra,NEW-OMAR-BA14,Festuca rubra,+,1
Festuca rubra,NEW-OMAR-PA17,Festuca rubra,+,1
Festuca rubra,NEW-OMAR-BA53,Festuca rubra,+,1
Festuca rubra,NEW-OMAR-BA85,Festuca rubra,+,1
Festuca rubra,NEW-OMAR-TU91,Festuca rubra,+,1
Fragaria vesca,NEW-OMAR-PA55,Fragaria vesca,+,1
Fragaria vesca,NEW-OMAR-PA31,Fragaria vesca,+,1
Fragaria vesca,NEW-OMAR-LF09,Fragaria vesca,+,1
Frangula alnus,NEW-OMAR-BA33,Frangula alnus,+,1
Frangula alnus,NEW-OMAR-LNA75,Frangula alnus,+,1
Frangula alnus,NEW-OMAR-BA19,Frangula alnus,+,1
Frangula alnus,NEW-OMAR-RI71,Frangula alnus,+,1
Fraxinus excelsior,NEW-OMAR-BA19,Fraxinus excelsior,+,1
Fumaria capreolata,NEW-OMAR-BA05,Fumaria capreolata,+,1
Fumaria muralis,NEW-OMAR-BA38,Fumaria muralis,+,1
Galium aparine,NEW-OMAR-BA34,Galium aparine,+,1
Galium aparine,NEW-OMAR-PA70,Galium aparine,+,1
Galium aparine,NEW-OMAR-LF95,Galium aparine,+,1
Galium aparine,NEW-OMAR-PA35,Galium aparine,+,1
Galium aparine,NEW-OMAR-BA43,Galium aparine,+,1
Galium palustre,NEW-OMAR-LF51,Galium palustre,+,1
Galium palustre,NEW-OMAR-BA83,Galium palustre,+,1
Galium verum,NEW-OMAR-CO66,Galium verum,+,1
Gaudinia fragilis,NEW-OMAR-CO66,Gaudinia fragilis,+,1
Gaudinia fragilis,NEW-OMAR-BA14,Gaudinia fragilis,+,1
Geranium dissectum ,NEW-OMAR-BA42,Geranium dissectum,+,1
Geranium molle,NEW-OMAR-PA30,Geranium molle,+,1
Geranium purpureum,NEW-OMAR-LF09,Geranium purpureum,+,1
Geranium robertianum,NEW-OMAR-TU91,Geranium robertianum,+,1
Geranium robertianum,NEW-OMAR-BA53,Geranium robertianum,+,1
Geranium robertianum,NEW-OMAR-BA08,Geranium robertianum,+,1
Geranium robertianum,NEW-OMAR-CC22,Geranium robertianum,+,1
Geranium robertianum,NEW-OMAR-PA45,Geranium robertianum,+,1
Geranium robertianum,NEW-OMAR-BA19,Geranium robertianum,+,1
Geranium rotundifolium,NEW-OMAR-CO63,Geranium rotundifolium,+,1
Geranium rotundifolium,NEW-OMAR-CO62,Geranium rotundifolium,+,1
Geranium rotundifolium,NEW-OMAR-BA81,Geranium rotundifolium,+,1
Geranium rotundifolium,NEW-OMAR-BA13,Geranium rotundifolium,+,1
Geranium rotundifolium,NEW-OMAR-BA34,Geranium rotundifolium,+,1
Rubus gr. silvaticus,NEW-OMAR-AC78,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-CC88,Rubus ulmifolius,1,5
Geum urbanum,NEW-OMAR-LF09,Geum urbanum,+,1
Glechoma hederacea,NEW-OMAR-BA08,Glechoma hederacea,+,1
Rubus gr. silvaticus,NEW-OMAR-BA33,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-RE28,Rubus ulmifolius,1,5
Rubus gr. silvaticus,NEW-OMAR-PA102,Rubus ulmifolius,2,15
Rubus gr. silvaticus,NEW-OMAR-CC89,Rubus ulmifolius,2,15
Rubus gr. silvaticus,NEW-OMAR-LF09,Rubus ulmifolius,2,15
Rubus gr. silvaticus,NEW-OMAR-CC90,Rubus ulmifolius,2,15
Rubus gr. silvaticus,NEW-OMAR-BA58,Rubus ulmifolius,2,15
Rubus gr. silvaticus,NEW-OMAR-LNA75,Rubus ulmifolius,+,1
Rubus gr. silvaticus,NEW-OMAR-PA96,Rubus ulmifolius,+,1
Rubus gr. silvaticus,NEW-OMAR-CC87,Rubus ulmifolius,+,1
Rubus gr. silvaticus,NEW-OMAR-BA106,Rubus ulmifolius,+,1
Rubus gr. silvaticus,NEW-OMAR-TU91,Rubus ulmifolius,+,1
Rubus ulmifolius x silvaticus,NEW-OMAR-BA18,Rubus ulmifolius,2,15
Helminthotheca echioides,NEW-OMAR-BA04,Helminthotheca echioides,+,1
Helminthotheca echioides,NEW-OMAR-BA02,Helminthotheca echioides,+,1
Helosciadium nodiflorum,NEW-OMAR-BA03,Helosciadium nodiflorum,+,1
Holcus lanatus ,NEW-OMAR-CO63,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-PA68,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA108,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-RE27,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA08,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-PA102,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-RI72,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA85,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA15,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA84,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-PA70,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-CO62,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-LF09,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA02,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-BA53,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-LF95,Holcus lanatus,+,1
Holcus lanatus ,NEW-OMAR-LF105,Holcus lanatus,+,1
Holcus mollis,NEW-OMAR-PA96,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-PA50,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-LNA73,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-CC90,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-PA55,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-PA48,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-PA31,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-PA99,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-LF11,Holcus mollis,+,1
Holcus mollis,NEW-OMAR-CC22,Holcus mollis,+,1
Hordeum murinum,NEW-OMAR-LF105,Hordeum murinum,+,1
Hordeum murinum,NEW-OMAR-BA58,Hordeum murinum,+,1
Hypericum androsaemum,NEW-OMAR-LF09,Hypericum androsaemum,+,1
Hypericum humifusum,NEW-OMAR-BA34,Hypericum humifusum,+,1
Hypericum perforatum,NEW-OMAR-BA80,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-PA47,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-PA69,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-PA46,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-PA97,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-LF95,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-CC22,Hypericum perforatum,+,1
Hypericum perforatum,NEW-OMAR-BA15,Hypericum perforatum,+,1
Hypochaeris radicata ,NEW-OMAR-BA05,Hypochaeris radicata,+,1
Hypochaeris radicata ,NEW-OMAR-BA02,Hypochaeris radicata,+,1
Hypochaeris radicata ,NEW-OMAR-PA16,Hypochaeris radicata,+,1
Hypochaeris radicata ,NEW-OMAR-CO66,Hypochaeris radicata,+,1
Hypochaeris radicata ,NEW-OMAR-LF52,Hypochaeris radicata,+,1
Ilex aquifolium,NEW-OMAR-LNA76,Ilex aquifolium,+,1
Ilex aquifolium,NEW-OMAR-PA48,Ilex aquifolium,+,1
Ilex aquifolium,NEW-OMAR-BA19,Ilex aquifolium,+,1
Inula montana,NEW-OMAR-PA50,Inula montana,+,1
Inula montana,NEW-OMAR-RE29,Inula montana,+,1
Inula montana,NEW-OMAR-TU91,Inula montana,+,1
Inula montana,NEW-OMAR-LC77,Inula montana,+,1
Jacobaea aquatica,NEW-OMAR-BA15,Jacobaea aquatica,+,1
Jacobaea aquatica,NEW-OMAR-LF51,Jacobaea aquatica,+,1
Juncus articulatus,NEW-OMAR-BA02,Juncus articulatus,+,1
Juncus bufonius,NEW-OMAR-BA02,Juncus bufonius,+,1
Juncus inflexus,NEW-OMAR-BA02,Juncus inflexus,+,1
Juncus inflexus,NEW-OMAR-BA38,Juncus inflexus,+,1
Juncus inflexus,NEW-OMAR-LF09,Juncus inflexus,+,1
Juncus inflexus,NEW-OMAR-CO61,Juncus inflexus,+,1
Lactuca serriola ,NEW-OMAR-PA97,Lactuca serriola,+,1
Lactuca serriola ,NEW-OMAR-BA12,Lactuca serriola,+,1
Lactuca serriola ,NEW-OMAR-BA13,Lactuca serriola,+,1
Lactuca serriola ,NEW-OMAR-PA102,Lactuca serriola,+,1
Lactuca serriola ,NEW-OMAR-LF109,Lactuca serriola,+,1
Lactuca serriola ,NEW-OMAR-BA15,Lactuca serriola,+,1
