SIVIMID,Relevé.number,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,EUNIS2020,EUNIS_REVISED,PCluster
T-P11874,511874,Galio aparines-Conietum maculati,121,7938,29TPH81,,17535,540,Pieros,,ATL_COAST,N_DUNES,100,,NA,20,742,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-6.754270027,42.59485171,3 - UTM10x10 + Elevation,540,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V38   ,V39,0
T-P11875,511875,Urtico dioicae-Sambucetum ebuli,93,13448,29TQH15,,17536,1000,Villablino,,ATL_COAST,N_DUNES,95,,NA,12,856,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-6.35884046,42.94570107,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P11876,511876,Urtico dioicae-Sambucetum ebuli,73,12214,29TQH26,,17537,1440,La Cueta,,ATL_COAST,N_DUNES,100,,NA,10,856,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-6.216775309,42.99480644,3 - UTM10x10 + Elevation,1440,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P11877,511877,Urtico dioicae-Sambucetum ebuli,90,14070,29TQH25,,17538,1030,Rioscuro,,ATL_COAST,N_DUNES,100,,NA,5,856,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-6.267710828,42.93753672,3 - UTM10x10 + Elevation,1030,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P11878,511878,Urtico dioicae-Sambucetum ebuli,84,9647,30TTN75,,17539,1200,Folledo,,ATL_COAST,N_DUNES,80,,NA,20,856,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.748352093,42.88816549,3 - UTM10x10 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P11879,511879,Urtico dioicae-Sambucetum ebuli,85,9524,30TTN85,,17513,1140,Buiza,,ATL_COAST,N_DUNES,100,,NA,10,856,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.689243528,42.88056569,3 - UTM10x10 + Elevation,1140,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P11880,511880,Senecioni duriaei-Chenopodietum boni-henrici,76,14439,30TUN45,,17540,1400,Puerto de Monteviejo,,ATL_COAST,N_DUNES,100,,NA,5,2157,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-4.921009463,42.90324582,3 - UTM10x10 + Elevation,1400,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P11881,511881,Senecioni duriaei-Chenopodietum boni-henrici,65,13784,30TUN17,,17541,1620,Puerto de las Señales,,ATL_COAST,N_DUNES,60,,NA,100,2157,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.32150823,43.06510802,3 - UTM10x10 + Elevation,1620,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V     ,V38,0
T-P11882,511882,Senecioni duriaei-Chenopodietum boni-henrici,64,13003,30TUN17,,17542,1620,Puerto de las Señales,,ATL_COAST,N_DUNES,70,,NA,20,2157,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.250462326,43.07012973,3 - UTM10x10 + Elevation,1620,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R     ,V38,0
T-P11883,511883,Senecioni duriaei-Chenopodietum boni-henrici,73,14638,30TUN56,,17543,1380,Llánaves de la Reina,,ATL_COAST,N_DUNES,80,,NA,8,2157,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-4.824177325,43.02549475,3 - UTM10x10 + Elevation,1380,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P11884,511884,Geranio robertiani-Caryolophetum sempervirentis,92,11575,30TUN34,,17544,950,Mondreganes,,ATL_COAST,N_DUNES,90,,NA,40,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.018145493,42.83942945,4 - UTM10x10 + Centroid,950,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P11885,511885,Geranio robertiani-Caryolophetum sempervirentis,84,13868,30TUN45,,17545,1250,Besande,,ATL_COAST,N_DUNES,100,,NA,20,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-4.880533711,42.94173846,3 - UTM10x10 + Elevation,1250,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,      +,V39,0
T-P11886,511886,Geranio robertiani-Caryolophetum sempervirentis,80,16383,30TTN86,,17546,1260,Tonín,,ATL_COAST,N_DUNES,100,,NA,12,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.583514501,42.98745447,3 - UTM10x10 + Elevation,1260,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P11888,511888,Geranio robertiani-Caryolophetum sempervirentis,96,9222,30TTN94,,17547,1030,Matallana de Torío,,ATL_COAST,N_DUNES,80,,NA,40,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.503423208,42.82715264,3 - UTM10x10 + Elevation,1030,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P11889,511889,Geranio robertiani-Caryolophetum sempervirentis,80,13586,30TTN86,,17548,1240,Tonín,,ATL_COAST,N_DUNES,100,,NA,40,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-5.688575971,42.97782968,3 - UTM10x10 + Elevation,1240,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P11890,511890,Geranio robertiani-Caryolophetum sempervirentis,77,16308,30TUN45,,17549,1370,Puerto de Monteviejo,,ATL_COAST,N_DUNES,100,,NA,10,2725c,"Díaz González, Tomás E.; Penas Merino, Ángel; Herrero Cembranos, Luis; Pérez Morales, Carmen; Llamas García, Félix & Terrón Alfonso, Arsenio",1988,Estudio de los herbazales nitrófilos vivaces y comunidades ruderal viarias de la província de León (NW de España).," Acta Bot. Barc., 37: 113-131.",No forest,-4.888793567,42.89117522,3 - UTM10x10 + Elevation,1370,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P12037,512037,Urtico dioicae-Sambucetum ebuli,136,12443,30TVN89,,17582,150,"Río Mercadillo, Mercadillo",,ATL_COAST,N_DUNES,100,,NA,20,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-3.16055042,43.28305254,3 - UTM10x10 + Elevation,150,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12038,512038,Urtico dioicae-Sambucetum ebuli,137,12065,30TVN89,,17583,200,"Río Mercadillo, Mercadillo",,ATL_COAST,N_DUNES,100,,NA,20,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-3.13099271,43.29389577,3 - UTM10x10 + Elevation,200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12039,512039,Urtico dioicae-Sambucetum ebuli,132,12695,30TVN99,,17584,250,"Río Galindo, Galindo",,ATL_COAST,N_DUNES,100,,NA,15,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-3.108806287,43.29571995,3 - UTM10x10 + Elevation,250,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R55   ,V39,0
T-P12040,512040,Urtico dioicae-Sambucetum ebuli,132,12809,30TVN99,,17585,300,"Río Galindo, Galindo",,ATL_COAST,N_DUNES,100,,NA,20,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-3.054595502,43.33177705,3 - UTM10x10 + Elevation,300,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12041,512041,Urtico dioicae-Sambucetum ebuli,122,12384,30TVN78,,17586,400,"Río Carranza, Escaleras",,ATL_COAST,N_DUNES,100,,NA,15,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-3.251542666,43.2306615,3 - UTM10x10 + Elevation,400,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, V     ,V39,0
T-P12042,512042,Urtico dioicae-Sambucetum ebuli,129,12010,30TWN08,,17587,250,"Río Cadagua, Cadagua",,ATL_COAST,N_DUNES,100,,NA,15,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-2.988015868,43.17510784,3 - UTM10x10 + Elevation,250,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12043,512043,Urtico dioicae-Sambucetum ebuli,128,11837,30TWN08,,17588,200,"Río Cadagua, Cadagua",,ATL_COAST,N_DUNES,100,,NA,15,856,"Onaindica Olalde, Miren; Olea Baza, Itziar; Martínez Hortal, Emilio & Benito Iza, Iñaki",1988,Comunidades nitrófilas de los ríos de la província de Vizcaya.," Acta Bot. Barc., 37: 297-305.",No forest,-2.985541955,43.23093713,3 - UTM10x10 + Elevation,200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R     ,V39,0
T-P12268,512268,Chenopodio boni-henrici-Senecietum durieui,69,12309,29TQH26,,17273,1480,La Cueta,,ATL_COAST,N_DUNES,90,,NA,10,2872,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.230343729,43.0196353,3 - UTM10x10 + Elevation,1480,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P12269,512269,Chenopodio boni-henrici-Senecietum durieui,79,12433,29TQH26,,17274,1300,Lumajo,,ATL_COAST,N_DUNES,80,,NA,10,2872,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.243923613,43.0444621,3 - UTM10x10 + Elevation,1300,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V35   ,V35,0
T-P12270,512270,Chenopodio boni-henrici-Senecietum durieui,76,12851,29TQH26,,17275,1350,Lumajo,,ATL_COAST,N_DUNES,90,,NA,10,2872,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.213856679,42.98588442,3 - UTM10x10 + Elevation,1350,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V35   ,V35,0
T-P12271,512271,Chenopodio boni-henrici-Senecietum durieui,76,13320,29TQH16,,17276,1520,Pto. de Leitariegos,,ATL_COAST,N_DUNES,100,,NA,6,2872,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.402625935,42.98402406,3 - UTM10x10 + Elevation,1520,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, H25   ,V39,0
T-P12272,512272,Urtico dioicae-Sambucetum ebuli,97,12884,29TQH15,,17277,1000,Villablino,,ATL_COAST,N_DUNES,95,,NA,12,856,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.323608334,42.92872243,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12273,512273,Urtico dioicae-Sambucetum ebuli,73,12399,29TQH26,,17278,1440,La Cueta,,ATL_COAST,N_DUNES,100,,NA,10,856,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.231850416,43.00158459,3 - UTM10x10 + Elevation,1440,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12274,512274,Urtico dioicae-Sambucetum ebuli,85,14106,29TQH25,,17279,1240,Piedrafita de Babia,,ATL_COAST,N_DUNES,95,,NA,10,856,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.246347129,42.95075099,3 - UTM10x10 + Elevation,1240,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12275,512275,Urtico dioicae-Sambucetum ebuli,89,13051,29TQH15,,17280,1090,Rabanal de Abajo,,ATL_COAST,N_DUNES,100,,NA,10,856,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.403089754,42.94799425,3 - UTM10x10 + Elevation,1090,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12276,512276,Urtico dioicae-Sambucetum ebuli,91,12831,29TQH25,,17281,1030,Rioscuro,,ATL_COAST,N_DUNES,100,,NA,5,856,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.297557608,42.94568401,3 - UTM10x10 + Elevation,1030,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P12277,512277,Galio aparines-Conietum maculati,91,13606,29TQH15,,17282,1000,Villablino,,ATL_COAST,N_DUNES,100,,NA,20,742,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.327726795,42.91419609,3 - UTM10x10 + Elevation,1000,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V38   ,V39,0
T-P12278,512278,Galio aparines-Conietum maculati,81,12499,29TQH25,,17283,1270,Piedrafita de Babia,,ATL_COAST,N_DUNES,100,,NA,25,742,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.189951626,42.95053729,3 - UTM10x10 + Elevation,1270,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P12279,512279,Galio aparines-Conietum maculati,83,11282,29TQH15,,17284,1380,Tejedo del Sil,,ATL_COAST,N_DUNES,80,,NA,4,742,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.364617546,42.96173849,3 - UTM10x10 + Elevation,1380,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P12280,512280,Galio aparines-Conietum maculati,96,12252,29TQH15,,17285,940,Villarino del Sil,,ATL_COAST,N_DUNES,100,,NA,10,742,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.321451714,42.93418754,3 - UTM10x10 + Elevation,940,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P12281,512281,Galio aparines-Conietum maculati,91,12857,29TQH25,,17286,1030,Rioscuro,,ATL_COAST,N_DUNES,90,,NA,4,742,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.295206103,42.94755262,3 - UTM10x10 + Elevation,1030,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P12282,512282,Geranio robertiani-Caryolophetum sempervirentis,102,14806,29TQH05,,17287,890,Palacios del Sil,,ATL_COAST,N_DUNES,90,,NA,5,2725,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.534923633,42.93859187,3 - UTM10x10 + Elevation,890,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,      ?,V39,0
T-P12283,512283,Geranio robertiani-Caryolophetum sempervirentis,102,13904,29TQH05,,17251,930,Palacios del Sil,,ATL_COAST,N_DUNES,100,SE,18,10,2725,"Puente García, Emilio",1988,Flora y vegetación de la cuenca alta del río Sil., Instituación Fray Bernardino de Sahagún. Diput. Prov. de León. 536 pp.,No forest,-6.544916555,42.94188403,3 - UTM10x10 + Elevation,930,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P13196,513196,Geranietum robertiano-lucidi,96,13341,30TWN16,30TWN1965,16847,1090,"Zeanuri, Gorbea",,ATL_COAST,N_DUNES,NA,,NA,6,2391,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-2.759690412,43.04158337,2 - UTM1x1 + Centroid,1090,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P13198,513198,Oxalido acetosellae-Geranietum robertiani,103,14486,30TXN56,30TXN5461,16848,890,Irati,,ATL_COAST,N_DUNES,NA,,NA,15,2929,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-1.103909513,42.9901076,1 - UTM1x1 + Elevation,890,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P13199,513199,Oxalido acetosellae-Geranietum robertiani,103,15542,30TXN56,30TXN5461,16849,890,Irati,,ATL_COAST,N_DUNES,NA,,NA,15,2929,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-1.106472059,42.98654814,1 - UTM1x1 + Elevation,890,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P13200,513200,Galio aparines-Anthriscetum sylvestris,116,8524,30TWN04,30TWN0848,16850,580,"Kuartango, Etxabarri, río Bayas",,ATL_COAST,N_DUNES,NA,,NA,150,2392,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-2.892541738,42.89229986,1 - UTM1x1 + Elevation,580,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, R55   ,V39,0
T-P13201,513201,Chaerophyllo aurei-Anthriscetum sylvestris,85,15059,30TXN55,30TXN5552,16851,800,Otxagabia,,ATL_COAST,N_DUNES,NA,,NA,30,2930,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-1.138754059,42.96924932,4 - UTM10x10 + Centroid,800,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
T-P13202,513202,Chaerophyllo aurei-Anthriscetum sylvestris,103,14649,30TXN45,30TXN4354,16852,800,"Aezkoa, Garaioa",,ATL_COAST,N_DUNES,NA,,NA,30,2930,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-1.245422045,42.93113216,1 - UTM1x1 + Elevation,800,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
T-P13204,513204,Comunidad de Pastinaca sylvestris y Heracleum sphondylium,110,9272,30TWN35,30TWN3051,16853,520,Mendibil,,ATL_COAST,N_DUNES,NA,,NA,30,2931,"Loidi Arriegui, Javier; Biurrun Galarraga, Idoia & Herrera Gallastegui, Mercedes",1997,La vegetación del centro-septentrional de España.," Itinera Geobot., 9:161-618.",No forest,-2.627862517,42.91515908,1 - UTM1x1 + Elevation,520,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, R22   ,V39,0
