"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"311","U-P00618",2431,"Polygono arenastri-Matricarietum matricarioidis",2134,"Polygono-Coronopodion","V35","",NA,10,"2002",-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"312","U-P00619",2432,"Polygono arenastri-Matricarietum matricarioidis",2135,"Polygono-Coronopodion","V35","",NA,4,"2002",-4.882839913,43.01734063,"2 - UTM1x1 + Centroid",1150,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"313","U-P00620",2433,"Polygono arenastri-Matricarietum matricarioidis",2136,"Polygono-Coronopodion","V35","",NA,2,"2002",-4.793120148,43.0548008,"1 - UTM1x1 + Elevation",1390,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"314","U-P00621",2434,"Polygono arenastri-Matricarietum matricarioidis",2137,"Polygono-Coronopodion","V35","",NA,8,"2002",-4.925588884,42.97160546,"1 - UTM1x1 + Elevation",1090,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"315","U-P00914",2443,"Lolio perennis-Plantaginetum maioris",600914,"Potentillion anserinae","R36","",NA,4,"2002",-4.87297275,43.01570164,"1 - UTM1x1 + Elevation",1220,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"316","U-P00915",2444,"Lolio perennis-Plantaginetum maioris",600915,"Potentillion anserinae","R36","",NA,3,"2002",-4.903860983,42.98277477,"1 - UTM1x1 + Elevation",1160,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"317","U-P00916",2445,"Lolio perennis-Plantaginetum maioris",600916,"Potentillion anserinae","R36","",NA,5,"2002",-4.920798508,42.97528788,"1 - UTM1x1 + Elevation",1100,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"318","U-P06056",2456,"Polygono-Matricarietum matricarioidis",2138,"Polygono-Coronopodion","V35","",NA,10,"1988",-5.437169415,43.00867516,"3 - UTM10x10 + Elevation",1300,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"319","U-P06057",2457,"Bryo argentei-Saginetum procumbentis",2139,"Potentillion anserinae","V35","",NA,5,"1988",-5.376726886,42.96852604,"3 - UTM10x10 + Elevation",1300,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"320","U-P06399",2458,"Comunidades higrófilas",606399,"Polygono-Coronopodion","V","",NA,1,"1988",-3.306890359,43.2170034,"4 - UTM10x10 + Centroid",1890,"Unknown",NA,0,"Polygono-Poetea annuae"
"321","U-P06400",2459,"Comunidades higrófilas",606400,"Polygono-Coronopodion","V35","",NA,1,"1988",-4.718999578,43.21441956,"3 - UTM10x10 + Elevation",1800,"Unknown",NA,0,"Polygono-Poetea annuae"
"322","U-P07602",2463,"Gnaphalio uliginosi-Spergularietum capillaceae",607602,"Polygono-Coronopodion","R36","",NA,15,"2002",-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1110,"Nanocyperion","Isoëto-Nanojuncetea",0,"Polygono-Poetea annuae"
"323","U-P12219",2500,"Sagino procumbentis-Sibthorpietum europaeae",612219,"Saginion procumbentis","V35","",NA,NA,"2003",-8.355077336,41.9909331,"3 - UTM10x10 + Elevation",550,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
