Releve number,SIVIMID,Analysis.Names,Cover.percent
1091,T-P33553,Spergula arvensis,1
1091,T-P33553,Veronica persica,1
1120,T-P33554,Anthemis arvensis,1
1120,T-P33554,Aphanes arvensis,1
1120,T-P33554,Coleostephus myconis,1
1120,T-P33554,Euphorbia helioscopia,1
1120,T-P33554,Fumaria officinalis,1
1120,T-P33554,Glebionis segetum,5
1120,T-P33554,Mibora minima,1
1120,T-P33554,Ochlopoa annua,1
1120,T-P33554,Persicaria maculosa,1
1120,T-P33554,Raphanus raphanistrum aggr.,1
1120,T-P33554,Rumex bucephalophorus,1
1120,T-P33554,Scleranthus annuus,1
1120,T-P33554,Senecio vulgaris,1
1120,T-P33554,Spergula arvensis,1
1120,T-P33554,Stellaria media,1
1120,T-P33554,Veronica arvensis,1
1121,T-P33555,Anthemis arvensis,1
1121,T-P33555,Aphanes arvensis,1
1121,T-P33555,Coleostephus myconis,15
1121,T-P33555,Fumaria officinalis,1
1121,T-P33555,Glebionis segetum,1
1121,T-P33555,Mibora minima,1
1121,T-P33555,Ochlopoa annua,1
1121,T-P33555,Raphanus raphanistrum aggr.,1
1121,T-P33555,Rumex bucephalophorus,1
1121,T-P33555,Senecio vulgaris,1
1121,T-P33555,Sonchus oleraceus,1
1121,T-P33555,Spergula arvensis,1
1121,T-P33555,Stachys arvensis,1
1121,T-P33555,Stellaria media,1
1121,T-P33555,Veronica persica,1
1039,T-P33556,Anthemis arvensis,1
1039,T-P33556,Aphanes arvensis,1
1039,T-P33556,Coleostephus myconis,1
1039,T-P33556,Euphorbia helioscopia,1
1039,T-P33556,Glebionis segetum,1
1039,T-P33556,Mibora minima,1
1039,T-P33556,Ochlopoa annua,1
1039,T-P33556,Raphanus raphanistrum aggr.,1
1039,T-P33556,Rumex bucephalophorus,1
1039,T-P33556,Spergula arvensis,1
1039,T-P33556,Stachys arvensis,1
1039,T-P33556,Stellaria media,1
1039,T-P33556,Veronica arvensis,1
1025,T-P33557,Anthemis arvensis,1
1025,T-P33557,Aphanes arvensis,1
1025,T-P33557,Coleostephus myconis,15
1025,T-P33557,Glebionis segetum,5
1025,T-P33557,Linaria elegans,1
1025,T-P33557,Mibora minima,1
1025,T-P33557,Myosotis discolor,1
1025,T-P33557,Ochlopoa annua,1
1025,T-P33557,Raphanus raphanistrum aggr.,1
1025,T-P33557,Rumex bucephalophorus,1
1025,T-P33557,Scleranthus annuus,1
1025,T-P33557,Senecio vulgaris,1
1025,T-P33557,Sonchus oleraceus,1
1025,T-P33557,Spergula arvensis,1
1025,T-P33557,Stachys arvensis,1
1025,T-P33557,Stellaria media,1
998,T-P33558,Achillea millefolium,1
998,T-P33558,Aphanes arvensis,1
998,T-P33558,Arnoseris minima,1
998,T-P33558,Campanula lusitanica,1
998,T-P33558,Coleostephus myconis,15
998,T-P33558,Glebionis segetum,1
998,T-P33558,Mibora minima,1
998,T-P33558,Ornithopus sativus,1
998,T-P33558,Raphanus raphanistrum aggr.,1
998,T-P33558,Senecio vulgaris,1
998,T-P33558,Spergula arvensis,1
998,T-P33558,Stachys arvensis,1
1040,T-P33559,Achillea millefolium,1
1040,T-P33559,Anthemis arvensis,1
1040,T-P33559,Arnoseris minima,1
1040,T-P33559,Arrhenatherum elatius,1
1040,T-P33559,Coleostephus myconis,1
1040,T-P33559,Convolvulus arvensis,1
1040,T-P33559,Fumaria officinalis,1
1040,T-P33559,Glebionis segetum,1
1040,T-P33559,Mentha suaveolens,1
1040,T-P33559,Persicaria maculosa,1
1040,T-P33559,Raphanus raphanistrum aggr.,1
1040,T-P33559,Rumex bucephalophorus,1
1040,T-P33559,Scleranthus annuus,1
1040,T-P33559,Sonchus oleraceus,1
1040,T-P33559,Spergula arvensis,1
1040,T-P33559,Stellaria media,1
1040,T-P33559,Vicia hirsuta,1
1040,T-P33559,Vicia sativa aggr.,1
1111,T-P33560,Anagallis arvensis,1
1111,T-P33560,Anthemis arvensis,1
1111,T-P33560,Aphanes arvensis,1
1111,T-P33560,Campanula lusitanica,1
1111,T-P33560,Coleostephus myconis,1
1111,T-P33560,Glebionis segetum,1
1111,T-P33560,Persicaria maculosa,1
1111,T-P33560,Raphanus raphanistrum aggr.,1
1111,T-P33560,Rumex bucephalophorus,1
1072,T-P33561,Anthemis arvensis,1
1072,T-P33561,Anthoxanthum odoratum,1
1072,T-P33561,Aphanes arvensis,1
1072,T-P33561,Arnoseris minima,1
1072,T-P33561,Campanula lusitanica,1
1072,T-P33561,Herniaria hirsuta,1
1072,T-P33561,Holcus lanatus,1
1072,T-P33561,Linaria elegans,1
1072,T-P33561,Mibora minima,1
1072,T-P33561,Persicaria maculosa,1
1072,T-P33561,Raphanus raphanistrum aggr.,1
1072,T-P33561,Rumex acetosella,1
1072,T-P33561,Scleranthus annuus,1
1072,T-P33561,Spergula arvensis,1
1072,T-P33561,Stellaria media,1
1127,T-P33562,Anthemis arvensis,1
1127,T-P33562,Anthoxanthum odoratum,1
1127,T-P33562,Arnoseris minima,1
1127,T-P33562,Campanula lusitanica,1
1127,T-P33562,Coleostephus myconis,1
1127,T-P33562,Herniaria hirsuta,1
1127,T-P33562,Holcus lanatus,1
1127,T-P33562,Linaria elegans,1
1127,T-P33562,Mibora minima,1
1127,T-P33562,Ornithopus sativus,1
1127,T-P33562,Persicaria maculosa,1
1127,T-P33562,Raphanus raphanistrum aggr.,1
1127,T-P33562,Rumex acetosella,1
1127,T-P33562,Scleranthus annuus,1
1127,T-P33562,Spergula arvensis,1
1127,T-P33562,Stellaria media,1
1127,T-P33562,Vicia sativa aggr.,1
1127,T-P33562,Viola arvensis,1
1057,T-P33563,Anthemis arvensis,1
1057,T-P33563,Anthoxanthum odoratum,1
1057,T-P33563,Aphanes arvensis,1
1057,T-P33563,Arnoseris minima,1
1057,T-P33563,Coleostephus myconis,1
1057,T-P33563,Glebionis segetum,1
1057,T-P33563,Herniaria hirsuta,1
1057,T-P33563,Linaria elegans,1
1057,T-P33563,Mibora minima,1
1057,T-P33563,Ornithopus sativus,1
1057,T-P33563,Raphanus raphanistrum aggr.,1
1057,T-P33563,Scleranthus annuus,1
1057,T-P33563,Spergula arvensis,1
1057,T-P33563,Stellaria media,1
1057,T-P33563,Vicia sativa aggr.,1
1057,T-P33563,Viola arvensis,1
1087,T-P33564,Anthemis arvensis,1
1087,T-P33564,Anthoxanthum odoratum,1
1087,T-P33564,Aphanes arvensis,1
1087,T-P33564,Arnoseris minima,1
1087,T-P33564,Linaria elegans,1
1087,T-P33564,Mibora minima,1
1087,T-P33564,Ornithopus sativus,1
1087,T-P33564,Raphanus raphanistrum aggr.,1
1087,T-P33564,Scleranthus annuus,1
1089,T-P33565,Anthemis arvensis,1
1089,T-P33565,Anthoxanthum odoratum,1
1089,T-P33565,Aphanes arvensis,1
1089,T-P33565,Arnoseris minima,1
1089,T-P33565,Campanula lusitanica,1
1089,T-P33565,Coleostephus myconis,1
1089,T-P33565,Glebionis segetum,37.5
1089,T-P33565,Holcus lanatus,1
1089,T-P33565,Linaria elegans,1
1089,T-P33565,Mibora minima,1
1089,T-P33565,Persicaria maculosa,1
1089,T-P33565,Raphanus raphanistrum aggr.,37.5
1089,T-P33565,Rumex acetosella,1
1089,T-P33565,Scleranthus annuus,1
1089,T-P33565,Spergula arvensis,1
1089,T-P33565,Stellaria media,1
1089,T-P33565,Viola arvensis,1
1131,T-P33566,Anthemis arvensis,15
1131,T-P33566,Anthoxanthum odoratum,1
1131,T-P33566,Aphanes arvensis,1
1131,T-P33566,Arnoseris minima,1
1131,T-P33566,Campanula lusitanica,1
1131,T-P33566,Linaria elegans,1
1131,T-P33566,Ornithopus sativus,1
1131,T-P33566,Persicaria maculosa,1
1131,T-P33566,Raphanus raphanistrum aggr.,1
1131,T-P33566,Scleranthus annuus,1
1131,T-P33566,Spergula arvensis,62.5
1131,T-P33566,Vicia sativa aggr.,1
1200,T-P33567,Anthemis arvensis,1
1200,T-P33567,Anthoxanthum odoratum,1
1200,T-P33567,Arnoseris minima,1
1200,T-P33567,Glebionis segetum,1
1200,T-P33567,Holcus lanatus,1
1200,T-P33567,Linaria elegans,1
1200,T-P33567,Mibora minima,1
1200,T-P33567,Ornithopus sativus,1
1200,T-P33567,Persicaria maculosa,1
1200,T-P33567,Raphanus raphanistrum aggr.,1
1200,T-P33567,Rumex acetosella,1
1200,T-P33567,Scleranthus annuus,1
1200,T-P33567,Spergula arvensis,1
1200,T-P33567,Stellaria media,1
1200,T-P33567,Vicia sativa aggr.,1
1472,T-P33568,Anagallis arvensis,1
1472,T-P33568,Arrhenatherum elatius,1
1472,T-P33568,Chenopodium album,1
1472,T-P33568,Corrigiola litoralis,1
1472,T-P33568,Digitaria sanguinalis,1
1472,T-P33568,Echinochloa crus-galli,1
1472,T-P33568,Fumaria reuteri,5
1472,T-P33568,Geranium dissectum,1
1472,T-P33568,Lamium amplexicaule,1
1472,T-P33568,Paspalum dilatatum,1
1472,T-P33568,Persicaria maculosa,1
1472,T-P33568,Raphanus raphanistrum aggr.,1
1472,T-P33568,Rumex acetosella,1
1472,T-P33568,Solanum nigrum,1
1472,T-P33568,Spergula arvensis,1
1472,T-P33568,Stellaria media,1
1189,T-P33569,Achillea millefolium,1
1189,T-P33569,Chenopodium album,1
1189,T-P33569,Cyperus longus,1
1189,T-P33569,Echinochloa crus-galli,5
1189,T-P33569,Fallopia convolvulus,1
1189,T-P33569,Fumaria reuteri,1
1189,T-P33569,Geranium dissectum,1
1189,T-P33569,Lamium amplexicaule,1
1189,T-P33569,Persicaria maculosa,1
1189,T-P33569,Rumex acetosella,1
1189,T-P33569,Spergula arvensis,15
1189,T-P33569,Stellaria media,5
1516,T-P33570,Achillea millefolium,1
1516,T-P33570,Anagallis arvensis,1
1516,T-P33570,Arrhenatherum elatius,1
1516,T-P33570,Calendula arvensis,1
1516,T-P33570,Corrigiola litoralis,1
1516,T-P33570,Cyperus longus,1
1516,T-P33570,Digitaria sanguinalis,1
1516,T-P33570,Echinochloa crus-galli,1
1516,T-P33570,Fumaria reuteri,1
1516,T-P33570,Geranium dissectum,1
1516,T-P33570,Persicaria maculosa,1
1516,T-P33570,Raphanus raphanistrum aggr.,1
1516,T-P33570,Rumex acetosella,1
1516,T-P33570,Setaria viridis,1
1516,T-P33570,Solanum nigrum,1
1516,T-P33570,Spergula arvensis,1
1531,T-P33571,Arrhenatherum elatius,1
1531,T-P33571,Calendula arvensis,1
1531,T-P33571,Chenopodium album,1
1531,T-P33571,Corrigiola litoralis,1
1531,T-P33571,Cyperus longus,1
1531,T-P33571,Digitaria sanguinalis,1
1531,T-P33571,Echinochloa crus-galli,1
1531,T-P33571,Fallopia convolvulus,1
1531,T-P33571,Fumaria reuteri,1
1531,T-P33571,Paspalum dilatatum,1
1531,T-P33571,Persicaria maculosa,1
1531,T-P33571,Raphanus raphanistrum aggr.,1
1531,T-P33571,Rumex acetosella,1
1531,T-P33571,Setaria viridis,1
1531,T-P33571,Spergula arvensis,1
1531,T-P33571,Stellaria media,1
590,T-P33572,Achillea millefolium,1
590,T-P33572,Anagallis arvensis,1
590,T-P33572,Calendula arvensis,15
590,T-P33572,Digitaria sanguinalis,15
590,T-P33572,Echinochloa crus-galli,37.5
590,T-P33572,Fallopia convolvulus,1
590,T-P33572,Fumaria reuteri,1
590,T-P33572,Lamium amplexicaule,1
590,T-P33572,Paspalum dilatatum,1
590,T-P33572,Persicaria maculosa,1
590,T-P33572,Raphanus raphanistrum aggr.,1
590,T-P33572,Setaria viridis,1
590,T-P33572,Spergula arvensis,1
590,T-P33572,Stellaria media,62.5
628,T-P33573,Anthemis arvensis,1
628,T-P33573,Calendula arvensis,1
628,T-P33573,Corrigiola litoralis,1
628,T-P33573,Digitaria sanguinalis,5
628,T-P33573,Echinochloa crus-galli,1
628,T-P33573,Erodium moschatum,1
628,T-P33573,Fumaria reuteri,1
628,T-P33573,Geranium dissectum,1
628,T-P33573,Geranium molle,1
628,T-P33573,Mercurialis annua,1
628,T-P33573,Oxalis acetosella,1
628,T-P33573,Persicaria maculosa,1
628,T-P33573,Polycarpon tetraphyllum,1
628,T-P33573,Rumex acetosella,1
628,T-P33573,Setaria viridis,1
628,T-P33573,Solanum nigrum,1
628,T-P33573,Spergula arvensis,15
628,T-P33573,Stellaria media,37.5
2412,T-P33574,Anthemis arvensis,1
2412,T-P33574,Corrigiola litoralis,1
2412,T-P33574,Cyperus longus,1
2412,T-P33574,Digitaria sanguinalis,1
2412,T-P33574,Echinochloa crus-galli,1
2412,T-P33574,Fumaria reuteri,1
2412,T-P33574,Geranium dissectum,1
2412,T-P33574,Mercurialis annua,15
2412,T-P33574,Persicaria maculosa,1
2412,T-P33574,Polycarpon tetraphyllum,1
2412,T-P33574,Raphanus raphanistrum aggr.,1
2412,T-P33574,Rumex acetosella,1
2412,T-P33574,Rumex bucephalophorus,1
2412,T-P33574,Setaria viridis,1
2412,T-P33574,Solanum nigrum,1
2412,T-P33574,Spergula arvensis,1
2412,T-P33574,Stellaria media,1
2412,T-P33574,Vicia sativa aggr.,1
1468,T-P33575,Anagallis arvensis,1
1468,T-P33575,Chenopodium album,1
1468,T-P33575,Cyperus longus,1
1468,T-P33575,Digitaria sanguinalis,15
1468,T-P33575,Echinochloa crus-galli,1
1468,T-P33575,Erodium moschatum,1
1468,T-P33575,Fumaria reuteri,1
1468,T-P33575,Geranium dissectum,1
1468,T-P33575,Geranium molle,1
1468,T-P33575,Hypochaeris radicata,1
1468,T-P33575,Mercurialis annua,5
1468,T-P33575,Oxalis acetosella,1
1468,T-P33575,Persicaria maculosa,1
1468,T-P33575,Raphanus raphanistrum aggr.,1
1468,T-P33575,Rumex acetosella,1
1468,T-P33575,Spergula arvensis,1
1524,T-P33576,Anagallis arvensis,1
1524,T-P33576,Calendula arvensis,1
1524,T-P33576,Cyperus longus,1
1524,T-P33576,Digitaria sanguinalis,62.5
1524,T-P33576,Echinochloa crus-galli,1
1524,T-P33576,Erodium moschatum,1
1524,T-P33576,Fumaria reuteri,1
1524,T-P33576,Geranium dissectum,1
1524,T-P33576,Hypochaeris radicata,1
1524,T-P33576,Mercurialis annua,5
1524,T-P33576,Polycarpon tetraphyllum,1
1524,T-P33576,Raphanus raphanistrum aggr.,1
1524,T-P33576,Rumex acetosella,1
1524,T-P33576,Rumex bucephalophorus,1
1524,T-P33576,Setaria viridis,1
1524,T-P33576,Solanum nigrum,1
1524,T-P33576,Spergula arvensis,1
1524,T-P33576,Stellaria media,62.5
593,T-P33577,Anthemis arvensis,1
593,T-P33577,Chenopodium album,1
593,T-P33577,Corrigiola litoralis,1
593,T-P33577,Digitaria sanguinalis,1
593,T-P33577,Echinochloa crus-galli,1
593,T-P33577,Fumaria reuteri,1
593,T-P33577,Geranium dissectum,1
593,T-P33577,Geranium molle,1
593,T-P33577,Mercurialis annua,1
593,T-P33577,Oxalis acetosella,1
593,T-P33577,Persicaria maculosa,15
593,T-P33577,Raphanus raphanistrum aggr.,1
593,T-P33577,Rumex acetosella,1
593,T-P33577,Rumex bucephalophorus,1
593,T-P33577,Solanum nigrum,1
593,T-P33577,Spergula arvensis,1
593,T-P33577,Stellaria media,37.5
1442,T-P33578,Chenopodium album,1
1442,T-P33578,Cyperus longus,1
1442,T-P33578,Digitaria sanguinalis,1
1442,T-P33578,Echinochloa crus-galli,1
1442,T-P33578,Erodium moschatum,1
1442,T-P33578,Fumaria reuteri,1
1442,T-P33578,Geranium dissectum,1
1442,T-P33578,Mercurialis annua,1
1442,T-P33578,Persicaria maculosa,1
1442,T-P33578,Polycarpon tetraphyllum,1
1442,T-P33578,Raphanus raphanistrum aggr.,1
1442,T-P33578,Rumex acetosella,1
1442,T-P33578,Spergula arvensis,1
1442,T-P33578,Stellaria media,1
1442,T-P33578,Vicia sativa aggr.,1
2475,T-P33579,Anagallis arvensis,1
2475,T-P33579,Calendula arvensis,1
2475,T-P33579,Corrigiola litoralis,1
2475,T-P33579,Digitaria sanguinalis,1
2475,T-P33579,Echinochloa crus-galli,1
2475,T-P33579,Fumaria reuteri,1
2475,T-P33579,Geranium dissectum,1
2475,T-P33579,Hypochaeris radicata,1
2475,T-P33579,Mercurialis annua,15
2475,T-P33579,Polycarpon tetraphyllum,1
2475,T-P33579,Raphanus raphanistrum aggr.,1
2475,T-P33579,Rumex acetosella,1
2475,T-P33579,Solanum nigrum,1
2475,T-P33579,Spergula arvensis,1
2475,T-P33579,Stellaria media,1
2475,T-P33579,Vicia sativa aggr.,1
2463,T-P33580,Adenocarpus complicatus aggr.,1
2463,T-P33580,Andryala integrifolia,1
2463,T-P33580,Artemisia vulgaris,1
2463,T-P33580,Cladanthus mixtus,1
2463,T-P33580,Daucus carota,1
2463,T-P33580,Digitalis purpurea,15
2463,T-P33580,Echium vulgare,1
2463,T-P33580,Erigeron canadensis,1
2463,T-P33580,Galactites tomentosus,1
2463,T-P33580,Lamium maculatum,1
2463,T-P33580,Malva moschata,1
2463,T-P33580,Malva tournefortiana aggr.,1
2463,T-P33580,Marrubium vulgare,1
2463,T-P33580,Pteridium aquilinum,1
2463,T-P33580,Rubus ulmifolius aggr.,1
2463,T-P33580,Scrophularia scorodonia,1
2463,T-P33580,Stellaria holostea,1
2463,T-P33580,Teucrium scorodonia,1
2463,T-P33580,Verbascum thapsus,1
2505,T-P33581,Adenocarpus complicatus aggr.,1
2505,T-P33581,Andryala integrifolia,1
2505,T-P33581,Artemisia vulgaris,1
2505,T-P33581,Carduus tenuiflorus,1
2505,T-P33581,Daucus carota,1
2505,T-P33581,Digitalis purpurea,5
2505,T-P33581,Echium vulgare,1
2505,T-P33581,Foeniculum vulgare,1
2505,T-P33581,Galactites tomentosus,1
2505,T-P33581,Lamium maculatum,1
2505,T-P33581,Linaria triornithophora,1
2505,T-P33581,Malva tournefortiana aggr.,1
2505,T-P33581,Marrubium vulgare,1
2505,T-P33581,Pteridium aquilinum,1
2505,T-P33581,Rubus ulmifolius aggr.,1
2505,T-P33581,Scrophularia scorodonia,1
2505,T-P33581,Silene dioica,1
2505,T-P33581,Stellaria holostea,1
2505,T-P33581,Teucrium scorodonia,1
2505,T-P33581,Urtica dioica,1
2505,T-P33581,Verbascum thapsus,1
301,T-P33582,Adenocarpus complicatus aggr.,1
301,T-P33582,Artemisia vulgaris,1
301,T-P33582,Carduus tenuiflorus,1
301,T-P33582,Digitalis purpurea,5
301,T-P33582,Echium rosulatum,1
301,T-P33582,Echium vulgare,1
301,T-P33582,Foeniculum vulgare,1
301,T-P33582,Galactites tomentosus,1
301,T-P33582,Lamium maculatum,1
301,T-P33582,Linaria triornithophora,1
301,T-P33582,Malva moschata,1
301,T-P33582,Picris hieracioides,1
301,T-P33582,Pteridium aquilinum,1
301,T-P33582,Rubus ulmifolius aggr.,1
301,T-P33582,Silene dioica,1
301,T-P33582,Stellaria holostea,1
301,T-P33582,Ulex europaeus,1
301,T-P33582,Urtica dioica,5
127,T-P33583,Adenocarpus complicatus aggr.,1
127,T-P33583,Artemisia vulgaris,5
127,T-P33583,Carduus tenuiflorus,1
127,T-P33583,Digitalis purpurea,1
127,T-P33583,Echium rosulatum,1
127,T-P33583,Erigeron canadensis,1
127,T-P33583,Foeniculum vulgare,1
127,T-P33583,Galactites tomentosus,5
127,T-P33583,Glandora prostrata,1
127,T-P33583,Malva moschata,1
127,T-P33583,Marrubium vulgare,1
127,T-P33583,Picris hieracioides,1
127,T-P33583,Pteridium aquilinum,1
127,T-P33583,Rubus ulmifolius aggr.,1
127,T-P33583,Silene dioica,1
127,T-P33583,Stellaria holostea,1
127,T-P33583,Teucrium scorodonia,1
127,T-P33583,Ulex europaeus,1
127,T-P33583,Urtica dioica,1
127,T-P33583,Verbascum thapsus,1
2467,T-P33584,Adenocarpus complicatus aggr.,1
2467,T-P33584,Andryala integrifolia,1
2467,T-P33584,Artemisia vulgaris,1
2467,T-P33584,Cladanthus mixtus,1
2467,T-P33584,Digitalis purpurea,1
2467,T-P33584,Echium rosulatum,1
2467,T-P33584,Echium vulgare,1
2467,T-P33584,Galactites tomentosus,1
2467,T-P33584,Glandora prostrata,1
2467,T-P33584,Marrubium vulgare,1
2467,T-P33584,Picris hieracioides,1
2467,T-P33584,Pteridium aquilinum,1
2467,T-P33584,Rubus ulmifolius aggr.,1
2467,T-P33584,Teucrium scorodonia,1
2467,T-P33584,Ulex europaeus,1
2467,T-P33584,Urtica dioica,1
2467,T-P33584,Verbascum thapsus,1
130,T-P33585,Artemisia vulgaris,1
130,T-P33585,Cladanthus mixtus,1
130,T-P33585,Digitalis purpurea,5
130,T-P33585,Echium rosulatum,1
130,T-P33585,Echium vulgare,1
130,T-P33585,Erigeron canadensis,1
130,T-P33585,Galactites tomentosus,15
130,T-P33585,Linaria triornithophora,1
130,T-P33585,Malva moschata,1
130,T-P33585,Pteridium aquilinum,1
130,T-P33585,Rubus ulmifolius aggr.,1
130,T-P33585,Teucrium scorodonia,1
130,T-P33585,Urtica dioica,1
122,T-P33586,Adenocarpus complicatus aggr.,1
122,T-P33586,Artemisia vulgaris,1
122,T-P33586,Carduus tenuiflorus,1
122,T-P33586,Daucus carota,1
122,T-P33586,Digitalis purpurea,1
122,T-P33586,Echium vulgare,1
122,T-P33586,Galactites tomentosus,5
122,T-P33586,Glandora prostrata,1
122,T-P33586,Lamium maculatum,1
122,T-P33586,Malva tournefortiana aggr.,1
122,T-P33586,Marrubium vulgare,1
122,T-P33586,Picris hieracioides,1
122,T-P33586,Pteridium aquilinum,1
122,T-P33586,Rubus ulmifolius aggr.,1
122,T-P33586,Scrophularia scorodonia,1
122,T-P33586,Urtica dioica,1
122,T-P33586,Verbascum thapsus,1
1632,T-P35967,Achillea odorata,5
1632,T-P35967,Blitum bonus-henricus,15
1632,T-P35967,Carum carvi,5
1632,T-P35967,Cerastium fontanum,1
1632,T-P35967,Convolvulus arvensis,1
1632,T-P35967,Cruciata glabra,5
1632,T-P35967,Cytisus oromediterraneus,5
1632,T-P35967,Dactylis glomerata,1
1632,T-P35967,Digitalis parviflora,1
1632,T-P35967,Festuca rubra aggr.,5
1632,T-P35967,Galeopsis tetrahit,1
1632,T-P35967,Galium verum,15
1632,T-P35967,Holcus lanatus,1
1632,T-P35967,Lotus corniculatus,5
1632,T-P35967,Lotus pedunculatus,5
1632,T-P35967,Plantago lanceolata,5
1632,T-P35967,Rhinanthus alectorolophus,1
1632,T-P35967,Rumex acetosa,1
1632,T-P35967,Sanguisorba minor,5
1632,T-P35967,Sedum acre,5
1632,T-P35967,Senecio duriaei,15
1632,T-P35967,Trifolium pratense,1
1632,T-P35967,Trifolium repens,1
1631,T-P35968,Arenaria grandiflora,5
1631,T-P35968,Arrhenatherum elatius,5
1631,T-P35968,Bistorta vivipara,1
1631,T-P35968,Blitum bonus-henricus,37.5
1631,T-P35968,Brachypodium pinnatum aggr.,15
1631,T-P35968,Bromus racemosus,1
1631,T-P35968,Carex leporina,1
1631,T-P35968,Carum carvi,5
1631,T-P35968,Cerastium fontanum,1
1631,T-P35968,Convolvulus arvensis,1
1631,T-P35968,Cynosurus echinatus,5
1631,T-P35968,Digitalis parviflora,1
1631,T-P35968,Draba verna,1
1631,T-P35968,Eryngium bourgatii,1
1631,T-P35968,Hornungia alpina,1
1631,T-P35968,Lotus pedunculatus,5
1631,T-P35968,Rhinanthus minor,5
1631,T-P35968,Rumex acetosa,1
1631,T-P35968,Schedonorus pratensis,5
1631,T-P35968,Senecio duriaei,15
1631,T-P35968,Trifolium pratense,1
1631,T-P35968,Urtica dioica,15
1622,T-P35969,Achillea millefolium,1
1622,T-P35969,Anthyllis vulneraria,5
1622,T-P35969,Arctium minus,1
1622,T-P35969,Ballota nigra,1
1622,T-P35969,Bistorta vivipara,1
1622,T-P35969,Blitum bonus-henricus,15
1622,T-P35969,Bromus hordeaceus aggr.,5
1622,T-P35969,Bromus racemosus,5
1622,T-P35969,Centaurea lagascana,1
1622,T-P35969,Cirsium arvense,1
1622,T-P35969,Cytisus oromediterraneus,5
1622,T-P35969,Erucastrum nasturtiifolium,1
1622,T-P35969,Eryngium bourgatii,1
1622,T-P35969,Festuca rubra aggr.,5
1622,T-P35969,Genista florida,1
1622,T-P35969,Koeleria vallesiana,5
1622,T-P35969,Phleum pratense,5
1622,T-P35969,Poa alpina,1
1622,T-P35969,Rumex acetosella,5
1622,T-P35969,Senecio duriaei,15
1622,T-P35969,Senecio gallicus,1
1622,T-P35969,Trifolium pratense,5
1623,T-P35970,Achillea millefolium,5
1623,T-P35970,Ballota nigra,1
1623,T-P35970,Barbarea intermedia,5
1623,T-P35970,Blitum bonus-henricus,37.5
1623,T-P35970,Bromus hordeaceus aggr.,5
1623,T-P35970,Capsella bursa-pastoris,1
1623,T-P35970,Cytisus oromediterraneus,1
1623,T-P35970,Galeopsis tetrahit,1
1623,T-P35970,Lepidium heterophyllum,15
1623,T-P35970,Malva sylvestris,5
1623,T-P35970,Ochlopoa annua,5
1623,T-P35970,Poa bulbosa,5
1623,T-P35970,Polygonum aviculare,15
1623,T-P35970,Rumex acetosella,5
1623,T-P35970,Scrophularia alpestris,5
1623,T-P35970,Senecio duriaei,15
1623,T-P35970,Spergularia rubra,5
1623,T-P35970,Stellaria media,5
1623,T-P35970,Urtica dioica,5
1624,T-P35971,Barbarea intermedia,1
1624,T-P35971,Blitum bonus-henricus,15
1624,T-P35971,Brachypodium pinnatum aggr.,1
1624,T-P35971,Bromus racemosus,5
1624,T-P35971,Capsella bursa-pastoris,1
1624,T-P35971,Chenopodium album,5
1624,T-P35971,Dactylis glomerata,1
1624,T-P35971,Echium vulgare,5
1624,T-P35971,Eryngium bourgatii,5
1624,T-P35971,Festuca ovina,5
1624,T-P35971,Geranium pyrenaicum,5
1624,T-P35971,Holcus lanatus,5
1624,T-P35971,Hornungia alpina,1
1624,T-P35971,Lepidium heterophyllum,5
1624,T-P35971,Lolium perenne,5
1624,T-P35971,Malva sylvestris,5
1624,T-P35971,Marrubium vulgare,1
1624,T-P35971,Plantago alpina,5
1624,T-P35971,Polygonum aviculare,1
1624,T-P35971,Senecio duriaei,37.5
1624,T-P35971,Urtica dioica,5
2307,T-P35972,Barbarea intermedia,1
2307,T-P35972,Blitum bonus-henricus,37.5
2307,T-P35972,Capsella bursa-pastoris,1
2307,T-P35972,Centaurea lagascana,5
2307,T-P35972,Cerastium fontanum,1
2307,T-P35972,Dactylis glomerata,5
2307,T-P35972,Draba verna,1
2307,T-P35972,Echium vulgare,1
2307,T-P35972,Festuca ovina,1
2307,T-P35972,Festuca rubra aggr.,1
2307,T-P35972,Koeleria vallesiana,1
2307,T-P35972,Lolium perenne,1
2307,T-P35972,Ochlopoa annua,5
2307,T-P35972,Poa bulbosa,1
2307,T-P35972,Polygonum aviculare,1
2307,T-P35972,Rumex acetosella,1
2307,T-P35972,Senecio duriaei,1
2307,T-P35972,Spergularia rubra,5
2307,T-P35972,Stellaria media,5
2307,T-P35972,Trifolium repens,1
2307,T-P35972,Urtica dioica,5
2430,T-P35973,Asperugo procumbens,1
2430,T-P35973,Blitum bonus-henricus,62.5
2430,T-P35973,Festuca ovina,1
2430,T-P35973,Phleum pratense,1
2430,T-P35973,Senecio duriaei,1
2430,T-P35973,Urtica dioica,1
1611,T-P35974,Asperugo procumbens,1
1611,T-P35974,Barbarea intermedia,1
1611,T-P35974,Blitum bonus-henricus,37.5
1611,T-P35974,Dactylis glomerata,1
1611,T-P35974,Rumex acetosella,1
1611,T-P35974,Senecio duriaei,15
1611,T-P35974,Taraxacum sect. Taraxacum,5
1611,T-P35974,Urtica dioica,1
2310,T-P36741,Anisantha diandra,15
2310,T-P36741,Carduus tenuiflorus,5
2310,T-P36741,Conium maculatum,15
2310,T-P36741,Convolvulus arvensis,5
2310,T-P36741,Echium vulgare,15
