"SIVIMID","Revised.sintaxon","Relevé.number","CODE","EUNIS_REVISED","EUNIS2020","EUNISL1","EUNISL2","EUNISL3","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Class","Order","Alliance","Sintaxon","SS"
"T-P27839","Polygono-Coronopodion",2116,"V31","V35","V35","Trampled","V35","V31","",NA,1,"1958",-6.715006681,43.56492917,"3 - UTM10x10 + Elevation",10,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Asociación de Lolium perenne-Plantago major",0
"T-P27840","Polygono-Coronopodion",2117,"V31","V35","V35","Trampled","V35","V31","",NA,NA,"1958",-5.658685532,43.53317989,"3 - UTM10x10 + Elevation",20,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Asociación de Lolium perenne-Plantago major",0
"T-P27851","Polygono-Coronopodion",2118,"V31","V35","V35","Trampled","V35","V31","",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Asociación de Spergularia rubra-Amaranthus deflexus",0
"T-P27852","Polygono-Coronopodion",2119,"V31","V35","V35","Trampled","V35","V31","",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Asociación de Spergularia rubra-Amaranthus deflexus",0
"T-P27869","Balloto-Conion maculati",905,"V39d","V39","V38","Ruderal","V39","V39","",NA,NA,"1958",-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Asociación de Malva mauritanica-Rumex obtusifolius",0
"T-P27870","Balloto-Conion maculati",906,"V39d","V39","V38","Ruderal","V39","V39","",NA,NA,"1958",-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Asociación de Malva mauritanica-Rumex obtusifolius",0
"T-P31605","Cymbalario-Asplenion",2287,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.924415113,43.39322181,"4 - UTM10x10 + Centroid",64,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31606","Cymbalario-Asplenion",2288,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.924415113,43.39322181,"4 - UTM10x10 + Centroid",64,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31607","Cymbalario-Asplenion",2289,"W1","U37","?","Walls","U37","J2.5","",NA,1,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31608","Cymbalario-Asplenion",2290,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31609","Cymbalario-Asplenion",2291,"W1","U37","?","Walls","U37","J2.5","",NA,4,"1985-1986",-3.923803883,43.30373109,"4 - UTM10x10 + Centroid",178,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31610","Cymbalario-Asplenion",2292,"W1","U37","?","Walls","U37","J2.5","",NA,1,"1985-1986",-4.54010737,43.29709228,"4 - UTM10x10 + Centroid",367.5,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31611","Cymbalario-Asplenion",2293,"W1","U37","?","Walls","U37","J2.5","",NA,4,"1985-1986",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31612","Cymbalario-Asplenion",2294,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.311323105,43.38164629,"4 - UTM10x10 + Centroid",191,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31613","Cymbalario-Asplenion",2295,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-4.165908673,43.37783424,"4 - UTM10x10 + Centroid",114,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31614","Cymbalario-Asplenion",2296,"W1","U37","?","Walls","U37","J2.5","",NA,4,"1985-1986",-4.165908673,43.37783424,"4 - UTM10x10 + Centroid",114,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31616","Cymbalario-Asplenion",2297,"W1","U37","?","Walls","U37","J2.5","",NA,1,"1985-1986",-4.108373975,42.79326158,"4 - UTM10x10 + Centroid",873,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31617","Cymbalario-Asplenion",2298,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-4.108373975,42.79326158,"4 - UTM10x10 + Centroid",873,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31618","Cymbalario-Asplenion",2299,"W1","U37","?","Walls","U37","J2.5","",NA,3,"1985-1986",-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31619","Cymbalario-Asplenion",2300,"W1","U37","?","Walls","U37","J2.5","",NA,4,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31620","Cymbalario-Asplenion",2301,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31621","Cymbalario-Asplenion",2302,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.800447036,43.39010631,"4 - UTM10x10 + Centroid",36,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31622","Cymbalario-Asplenion",2303,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31623","Cymbalario-Asplenion",2304,"W1","U37","?","Walls","U37","J2.5","",NA,3,"1985-1986",-3.455098968,43.45524153,"4 - UTM10x10 + Centroid",41,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31624","Cymbalario-Asplenion",2305,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",1121,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31625","Cymbalario-Asplenion",2306,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-4.287924398,43.0300701,"4 - UTM10x10 + Centroid",1366,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31626","Cymbalario-Asplenion",2307,"W1","U37","?","Walls","U37","J2.5","",NA,2,"1985-1986",-3.427677294,43.38332,"4 - UTM10x10 + Centroid",81,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Hedero-Polypodietum cambrici",0
"T-P31627","Oxalidion europaeae",907,"V33","V37","V32","Ruderal","V37","V33","",NA,5,"2000",-2.906511653,43.37137182,"1 - UTM1x1 + Elevation",5,NA,NA,NA,"Associació-Desconeguda",0
"T-P32454","Galio valantiae-Parietarion judaicae",2308,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32455","Cymbalario-Asplenion",2309,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32456","Galio valantiae-Parietarion judaicae",2310,"W2","U37","?","Walls","U37","J2.5","",NA,60,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32457","Galio valantiae-Parietarion judaicae",2311,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32458","Galio valantiae-Parietarion judaicae",2312,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32459","Galio valantiae-Parietarion judaicae",2313,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32460","Galio valantiae-Parietarion judaicae",2314,"W2","U37","?","Walls","U37","J2.5","",NA,30,"1966",-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32461","Galio valantiae-Parietarion judaicae",2315,"W2","U37","?","Walls","U37","J2.5","",NA,100,"1966",-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",1
"T-P32462","Cymbalario-Asplenion",2316,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32463","Cymbalario-Asplenion",2317,"W2","U37","?","Walls","U37","J2.5","",NA,20,"1966",-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32464","Cymbalario-Asplenion",2318,"W2","U37","H32d","Walls","U37","J2.5","",NA,20,"1966",-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32465","Cymbalario-Asplenion",2319,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32466","Cymbalario-Asplenion",2320,"W2","U37","?","Walls","U37","J2.5","",NA,50,"1966",-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32467","Cymbalario-Asplenion",2321,"W2","U37","?","Walls","U37","J2.5","",NA,10,"1966",-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32468","Cymbalario-Asplenion",2322,"W2","U37","?","Walls","U37","J2.5","",NA,50,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32469","Cymbalario-Asplenion",2323,"W2","U37","?","Walls","U37","J2.5","",NA,20,"1966",-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32470","Cymbalario-Asplenion",2324,"W2","U37","?","Walls","U37","J2.5","",NA,NA,"1966",-1.522005849,43.15115377,"1 - UTM1x1 + Elevation",280,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32471","Cymbalario-Asplenion",2325,"W2","U37","?","Walls","U37","J2.5","",NA,20,"1966",-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32472","Cymbalario-Asplenion",2326,"W2","U37","?","Walls","U37","J2.5","",NA,20,"1966",-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750,"Cymbalario-Parietarietea diffusae","Tortulo-Cymbalarietalia","Galio valantiae-Parietarion judaicae","Parietarietum judaicae",0
"T-P32589","Oxalidion europaeae",1614,"V1c","V15","V15","Weed","V15A","V1","",0,35,"1995",-7.517978838,42.471799,"3 - UTM10x10 + Elevation",390,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio amplexicaulis-Veronicetum hederifoliae",0
"T-P32590","Oxalidion europaeae",1615,"V1c","V15","V15","Weed","V15A","V1","",0,25,"1995",-7.433705561,42.51831349,"3 - UTM10x10 + Elevation",390,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio amplexicaulis-Veronicetum hederifoliae",0
"T-P32591","Oxalidion europaeae",1616,"V1c","V15","V37","Weed","V15A","V1","",0,40,"1995",-7.537947173,42.51242418,"3 - UTM10x10 + Elevation",290,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio amplexicaulis-Veronicetum hederifoliae",0
"T-P32592","Oxalidion europaeae",1617,"V1c","V15","V15","Weed","V15A","V1","",0,30,"1995",-7.482994553,42.45876992,"3 - UTM10x10 + Elevation",590,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio amplexicaulis-Veronicetum hederifoliae",0
"T-P32593","Oxalidion europaeae",1618,"V1c","V15","V15","Weed","V15A","V1","",0,50,"1995",-7.436027698,42.44799597,"3 - UTM10x10 + Elevation",530,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio amplexicaulis-Veronicetum hederifoliae",0
"T-P32594","Oxalidion europaeae",1619,"V1c","V15","V15","Weed","V15A","V1","",NA,40,"1995",-7.485371056,42.49123445,"2 - UTM1x1 + Centroid",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32595","Oxalidion europaeae",1620,"V1c","V15","V15","Weed","V15A","V1","",0,60,"1995",-7.59002046,42.49233933,"1 - UTM1x1 + Elevation",310,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32596","Scleranthion annui",1621,"V1a","V15","V15","Weed","V15C","V1","W",5,10,"1995",-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",1
"T-P32597","Oxalidion europaeae",1622,"V1c","V15","V15","Weed","V15A","V1","",0,40,"1995",-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32598","Scleranthion annui",1623,"V1a","V15","V15","Weed","V15C","V1","E",NA,25,"1995",-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",1
"T-P32599","Scleranthion annui",1624,"V1a","V15","V15","Weed","V15C","V1","SE",10,40,"1995",-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",1
"T-P32600","Oxalidion europaeae",1625,"V1c","V15","V15","Weed","V15A","V1","",0,60,"1995",-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32601","Oxalidion europaeae",1626,"V1c","V15","V15","Weed","V15A","V1","",0,30,"1995",-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32602","Oxalidion europaeae",1627,"V1c","V15","V15","Weed","V15A","V1","",0,50,"1995",-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32603","Oxalidion europaeae",1628,"V1c","V15","V15","Weed","V15A","V1","",0,30,"1995",-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32604","Oxalidion europaeae",1629,"V1c","V15","V15","Weed","V15A","V1","",0,NA,"1995",-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32605","Oxalidion europaeae",1630,"V1c","V15","V15","Weed","V15A","V1","E",NA,40,"1995",-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Linario amethysteae-Calenduletum arvensis",0
"T-P32606","Oxalidion europaeae",1631,"V1b","V15","V15","Weed","V15B","V1","NE",NA,30,"1995",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32607","Oxalidion europaeae",1632,"V1b","V15","V15","Weed","V15B","V1","SW",NA,40,"1995",-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32608","Oxalidion europaeae",1633,"V1b","V15","V15","Weed","V15B","V1","",0,30,"1995",-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32609","Oxalidion europaeae",1634,"V1b","V15","V","Weed","V15B","V1","",0,25,"1995",-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32610","Oxalidion europaeae",1635,"V1b","V15","V37","Weed","V15B","V1","",0,30,"1995",-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32611","Oxalidion europaeae",1636,"V1b","V15","V37","Weed","V15B","V1","SE",10,40,"1995",-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32612","Oxalidion europaeae",1637,"V1b","V15","V15","Weed","V15B","V1","",0,50,"1995",-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32613","Oxalidion europaeae",1638,"V1b","V15","V37","Weed","V15B","V1","",0,50,"1995",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32614","Oxalidion europaeae",1639,"V1b","V15","V37","Weed","V15B","V1","",0,50,"1995",-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32615","Oxalidion europaeae",1640,"V1b","V15","V15","Weed","V15B","V1","",0,25,"1995",-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32616","Oxalidion europaeae",1641,"V1b","V15","V34","Weed","V15B","V1","",0,40,"1995",-7.535390149,42.51072494,"1 - UTM1x1 + Elevation",290,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32617","Oxalidion europaeae",1642,"V1b","V15","V15","Weed","V15B","V1","",0,50,"1995",-7.537556731,42.50703764,"1 - UTM1x1 + Elevation",290,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32618","Oxalidion europaeae",1643,"V1b","V15","V","Weed","V15B","V1","",0,20,"1995",-7.340969998,42.65512325,"1 - UTM1x1 + Elevation",740,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32619","Oxalidion europaeae",1644,"V1b","V15","V15","Weed","V15B","V1","",0,25,"1995",-7.633362043,42.42036565,"1 - UTM1x1 + Elevation",460,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32620","Oxalidion europaeae",1645,"V1b","V15","V15","Weed","V15B","V1","S",NA,25,"1995",-7.631336242,42.42584969,"1 - UTM1x1 + Elevation",460,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32621","Oxalidion europaeae",1646,"V1b","V15","V","Weed","V15B","V1","",0,30,"1995",-7.633627005,42.42395625,"1 - UTM1x1 + Elevation",460,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P32622","Oxalidion europaeae",1647,"V1b","V15","V34","Weed","V15B","V1","",0,15,"1995",-7.36352897,42.4543857,"1 - UTM1x1 + Elevation",360,"Digitario sanguinalis-Eragrostietea","Aperetalia spicae-venti","Oxalidion europeae","Lamio hybridi-Echinochloetum crus-gallii",0
"T-P33531","Oxalidion europaeae",1648,"V1a","V15","V15","Weed","V15C","V1","E",NA,NA,"1959",-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33532","Oxalidion europaeae",1649,"V33","V15","V15","Weed","V15A","V33","W",5,NA,"1959",-8.511500273,42.8981376,"3 - UTM10x10 + Elevation",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33533","Oxalidion europaeae",1650,"V1c","V15","V15","Weed","V15A","V1","S",10,NA,"1959",-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33534","Oxalidion europaeae",1651,"V33","V15","V15","Weed","V15A","V33","S",8,NA,"1959",-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33535","Scleranthion annui",1652,"V1a","V15","V15","Weed","V15C","V1","S",8,NA,"1959",-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",1
"T-P33536","Oxalidion europaeae",1653,"V33","V15","V15","Weed","V15A","V33","SW",NA,NA,"1959",-8.574588079,42.83745977,"3 - UTM10x10 + Elevation",250,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33537","Oxalidion europaeae",1654,"V1a","V15","V15","Weed","V15A","V1","S",6,NA,"1959",-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33538","Oxalidion europaeae",1655,"V1c","V15","V15","Weed","V15A","V1","S",NA,NA,"1959",-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33539","Oxalidion europaeae",1656,"V33","V15","V15","Weed","V15A","V33","S",5,NA,"1959",-8.516963469,42.82225509,"3 - UTM10x10 + Elevation",150,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
"T-P33540","Oxalidion europaeae",1657,"V33","V15","V15","Weed","V15A","V33","E",NA,NA,"1959",-8.613811988,43.26763759,"3 - UTM10x10 + Elevation",150,"Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","Chrysanthemum segetum-Raphanetum",0
